KEY,ENGLISH,NOTES,GERMAN,FRENCH,ITALIAN,SPANISH,PORTUGUESE,PORTUGUESE BR,POLISH,RUSSIAN,TURKISH,DANISH,DUTCH,SWEDISH,NORWEGIAN,HUNGARIAN,FINNISH,JAPANESE,SIMPLIFIED CHINESE,KOREAN
VEGETABLE.BERSERKER_MUSHROOM,Berserker mushroom,,Berserkerpilz,Champignon Berserker,Berserker fungo,Setas Berserker,Cogumelo Berserker,,,Мухомор,Savaşcı Mantarı,Berserkersvamp,,Berserker svamp,,,,ベルセルクマッシュルーム,狂战士蘑菇,
VEGETABLE.BERSERKER_MUSHROOM.PLURAL,Berserker mushrooms,,Berserkerpilze,Champignons berserker,Funghi Berserker,Setas Berserker,Cogumelos Berserker,,,Мухоморы,Savaşcı Mantarı,Berserkersvampe,,Berserker svamp,,,,ベルセルクマッシュルーム,狂战士蘑菇,
VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP,A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,,"Ein Pilz mit einer rosa-roten Kappe mit weißen Flecken. Es hat halluzinogene Eigenschaften, die Krieger manchmal in Vorbereitung auf den Kampf verwenden.",Un champignon avec un chapeau rose-rouge portant des taches blanches. Il a des propriétés hallucinogènes que les guerriers utilisent parfois pour préparer la bataille.,Un fungo con un cappuccio rosa-rosso che porta macchie bianche. Ha proprietà allucinogene che i guerrieri a volte usano in preparazione alla battaglia.,Un hongo con una caperuza rosa-roja que lleva manchas blancas. Tiene propiedades alucinógenas que los guerreros usan a veces para prepararse para la batalla.,Um cogumelo com uma tampa rosa-vermelha com manchas brancas. Tem propriedades alucinógenas que os guerreiros às vezes usam na preparação para a batalha.,,,"Гриб с розово-красной крышкой с белыми пятнами. Он обладает галлюциногенными свойствами, которые иногда используют воины при подготовке к бою.","Beyaz noktalı, kırmızı-pembe şemsiyeye sahip bir mantar. Halüsinojenik özellikleri nedeni ile bazen savaşcılar tarafından savaşa hazırlık için kullanılır.","En svamp med en pink-rød hætte med hvide pletter. Den har hallucinogene egenskaber, som krigere sommetider bruger i forberedelse til kamp.",,En svamp med en rosa-röd mössa med vita fläckar. Det har hallucinogena egenskaper som krigare ibland använder för att förbereda sig för strid.,,,,ピンク色の傘に白い斑点のあるキノコです。幻覚作用があり、戦士が戦いの前に使う薬物として用いられます。,菌盖呈粉红色且有白色斑点。由于具有致幻性，有时候战士会在准备战斗的时候食用。,
VEGETABLE.CARROT,Carrot,,Karotte,Carotte,Carota,Zanahoria,Cenoura,Cenoura,,Морковь,Havuç,Gulerod,,Morot,,,,ニンジン,胡萝卜,
VEGETABLE.CARROT.PLURAL,Carrots,,Karotten,Carottes,Carote,Zanahorias,Cenouras,Cenouras,,Моркови,Havuç,Gulerødder,,Morötter,,,,ニンジン,胡萝卜,
VEGETABLE.CARROT.TOOLTIP,"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.",,"Ein hartes Wurzelgemüse, das den {{SEASON.WINTER}}frost überlebt. Karotten wachsen schnell, produzieren aber nur eine kleine Ernte. Kann in {{SEASON.SPRING}}, {{SEASON.SUMMER}} oder {{SEASON.AUTUMN}} gepflanzt werden.","Un légume racinaire robuste qui survit au gel {{SEASON.WINTER}}. Les carottes poussent rapidement mais ne produisent qu'une petite récolte. Peut être planté dans {{SEASON.SPRING}}, {{SEASON.SUMMER}} ou {{SEASON.AUTOMN}}.","Un ortaggio a radice resistente che sopravvive al gelo {{SEASON.WINTER}}. Le carote crescono rapidamente ma producono solo un piccolo raccolto. Può essere piantato in {{SEASON.SPRING}}, {{SEASON.SUMMER}} o {{SEASON.AUTUMN}}.","Un vegetal de raíz resistente que sobrevive a las heladas del {{SEASON.WINTER}}. Las zanahorias crecen rápidamente, pero solo producen una pequeña cosecha. Se pueden plantar en {{SEASON.SPRING}}, {{SEASON.SUMMER}} u {{SEASON.AUTUMN}}.","Um vegetal de raiz resistente que sobrevive à geada {{SEASON.WINTER}}. As cenouras crescem rapidamente, mas apenas produzem uma pequena colheita. Pode ser plantada em {{SEASON.SPRING}}, {{SEASON.SUMMER}} ou {{SEASON.AUTUMN}}.",,,"Выносливый корнеплод, который переживет холодный {{SEASON.WINTER}}. Морковь растет быстро, но дает небольшой урожай. Можно посадить в {{SEASON.SPRING}}, {{SEASON.SUMMER}} или {{SEASON.AUTUMN}}.","{{SEASON.WINTER}} ayazında hayatta kalabilen dayanıklı bir kök bitkisi. Havuç hızlı büyümesine rağmen az miktarda mahsül verirler.  {{SEASON.SPRING}}, {{SEASON.SUMMER}} ve  {{SEASON.AUTUMN}} mevsimlerinde ekilebilir.","En hårdfør rodfrugt, der overlever frosten {{SEASON.WINTER}}. Gulerødder vokser hurtigt, men producerer kun en lille afgrøde. Kan plantes {{SEASON.SPRING}}, {{SEASON.SUMMER}} eller {{SEASON.AUTUMN}}.",,"En härdig rotgrönsak som överlever {{SEASON.WINTER} -frosten. Morötter växer snabbt men producerar bara en liten gröda. Kan planteras i {{SEASON.SPRING}}, {{SEASON.SOMR}} eller {{SEASON.HENT}}",,,,ニンジンは{{SEASON.WINTER}}の霜にも耐える丈夫な根菜です。成長が早いものの少量しか収穫できません。植え付け時期は{{SEASON.SPRING}}、{{SEASON.SUMMER}}および{{SEASON.AUTUMN}}です。,耐寒的根茎类蔬菜，即使在{{SEASON.WINTER}}的森林里也能存活。生长快，但产量较小。{{SEASON.SPRING}}，{{SEASON.SUMMER}}和{{SEASON.AUTUMN}}都可以种植。,
VEGETABLE.CORN,Sweetcorn,,Mais,Maïs doux,Mais,Maíz,Milho doce,Milho verde,,Сахарная кукуруза,Şeker mısırı,Sukkermajs,,Sockermajs,,,,トウモロコシ,甜玉米,
VEGETABLE.CORN.PLURAL,Sweetcorn,,Mais,Maïs doux,Mais,Maíz,Milho doce,Milho verde,,Сахарной кукурузы,Şeker mısırı,Sukkermajs,,Sockermajs,,,,トウモロコシ,甜玉米,
VEGETABLE.CORN.TOOLTIP,"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.",,"Ein Getreidekorn auch als Mais bekannt. Es produziert eine reiche Ernte, dauert aber etwa 2 Jahreszeiten, um zu wachsen und kann {{SEASON.WINTER}} nicht überleben, daher erfordert es die Pflanzung Anfang {{SEASON.SPRING}}.","Un grain de céréales également connu sous le nom de maïs. Il produit une récolte abondante mais prend environ 2 saisons pour croître et ne peut pas survivre à {{SEASON.WINTER}}, donc il faut planter au début de {{SEASON.SPRING}}.","Un grano di cereali conosciuto anche come mais. Produce un raccolto abbondante ma richiede circa 2 stagioni per crescere e non può sopravvivere a {{SEASON.WINTER}}, quindi richiede la semina all'inizio di {{SEASON.SPRING}}.","Un grano de cereal también conocido como millo. Produce una cosecha abundante pero tarda alrededor de 2 temporadas en crecer y no puede sobrevivir al {{SEASON.WINTER}}, por lo que requiere ser plantado a principios de {SEASON.SPRING}}.","Um grão de cereais também conhecido como milho. Produz uma colheita abundante, mas leva cerca de 2 estações para crescer e não pode sobreviver {{SEASON.WINTER}}, então requer plantio no início {{SEASON.SPRING}}.",,,"Зерно, также известное, как кукуруза. Оно дает большой урожай, но растет около 2 сезонов и не может пережить {{SEASON.WINTER}}, поэтому оно требует посадки в начале {{SEASON.SPRING}}.",Darı olarakda bilinen bir tahıl tanesidir. Bol mahsül verir ancak büyümesi yaklaşık 2 mevsim sürer {{SEASON.WINTER}} mevsiminde hayatta kalamaz.  {{SEASON.SPRING}} mevsiminin başında dikilmesi gerekir.,"En kornsort også kendt som majs. Den producerer en overdådig afgrøde, men er omkring 2 sæsoner at vokse og kan ikke overleve {{SEASON.WINTER}}, så den kræver plantning tidligt {{SEASON.SPRING}}.",,"En spannmålskorn även känd som majs. Den producerar en riklig gröda men tar cirka 2 säsonger att växa och kan inte överleva {{SEASON.WINTER}}, så den kräver plantering i början av {{SEASON.SPRING}}.",,,,トウモロコシからは豊かな収穫が得られます。しかし栽培には2季節かかり、{{SEASON.WINTER}}の寒さには耐えられないので、{{SEASON.SPRING}}の早い時期に植え付ける必要があります。,别名为玉蜀黍的谷物。产量高，但生长需要两季，而且在{{SEASON.WINTER}}无法存活，因此需要在{{SEASON.SPRING}}初期播种。,
VEGETABLE.DEATH_CAP_MUSHROOM,Death cap mushroom,,Todeskappe,Amanite phalloïde,Fungo Berretto mortale,Sombrero de la muerte,Cogumelo de morte,,,Смертошляпник,"Köygöçüren mantarı ",Grøn fluesvamp,,Död mössa svamp,,,,デスキャップマッシュルーム,死亡帽蘑菇,
VEGETABLE.DEATH_CAP_MUSHROOM.PLURAL,Death cap mushrooms,,Todeskappen,Amanites phalloïdes,Funghi Berretto mortale,Sombreros de la muerte,Cogumelos de morte,,,Смертошляпники,"Köygöçüren mantarı ",Grønne fluesvampe,,Död mössa svamp,,,,デスキャップマッシュルーム,死亡帽蘑菇,
VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP,"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.",,"Ein sehr giftiger Pilz mit einer breiten, flachen Kappe. Selbst eine winzige Menge zu essen, wird fast sicher Vergiftungen verursachen, die zum Tod führen können.",Un champignon très toxique avec un chapeau large et plat. Manger même une petite quantité causera presque certainement un empoisonnement qui peut conduire à la mort.,Un fungo molto velenoso con un cappuccio largo e piatto. Mangiare anche una piccola quantità sarà quasi certamente causare avvelenamento che può portare alla morte.,Un hongo muy venenoso con una caperuza ancha y plana. Comer incluso una pequeña cantidad casi seguramente causará un envenenamiento que puede llevar a la muerte.,Um cogumelo muito venenoso com uma tampa larga e plana. Comer até mesmo uma pequena quantidade quase certamente causará envenenamento que pode levar à morte.,,,"Очень ядовитый гриб с широкой плоской шляпкой. Даже крошечное количество, употребленное в пищу, почти наверняка приведет к отравлению, которое может и к смерти.",Geniş bir şapkaya sahip aşırı zehirli mantar türü. Ufak miktarda tüketilmesi bile ölüme neden olabilecek ciddi zehirlenmeye yol açabilir.,"En meget giftig svamp med en bred, flad hætte. At spise selv en lille mængde vil næsten helt sikkert forårsage forgiftning, som kan føre til døden.",,"En mycket giftig svamp med en bred, platt keps. Att äta även en liten mängd kommer nästan säkert att orsaka förgiftning som kan leda till döden.",,,,幅広で平らな傘を持つ猛毒のキノコです。少し食べればほぼ確実に中毒を起こし、死に至ります。,菌盖宽扁的剧毒蘑菇。即使食用了少量，也会危及生命。,
VEGETABLE.DRAGONFRUIT,Dragonfruit,,Drachenfrucht,Dragonfruit,Frutto del Drago,Fruta del dragón,Fruta de dragão,,,Драконфрут,Ejder meyvesi,Dragefrugt,,Drakfrukt,,,,ドラゴンフルーツ,火龙果,
VEGETABLE.DRAGONFRUIT.PLURAL,Dragonfruits,,Drachenfrüchte,Dragonfruits,Frutti del Drago,Frutas del dragón,Frutas de dragão,,,Драконфруты,Ejder meyvesi,Dragefrugter,,Drakfrukter,,,,ドラゴンフルーツ,火龙果,
VEGETABLE.ELFSBANE_MUSHROOM,Elfsbane mushroom,,Elfsbane Pilz,Fléau des Elfes,Fungo Elfsbane,Seta Azotaelfos,Cogumelo Elfsbane,,,Эльфсбан,Elfsbane Pilz,Elfsbane svamp,,Elfsbane svamp,,,,エルフスベインマッシュルーム,精灵之祸,
VEGETABLE.ELFSBANE_MUSHROOM.PLURAL,Elfsbane mushrooms,,Elfsbane Pilze,Fléaux des Elfes,Funghi Elfsbane,Setas Azotaelfos,Cogumelos de Elfsbane,,,Эльфсбаны,Elfboğan,Elfsbane svampe,,Elfsbane svamp,,,,エルフスベインマッシュルーム,精灵之祸,
VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP,"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.",,"Dieser Pilz hat einen einfachen, geschmacklosen Geschmack für die meisten Humanoiden. Seltsamerweise schmeckt es absolut ekelhaft für Elfen, die oft mit explosivem Erbrechen beim Verzehr oder in extremen Fällen einen Herzinfarkt reagieren.","Ce champignon a un goût simple et sans saveur pour la plupart des humanoïdes. Curieusement, il a un goût absolument dégoûtant pour les elfes, qui réagissent souvent avec des vomissements explosifs à la consommation, ou dans des cas extrêmes, une crise cardiaque.","Questo fungo ha un gusto semplice e insapore per la maggior parte degli umanoidi. Stranamente, ha un sapore assolutamente disgustoso per gli elfi, che spesso reagiscono con vomito esplosivo al momento del consumo, o in casi estremi, un attacco di cuore.","Este hongo tiene un sabor simple, sin sabor para la mayoría de los humanoides. Extrañamente, su sabor es absolutamente desagradable para los elfos, que a menudo reaccionan a su consumo con vómitos explosivos, y en casos extremos, con ataques cardíacos.","Este cogumelo tem um sabor simples e sem sabor para a maioria dos humanóides. Estranhamente, tem um gosto absolutamente nojento para os elfos, que muitas vezes reagem com vômitos explosivos ao consumir, ou em casos extremos, um ataque cardíaco.",,,"Этот гриб имеет простой, безвкусный вкус для большинства гуманоидов. Как ни странно, но он абсолютно отвратителен для эльфов, у которых часто вызывает рвоту, а в крайних случаях — сердечный приступ.","İnsansı varlıklar için basit neredeyse tadı olmayan bir bitki olan Elfboğan, adındanda anlaşılacağı gibi elfer için zararldır. Ağızlarında acı ve iğrenç bir tad bırakan Elfboğan, tüketmeleri halinde mide bulantısı ve kusma, ekstrem vakalarda ise kalp krizi geçirtebilir.","Denne svamp har en enkel, smagløs smag for de fleste humanoider. Mærkeligt smager det helt modbydeligt for alfer, der ofte reagerer med eksplosiv opkastning ved indtagelse eller i ekstreme tilfælde hjerteanfald.",,"Denna svamp har en enkel, smaklös smak för de flesta humanoider. Konstigt nog smakar det helt äckligt för älvor, som ofta reagerar med explosiv kräkningar vid konsumtion eller i extrema fall hjärtinfarkt.",,,,このキノコは、ほとんどの人間と亜人間にとっては味のないただのキノコです。不思議なことにエルフには生理的に受け付けない味で、食べると凄い勢いで嘔吐しますし、ひどい場合には心臓発作を起こすこともあります。,对绝大多数类人生物而言，这种蘑菇没有味道。但对精灵来说，它的味道恶心至极，食用后常常会导致剧烈呕吐，甚至极端情况下会引发心脏病。,
VEGETABLE.FIST_MUSHROOM,Fist mushroom,,Faustpilz,Champignon Fist,Fungo Pugno,Seta Puño,Cogumelo Punho,,,Кулаковик,Yumruk mantarı,Nævesvamp,,Knäve svamp,,,,フィストマッシュルーム,拳菇,
VEGETABLE.FIST_MUSHROOM.PLURAL,Fist mushrooms,,Faustpilze,Champignons Fist,Funghi Pugno,Setas Puño,Cogumelos punhos,,,Кулаковики,Yumruk mantarı,Nævesvampe,,Knäve svamp,,,,フィストマッシュルーム,拳菇,
VEGETABLE.FIST_MUSHROOM.TOOLTIP,A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,,Ein schwarz-blauer Pilz mit einem metallischen Geschmack. Es ist nach einer Gruppe von Barden aus dem Zeitalter der Dunkelheit benannt.,Un champignon noir-bleu au goût métallique. Il est nommé pour un groupe de bardes de l'âge des ténèbres.,Un fungo nero-blu dal sapore metallico. Prende il nome da un gruppo di bardi dall'era delle tenebre.,Un hongo negro-azul con un sabor metálico. Se llama así por un grupo de bardos de la era de la oscuridad.,Um cogumelo preto-azul com um sabor metálico. É nomeado para um grupo de bardos da era das trevas.,,,Черно-синий гриб с металлическим вкусом. Он назван в честь группы бардов из эпохи Тьмы.,Siyah-mavi renge sahip ve ağızda metalik tad bırakan bir mantar türü. İsmini Karanlık Çağındaki bir grup ozandan alır.,En sort-blå svamp med en metallisk smag. Den er opkaldt efter en gruppe barder fra den mørke tidsalder.,,En svartblå svamp med metallisk smak. Det är uppkallat efter en grupp bards från mörkrets ålder.,,,,ヘビーでメタリックな味がする、黒と青のキノコです。暗黒の時代には、この名前を冠した吟遊詩人の一団がいたと言われています。,蘑菇呈蓝黑色，入口为金属味。黑暗时代的吟游诗人为它取了这个名字。,
VEGETABLE.FOR_BEER.USAGE,used in the brewing of {{LIQUID.BEER}},,für das Brauen von Bier,,,,,,,,,brugt i brygningen af {{LIQUID.BEER}},,,,,,,酿制{{LIQUID.BEER}}所需的材料,
VEGETABLE.GLOW_MUSHROOM,Glow mushroom,,Glühpilz,Champignon lumineux,Fungo Brillante,Seta Resplandor,Cogumelo Brilho,,,Светящейся гриб,Parıltı Mantarı,Glødesvamp,,Glödsvamp,,,,グローマッシュルーム,微光菇,
VEGETABLE.GLOW_MUSHROOM.PLURAL,Glow mushrooms,,Glühpilze,Champignons lumineux,Funghi Brillante,Setas Resplandor,Cogumelos Brilhantes,,,Светящиеся грибы,Parıltı Mantarı,Glødesvampe,,Glödsvamp,,,,グローマッシュルーム,微光菇,
VEGETABLE.GLOW_MUSHROOM.TOOLTIP,A magic-infused mushroom that gives off light and changes colour with the seasons.,,"Ein magisch infundiertes Pilz, das Licht abgibt und die Farbe mit den Jahreszeiten ändert.",Un champignon imprégné de magie qui émet de la lumière et change de couleur au fil des saisons.,Un fungo magico che emana luce e cambia colore con le stagioni.,Un hongo impregnado de magia que emite luz y cambia de color con las estaciones del año.,Um cogumelo com infusão de magia que emite luz e muda de cor com as estações.,,,"Волшебный гриб, который излучает свет и меняет его в зависимости от сезона.",Büyü aşılanmış bir mantar türüdür. Sürekli olarak ışık verir ve mevsimlere göre renk değiştirir.,"En magisk-infunderet svamp, der afgiver lys og skifter farve med årstiderne.",,En magisk svamp som avger ljus och ändrar färg med årstiderna.,,,,ひとりでに光を放ち、しかも季節ごとに色が変わる不思議なキノコです。,蕴含魔力的蘑菇，它散发的光芒会随着季节的变化而变色。,
VEGETABLE.HEMP,Hemp,,Hanf,,Canapa,cáñamo,,,,Конопля,,Hamp,,,,,,麻,火麻,
VEGETABLE.HEMP.PLURAL,Hemp,,Hanf,,Canapa,cáñamo,,,,Конопля,,Hamp,,,,,,麻,火麻,
VEGETABLE.HEMP.TOOLTIP,This is processed at the {{ROOMS.TEXTILE_WORKSHOP}} to a useful material.,,Dies wird in der Textilwerkstatt zu einem brauchbaren Material verarbeitet.,,Questo viene trasformato nel {{ROOMS.TEXTILE_WORKSHOP}} in un materiale utile.,Se procesa en el {{ROOMS.TEXTILE_WORKSHOP}} para obtener diversos materiales útiles.,,,,,,Dette bliver lavet om til et brugbart materiale ved {{ROOMS.TEXTILE_WORKSHOP}}.,,,,,,{{ROOMS.TEXTILE_WORKSHOP}}で役に立つ材料に加工できます。,在{{ROOMS.TEXTILE_WORKSHOP}}加工后可获得有用的材料。,
VEGETABLE.HEMP.USAGE,a material required to produce {{PRODUCT.LINEN}} in a {{ROOMS.TEXTILE_WORKSHOP}},,"ein Material, das zur Herstellung von Leinen in einer Textilwerkstatt benötigt wird",,,,,,,,,"et materiale, der er krævet for at kunne producere {{PRODUCT.LINEN}} i et {{ROOMS.TEXTILE_WORKSHOP}}",,,,,,," {{ROOMS.TEXTILE_WORKSHOP}}生产{{PRODUCT.LINEN}}所需的材料",
VEGETABLE.HEMP_FIBRE,Hemp fibre,,Hanffaser,,Fibra di canapa,Fibra de cáñamo,,,,Полотно из конопли,,Hampfiber,,,,,,麻糸,火麻纤维,
VEGETABLE.HEMP_FIBRE.PLURAL,Hemp fibre,,Hanffaser,,Fibre di canapa,Fibras de cáñamo,,,,Полотна из конопли,,Hampfibre,,,,,,麻糸,火麻纤维,
VEGETABLE.HOPS,Hops,,Hopfen,Houblon,Luppolo,Lúpulo,Lúpulo,Lúpulo,,Хмель,Şerbetciotu,Humle,,Humle,,,,ホップ,啤酒花,
VEGETABLE.HOPS.PLURAL,Hops,,Hopfen,Houblon,Luppolo,Lúpulo,Lúpulo,Lúpulo,,Хмель,Şerbetciotu,Humle,,Humle,,,,ホップ,啤酒花,
VEGETABLE.HOPS.TOOLTIP,A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,,"Eine Blume, die für das Aroma von Bier verwendet wird. Muss in {{SEASON.SPRING}} gepflanzt werden.",Une fleur utilisée pour aromatiser la bière. Doit être planté dans {{SEASON.SPRING}}.,Un fiore utilizzato per l'aromatizzazione della birra. Deve essere piantato in {{SEASON.SPRING}}.,Una flor utilizada para dar sabor a cerveza. Debe plantarse en {{SEASON.SPRING}}.,Uma flor usada para o sabor da cerveja. Deve ser plantado em {{SEASON.SPRING}}.,,,"Цветок, используемый для ароматизации пива. Должен быть посажен в {{SEASON.SPRING}}.",Biranın tadlandırılmasında kullanılan bir çiçek. {{SEASON.SPRING}} mevsiminde dikilmesi gerekir.,"En blomst, der anvendes til aromastoffer i øl. Skal plantes {{SEASON.SPRING}}.",,En blomma som används för smaksättning av öl. Måste planteras i {{SEASON.SPRING}}.,,,,ビールの香り付けに使われる花です。植えるのは{{SEASON.SPRING}}でなければなりません。,能为啤酒增添风味的花。必须在{{SEASON.SPRING}}播种。,
VEGETABLE.INGREDIENT.USAGE,"used in the cooking of soup, or can be eaten raw",,wird zum Kochen von Suppen verwendet oder kann roh verzehrt werden,,,,,,,,,bruges enten i tilberedelsen af suppe eller spises råt.,,,,,,,能用来做汤，也可以生食,
VEGETABLE.LOQUAT,Loquat,,Wollmispel,Néflier du Japon,Nocciolo,Níspero,Nespereira,,,Локват,Yenidünya,Mispel,,Loquat,,,,ロクアット,枇杷,
VEGETABLE.LOQUAT.PLURAL,Loquats,,Wollmispeln,Néfliers du Japon,Noccioli,Nísperos,Loquats,,,Локвоты,Yenidünya,Mispeler,,Loquats,,,,ロクアット,枇杷,
VEGETABLE.MILTONIA_MUSHROOM,Miltonia mushroom,,Miltoniapilz,Champignon Miltonia,Fungo Miltonia,Seta Miltonia,Cogumelo Miltonia,,,Мильтовик,Orkide mantarı,Miltoniasvamp,,Miltonia svamp,,,,ミルトニアマッシュルーム,堇蓝菇,
VEGETABLE.MILTONIA_MUSHROOM.PLURAL,Miltonia mushrooms,,Miltoniapilze,Champignons Miltonia,Funghi Miltonia,Setas Miltonia,Cogumelos Miltonia,,,Мильтовики,Orkide mantarı,Miltoniasvampe,,Miltonia svamp,,,,ミルトニアマッシュルーム,堇蓝菇,
VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP,"Once thought to exist only in the Hudds region, it is now found throughout the world.",,"Einst gedacht, nur in der Huddds-Region zu existieren, ist es jetzt in der ganzen Welt zu finden.","Autrefois considéré comme n'existant que dans la région de Hudds, il est maintenant présent dans le monde entier.","Un tempo si pensava di esistere solo nella regione di Hudds, ora si trova in tutto il mondo.","Una vez que se pensaba que existían sólo en la región de Hudds, ahora se encuentra en todo el mundo.","Uma vez que se pensa existir apenas na região de Hudds, ela é agora encontrada em todo o mundo.",,,"Когда-то считалось, что они встречаются только в регионе Хаддс, сейчас распространены во всем мире.","Bir zamanlar sadece Hudds bölgesinde olduğu düşünülen, ancak her yerde bulunan bir çiçek.","Engang troede man at disse kun eksisterede i Hudds-regionen, men de er nu fundet over hele verden.",,"En gång tänkt att existera endast i Hudds-regionen, finns det nu över hela världen.",,,,かつてはハッズ地方にしか存在しないと考えられていましたが、今では世界中で見られるようになりました。,最初人们以为这种植物只存在于哈德斯地区，但如今世界各地都能见到。,
VEGETABLE.POTATO,Potato,,Kartoffel,Pomme de terre,Patata,Patata,Batata,Batata,,Картофелина,Patates,Kartoffel,,Potatis,,,,ジャガイモ,土豆,
VEGETABLE.POTATO.PLURAL,Potatoes,,Kartoffeln,Pommes de terre,Patate,Patatas,Batatas,Batatas,,Картофелины,Patates,Kartofler,,Potatis,,,,ジャガイモ,土豆,
VEGETABLE.POTATO.TOOLTIP,"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.",,"Ein stärkehaltiges Wurzelgemüse, das {{SEASON.WINTER}} überleben kann, was es zu einer guten Wahl für die meisten Siedlungen macht. Kann in {{SEASON.SPRING}}, {{SEASON.SUMMER}} oder {{SEASON.AUTUMN}} gepflanzt werden.","Un légume racine féculent qui peut survivre {{SEASON.WINTER}} ce qui en fait un bon choix pour la plupart des colonies. Peut être planté dans {{SEASON.SPRING}}, {{SEASON.SUMMER}} ou {{SEASON.AUTOMN}}.","Un ortaggio a radice amidacea che può sopravvivere {{SEASON.WINTER}} che lo rende una buona scelta per la maggior parte degli insediamenti. Può essere piantato in {{SEASON.SPRING}}, {{SEASON.SUMMER}} o {{SEASON.AUTUMN}}.","Un vegetal con raíz almidonosa que puede sobrevivir al {{SEASON.WINTER}} por lo que es una buena opción para la mayoría de los asentamientos. Se puede plantar en {{SEASON.SPRING}}, {{SEASON.SUMMER}} u {{SEASON.AUTUMN}}.","Um vegetal de raiz amido que pode sobreviver {{SEASON.WINTER}} tornando-o uma boa escolha para a maioria dos assentamentos. Pode ser plantada em {{SEASON.SPRING}}, {{SEASON.SUMMER}} ou {{SEASON.AUTUMN}}.",,,"Крахмальный корнеплод, который может пережить {{SEASON.WINTER}}, что делает его хорошим выбором для большинства поселений. Можно посадить в {{SEASON.SPRING}}, {{SEASON.SUMMER}} или {{SEASON.AUTUMN}}.","Nişastalı bir kök bitkisi olması ve  {{SEASON.WINTER}} mevsiminde hayatta kalabilmesi onu bir çok yerleşke için vazgeçilmez kılar. {{SEASON.SPRING}}, {{SEASON.SUMMER}} ve {{SEASON.AUTUMN}} mevsimlerinde dikilebilir.","En stivelsesholdig rodfrugt som kan overleve {{SEASON.WINTER}} og gør den til et godt valg for de fleste bosættelser. Kan plantes {{SEASON.SPRING}}, {{SEASON.SUMMER}} eller {{SEASON.AUTUMN}}.",,"En stärkelserik rotgrönsak som kan överleva {{SEASON.WINTER}} vilket gör det till ett bra val för de flesta bosättningar. Kan planteras i {{SEASON.SPRING}}, {{SEASON.SOMR}} eller {{SEASON.HENT}}",,,,{{SEASON.WINTER}}を越すことができるデンプン質が豊富な根菜で、ほとんどの入植地で栽培に適しています。{{SEASON.SPRING}}、{{SEASON.SUMMER}}もしくは{{SEASON.AUTUMN}}に植えられます。,富含淀粉的根茎类蔬菜，由于在{{SEASON.WINTER}}也能生存，所以对大多数殖民者来说都是不错的选择。{{SEASON.SPRING}}，{{SEASON.SUMMER}}和{{SEASON.AUTUMN}}都可以种植。,
VEGETABLE.PURPLE_HELMET_MUSHROOM,Purple helmet mushroom,,Violetter Helmpilz,Mycène à pied rouge,Fungo Casco viola,Seta casco púrpura,Cogumelo de capacete roxo,,,Пурпурошлемник,Pembe Kasket Mantarı,Lillahjelmsvamp,,Lila hjälm svamp,,,,パープルヘルメットマッシュルーム,紫盔蘑菇,
VEGETABLE.PURPLE_HELMET_MUSHROOM.PLURAL,Purple helmet mushrooms,,Violette Helmpilze,Mycènes à pied rouge,Funghi Casco viola,Setas casco púrpura,Cogumelos de capacete roxo,,,Пурпурошлемники,Pembe Kasket,Lillahjelmsvampe,,Lila hjälm svamp,,,,パープルヘルメットマッシュルーム,紫盔蘑菇,
