KEY,NOTES,ENGLISH,SPANISH
SEASON.SPRING,,Spring,Primavera
SEASON.SUMMER,,Summer,Verano
SEASON.WINTER,,Winter,Invierno

SEED.BARLEY_SEED,,Barley,Cebada
SEED.BARLEY_SEED.TOOLTIP,{{VEGETABLE.BARLEY.TOOLTIP}},"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un grano utilizado sólo en la producción de cerveza. Se puede plantar en {{SEASON.SPRING}}, {{SEASON.SUMMER}} u {{SEASON.AUTUMN}}."
SEED.BERSERKER_MUSHROOM_SPAWN,,Berserker,Berserker
SEED.BERSERKER_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP}},A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,Un hongo con una caperuza rosa-roja que lleva manchas blancas. Tiene propiedades alucinógenas que los guerreros usan a veces para prepararse para la batalla.
SEED.CARROT_SEED,,Carrot,Zanahoria
SEED.CARROT_SEED.TOOLTIP,{{VEGETABLE.CARROT.TOOLTIP}},"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un vegetal de raíz resistente que sobrevive a las heladas del {{SEASON.WINTER}}. Las zanahorias crecen rápidamente, pero solo producen una pequeña cosecha. Se puede plantar en {{SEASON.SPRING}}, {{SEASON.SUMMER}} u {{SEASON.AUTUMN}}."
SEED.CORN_SEED,,Corn,Maíz
SEED.CORN_SEED.TOOLTIP,{{VEGETABLE.CORN.TOOLTIP}},"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","Un grano de cereal también conocido como millo. Produce una cosecha abundante pero tarda alrededor de 2 temporadas en crecer y no puede sobrevivir al {{SEASON.WINTER}}, por lo que requiere plantarlo a principios de {SEASON.SPRING}}."
SEED.DEATH_CAP_SPAWN,,Death cap,Sombrero de la muerte
SEED.DEATH_CAP_SPAWN.TOOLTIP,{{VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP}},"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.","Un hongo muy venenoso con una caperuza ancha y plana. Comer, incluso una pequeña cantidad, casi seguramente causará un envenenamiento mortal."
SEED.ELFSBANE_SPAWN,,Elfsbane,Azotaelfos
SEED.ELFSBANE_SPAWN.TOOLTIP,{{VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP}},"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Este hongo tiene un sabor simple, sin sabor para la mayoría de los humanoides. Extrañamente, el sabor es absolutamente desagradable para los elfos, que a menudo reaccionan a su consumo con vómitos explosivos e incluso, en casos extremos, con ataques cardíacos."
SEED.FIST_SPAWN,,Fist,Puño
SEED.FIST_SPAWN.TOOLTIP,{{VEGETABLE.FIST_MUSHROOM.TOOLTIP}},A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Un hongo negro-azul con un sabor metálico. Se llama así por un grupo de bardos de la Era de la Oscuridad.
SEED.GLOW_SPAWN,,Glow,Resplandor
SEED.GLOW_SPAWN.TOOLTIP,{{VEGETABLE.GLOW_MUSHROOM.TOOLTIP}},A magic-infused mushroom that gives off light and changes colour with the seasons.,Un hongo impregnado de magia que emite luz y cambia de color con las estaciones del año.
SEED.HEMP_SEED,,Hemp,Cáñamo
SEED.HEMP_SEED.TOOLTIP,,Used to produce rope and fabric after it hsa been processed.,Usado para producir cuerdas y telas una vez ha sido procesado.
SEED.HOPS_SEED,,Hops,Lúpulo
SEED.HOPS_SEED.TOOLTIP,{{VEGETABLE.HOPS.TOOLTIP}},A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,Una flor utilizada para dar sabor a la cerveza. Debe plantarse en {{SEASON.SPRING}}.
SEED.MILTONIA_SPAWN,,Miltonia,Miltonia
SEED.MILTONIA_SPAWN.TOOLTIP,{{VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP}},"Once thought to exist only in the Hudds region, it is now found throughout the world.","Una vez que se pensaba que existía sólo en la región de Hudds, ahora se encuentra en todo el mundo."
SEED.POTATO_SEED,,Potato,Patata
SEED.POTATO_SEED.TOOLTIP,{{VEGETABLE.POTATO.TOOLTIP}},"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Una vegetal cuya raíz contiene almidón y que puede sobrevivir al {{SEASON.WINTER}}, por lo que es una buena opción para la mayoría de los asentamientos. Se puede plantar en {{SEASON.SPRING}}, {{SEASON.SUMMER}} u {{SEASON.AUTUMN}}."
SEED.PURPLE_HELMET_SPAWN,,Purple helmet,Casco morado
SEED.PURPLE_HELMET_SPAWN.TOOLTIP,{{VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP}},"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Gorro Gordo, Turbante Regordete, Casco Hinchado; Este hongo legendario tiene muchos nombres. La leyenda sostiene que hace mucho tiempo, muchas comunidades de enanos subsistían únicamente de una cepa domesticada de este hongo."
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN,,Rociomycota,Rociomicota
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP}},A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,Un hongo con lunares blancos y negros. Se sabe que afecta la apariencia de quienes lo ingieren.
SEED.SUNGLOW_SPAWN,,Sunglow,Brillosolar
SEED.SUNGLOW_SPAWN.TOOLTIP,{{VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP}},A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,Un hongo amarillo intenso que brilla con la apariencia de la luz solar. Pierde este resplandor en el momento en que se cosecha.
SEED.SYRUP_POWDER_SPAWN,,Syrup powder,Polvojarabe
SEED.SYRUP_POWDER_SPAWN.TOOLTIP,{{VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP}},"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","Una seta redonda naranja/amarilla con una parte inferior blanca. Se dice que fue utilizado por los magos hace mucho tiempo, pero nadie sabe con qué propósito."
SEED.TOMATO_SEED,,Tomato,Tomate
SEED.TOMATO_SEED.TOOLTIP,{{VEGETABLE.TOMATO.TOOLTIP}},A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,"Una planta de grandes bayas rojas, a menudo utilizadas como vegrdura. Solo se puede plantar en {{SEASON.SPRING}}."
SEED.WHEAT_SEED,,Wheat,Trigo
SEED.WHEAT_SEED.TOOLTIP,{{VEGETABLE.WHEAT.TOOLTIP}},"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.","Un grano de cereal generalmente utilizado para la producción de pan. Puede sobrevivir al {{SEASON.WINTER}} pero tarda un tiempo en crecer, por lo que se planta en {{SEASON.SPRING}} u {{SEASON.AUTUMN}}."

SHRUB.DESCRIPTION,Shrub or bush should do,Bush,Arbusto

SKILL.ARCHERY.FEMALE_NOUN,,Archer,Arquera
SKILL.ARCHERY.MALE_NOUN,,Archer,Arquero
SKILL.ARCHERY.TOOLTIP,,Skill with the bow,Diestro con el arco
SKILL.AXES.FEMALE_NOUN,,Axewoman,Hachera
SKILL.AXES.MALE_NOUN,,Axeman,Hachero
SKILL.AXES.TOOLTIP,,Skill with axes,Diestro con el hacha
SKILL.CROSSBOWS.FEMALE_NOUN,,Arbalist,Ballestera
SKILL.CROSSBOWS.MALE_NOUN,,Arbalist,Ballestero
SKILL.CROSSBOWS.TOOLTIP,,Skill with the crossbow,Diestro con la ballesta
SKILL.MACES.FEMALE_NOUN,,Hammerer,Martillera
SKILL.MACES.MALE_NOUN,,Hammerer,Martillero
SKILL.MACES.TOOLTIP,,Skill with hammers and maces,Diestro con martillos y mazas.
SKILL.SWORDSMANSHIP.FEMALE_NOUN,,Swordswoman,Espadera
SKILL.SWORDSMANSHIP.MALE_NOUN,,Swordsman,Espadero
SKILL.SWORDSMANSHIP.TOOLTIP,,Skill with the sword,Diestro con la espada
SKILL.UNARMED_COMBAT.FEMALE_NOUN,,Brawler,Alborotadora
SKILL.UNARMED_COMBAT.MALE_NOUN,,Brawler,Alborotador
SKILL.UNARMED_COMBAT.TOOLTIP,,Skill in unarmed combat,Diestro en combate sin armas

SKIN.BOAR_HIDE,,Boar,Jabalí
SKIN.DEER_HIDE,,Deer,Ciervo
SKIN.DWARF_HIDE,,Dwarf,Enano
SKIN.ELEPHANT_HIDE,,Elephant,Elefante
SKIN.HORSE_HIDE,,Horse,Caballo

STATUS.ALCOHOL_WITHDRAWL,,Alcohol withdrawl,Síndrome de abstinencia del alcohol
STATUS.BLEEDING,,Bleeding,Sangrando
STATUS.BLINDED,,Blind,Ciego
STATUS.DEATH,,Dead,Muerto
STATUS.DRUNK,,Drunk,Borracho
STATUS.DYING_OF_HUNGER,,Dying of hunger,Muerto de hambre
STATUS.DYING_OF_THIRST,,Dying of thirst,Muerto de sed
STATUS.EXHAUSTED,,Exhausted,Agotado
STATUS.INTERNAL_BLEEDING,,Internal bleeding,Hemorragia interna
STATUS.KNOCKED_UNCONSCIOUS,,Unconscious,Inconsciente
STATUS.LOSS_MAIN_HAND,,Loss of main hand,Mano principal amputada
STATUS.LOSS_OFF_HAND,,Loss of off hand,Mano secundaria amputada
STATUS.MOVEMENT_IMPAIRED,,Impaired movement,Incapacitado
STATUS.ON_FIRE,,On fire,En llamas
STATUS.POISONED,,Poisoned,Envenenado
STATUS.TEMPORARILY_BLINDED,,Temporarily blinded,Cegado temporalmente
STATUS.VERY_HUNGRY,,Very hungry,Muy hambriento
STATUS.VERY_THIRSTY,,Very thirsty,Muy sediento

STOCKPILE.GROUP.FOOD,,Food,Despensa
STOCKPILE.GROUP.FOOD.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,Almacena fruta y vegetales cosechados que pueden caducar.
STOCKPILE.GROUP.FUEL,,Fuel,Combustible
STOCKPILE.GROUP.GRANARY,,Granary,Granero
STOCKPILE.GROUP.GRANARY.TOOLTIP,,Stores grains and seeds which will not expire.,Almacena grano y semillas que no caducan.
STOCKPILE.GROUP.PRODUCTS,,Products,Productos
STOCKPILE.GROUP.RAW_MATERIALS,,Raw materials,Materias primas
STOCKPILE.GROUP.SEEDS,,Seeds,Semillero
STOCKPILE.GROUP.TOOLS,,Tools,Herramientas
STOCKPILE.GROUP.TOOLS.TOOLTIP,,Stores tools required for working on jobs.,Almacena herramientas necesarias para la realización de tareas.
STOCKPILE.GROUP.TREASURE,,Treasure,Tesoro
STOCKPILE.GROUP.WEAPONS,,Weapons,Armas
STOCKPILE.GROUP.WEAPONS.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,Almacena armas y armaduras.

STONE.BASALT.ADJECTIVE,,Basalt,de basalto
STONE.BASALT.NOUN,,Basalt,Basalto
STONE.BASALT.TOOLTIP,,An igneous rock formed by the rapid cooling of lava. Almost all of the volcanic rock in the world is basalt.,Una roca ígnea formada por el enfriamiento rápido de la lava. Casi toda la roca volcánica del mundo es basalto.
STONE.DOLOSTONE.ADJECTIVE,,Dolostone,de dolomía
STONE.DOLOSTONE.NOUN,,Dolostone,Dolomía
STONE.DOLOSTONE.TOOLTIP,,"A sedimentary rock mostly made up of the mineral dolomite, so it is also known as dolomite rock.","Roca sedimentaria compuesta principalmente del mineral dolomita, por lo que también se conoce como roca de dolomita."
STONE.FRONITE.ADJECTIVE,,Frónite,de frónita
STONE.FRONITE.NOUN,,Frónite,Frónita
STONE.FRONITE.TOOLTIP,,A blue-hued rock mostly found on an icy island to the north. It has a high iron content.,Una roca en tonos azules que se encuentra sobre todo en una isla helada del norte. Tiene un alto contenido de hierro.
STONE.GRANITE.ADJECTIVE,,Granite,de granito
STONE.GRANITE.NOUN,,Granite,Granito
STONE.GRANITE.TOOLTIP,,"A common type of igneous rock. It has a large proportion of quartz, making it good for locating certain gemstones.","Un tipo común de roca ígnea. Tiene una gran proporción de cuarzo, lo que lo hace bueno para localizar ciertas piedras preciosas."
STONE.LIMESTONE.ADJECTIVE,,Limestone,de caliza
STONE.LIMESTONE.NOUN,,Limestone,Caliza
STONE.LIMESTONE.TOOLTIP,,A lightly-coloured sedimentary rock which makes for a good building material. It is also used as a flux in the production of {{METAL.STEEL.NOUN}}.,Una roca sedimentaria de color claro que es un buen material de construcción. También se utiliza como flujo en la producción de {{METAL.STEEL.NOUN}}.
STONE.MARBLE.ADJECTIVE,,Marble,de mármol
STONE.MARBLE.NOUN,,Marble,Mármol
STONE.MARBLE.TOOLTIP,,A metamorphic rock which is used as a high-quality material for sculpture and masonry due to its brilliant appearance.,Una roca metamórfica que se utiliza como material de alta calidad para escultura y mampostería debido a su aspecto brillante.
STONE.SANDSTONE.ADJECTIVE,,Sandstone,de arenisca
STONE.SANDSTONE.NOUN,,Sandstone,Arenisca
STONE.SANDSTONE.TOOLTIP,,"A sedimentary rock composed of sand-like fragments. ",Roca sedimentaria compuesta de fragmentos de arena.
STONE.SHALE.ADJECTIVE,,Shale,de esquisto
STONE.SHALE.NOUN,,Shale,Esquisto
STONE.SHALE.TOOLTIP,,A fine-grained sedimentary rock composed of pressurized mud. It can be easily broken into thin layers.,Roca sedimentaria de grano fino compuesta de barro prensado. Se puede romper fácilmente en capas delgadas.
STONE.SLATE.ADJECTIVE,,Slate,de pizarra
STONE.SLATE.NOUN,,Slate,Pizarra
STONE.SLATE.TOOLTIP,,A metamorphic rock that is usually formed out of {{STONE.SHALE.NOUN}}. It is often made into tiles for roofing or writing.,Roca metamórfica que normalmente se forma a partir de {{STONE.SHALE.NOUN}}. A menudo se convierte en azulejos para techar o escribir.

TOOL.AXE.NOUN,,Axe,Hacha
TOOL.AXE.PLURAL,,Axes,Hachas
TOOL.AXE.TOOLTIP,,Used to chop down trees. The primary tool of a {{PROFESSION.WOODCUTTER}}.,Usada talar árboles. La herramienta principal del {{PROFESSION.WOODCUTTER}}.
TOOL.CHISEL.NOUN,,Chisel,Cincel
TOOL.CHISEL.PLURAL,,Chisels,Cinceles
TOOL.CHISEL.TOOLTIP,,Used to sculpt rock into shape. One of the tools used by a {{PROFESSION.STONEMASON}}.,Se utiliza para esculpir la roca. Una de las herramientas utilizadas por el {{PROFESSION.STONEMASON}}.
TOOL.FISHING.ROD.NOUN,,Fishing rod,Caña de pescar
TOOL.FISHING.ROD.PLURAL,,Fishing rods,Cañas de pescar
TOOL.FISHING.ROD.TOOLTIP,,Used to catch fish from a body of water. The primary tool of a {{PROFESSION.FISHER}}.,Se usa para atrapar peces de un cuerpo de agua. La herramienta principal de un {{PROFESSION.FISHER}}.
TOOL.KITCHEN.KNIFE.NOUN,,Kitchen knife,Cuchillo de cocina
TOOL.KITCHEN.KNIFE.PLURAL,,Kitchen knives,Cuchillos de cocina
TOOL.KITCHEN.KNIFE.TOOLTIP,,"Used to prepare food, particularly meat.","Se utiliza para preparar alimentos, especialmente carne."
TOOL.LARGE.HAMMER.NOUN,,Large hammer,Martillo grande
TOOL.LARGE.HAMMER.PLURAL,,Large hammers,Martillos grandes
TOOL.LARGE.HAMMER.TOOLTIP,,Used to bash large items of stone and metal into shape. The primary tool of a {{PROFESSION.BLACKSMITH}}.,Se utiliza para dar forma a objetos grandes de piedra y metal. La herramienta principal de un {{PROFESSION.BLACKSMITH}}.
TOOL.PICKAXE.NOUN,,Pickaxe,Pico
TOOL.PICKAXE.PLURAL,,Pickaxes,Picos
TOOL.PICKAXE.TOOLTIP,,Used to break stone into smaller pieces. The primary tool of a {{PROFESSION.MiNER}}.,Se utiliza para romper la piedra en trozos más pequeños. La herramienta principal del {{profession.miner}}.
TOOL.PLANE.NOUN,A carpenter's plane,Plane,Cepillo de carpintero
TOOL.PLANE.PLURAL,A carpenter's plane,Planes,Cepillos de carpintero
TOOL.PLANE.TOOLTIP,,Used to shave wooden furniture and items into shape. The primary tool of a {{PROFESSION.CARPENTER}}.,Se utiliza para rebajar muebles y artículos de madera para darles forma. La herramienta principal de un {{PROFESSION.CARPENTER}}.
TOOL.ROLLING.PIN.NOUN,,Rolling pin,Rodillo
TOOL.ROLLING.PIN.PLURAL,,Rolling pins,Rodillos
TOOL.ROLLING.PIN.TOOLTIP,,Used to prepare dough. One of the tools used by a {{PROFESSION.CHEF}}.,Se usa para preparar masa. Una de las herramientas utilizadas por un {{PROFESSION.CHEF}}.
TOOL.SAW.NOUN,A carpenter's saw,Saw,Sierra
TOOL.SAW.PLURAL,A carpenter's saw,Saws,Sierras
TOOL.SAW.TOOLTIP,,Used to cut wood into shape. Required for cutting lumber in the {{ROOMS.SAWMILL}}.,Se utiliza para cortar madera. Necesaria para cortar madera en un {{ROOMS.SAWMILL}}.
TOOL.SMALL.HAMMER.NOUN,,Hammer,Martillo
TOOL.SMALL.HAMMER.PLURAL,,Hammers,Martillos
TOOL.SMALL.HAMMER.TOOLTIP,,Used to bash small items of stone and metal into shape. One of the tools used by a {{PROFESSION.BLACKSMITH}}.,Se utiliza para golpear pequeños objetos de piedra y metal y darles forma. Una de las herramientas utilizadas por un {{PROFESSION.BLACKSMITH}}.
TOOL.TONGS.NOUN,A blacksmith's tongs,Tongs,Tenazas
TOOL.TONGS.PLURAL,A blacksmith's tongs,Sets of tongs,Juego de tenazas
TOOL.TONGS.TOOLTIP,,Used to hold extremely hot metal items. Used in the process of smelting metal ore.,Se utiliza para agarrar objetos metálicos extremadamente calientes. Utilizado en el proceso de fundición de los minerales de metal.

TREASURE.COIN.NOUN,,Coin,Moneda
TREASURE.COIN.PLURAL,,Coins,Monedas
TREASURE.COIN.TOOLTIP,,Minted coins used as a form of currency for trading.,Monedas acuñadas usadas como divisa para el comercio
TREASURE.GEM.NOUN,,Gem,Gema
TREASURE.GEM.PLURAL,,Gems,Gemas
TREASURE.GEM.TOOLTIP,,Gems that have been cut and polished to enhance their beauty. Most commonly used as ornamentation.,Gemas que han sido talladas y pulidas para aumentar su belleza. Comúnmente usadas como ornamentación.

TREE.DESCRIPTION,E.g. “Oak tree”,{{materialType.noun}} tree,{{materialType.noun}}

TUTORIAL.COMPLETED.A,,This covers the basics of playing.,Esto cubre los fundamentos básicos del juego.
TUTORIAL.COMPLETED.B,,"You should aim to set up a functioning {{ROOMS.SMITHY}} with a {{FURNITURE.FORGE}} provided with fuel and refined metal ore, to produce metal items.","Deberías intentar establecer una {{ROOMS.SMITHY}} con una {{FURNITURE.FORGE}} provista de combustible y mineral metálico refinado, para producir objetos de metal."
TUTORIAL.COMPLETED.C,,"Also, you should move your settlement underground or at least build a roof overhead to protect your Settlers and iron items from the weather.","También deberías mover tu asentamiento bajo tierra, o al menos construir un tejado para proteger tus Colonos y tus objetos de hierro de las inclemencias del tiempo."
TUTORIAL.COMPLETED.D,,Good luck!,¡Buena suerte!
TUTORIAL.CRAFTING.A,,Rooms with furniture that produce items are controlled using Import and Export Pallets.,Las habitaciones con muebles que producen objetos se controlan utilizando los pallets de Entrada y Salida.
TUTORIAL.CRAFTING.B,,Place at least one Import Pallet and Export Pallet in both the Sawmill and Masonry Workshop.,"Pon, al menos, un Pallet de Entrada y un Pallet de Salida en el Aserradero y el Taller de cantería."
TUTORIAL.CRAFTING.C,,"Also, place a Products Stockpile which will hold the items that are produced.","Coloca también una Reserva de Productos, que almacenará los objetos producidos."
TUTORIAL.CRAFTING_SELECTION.A,,Select each Import and Export Pallet and select the item to be imported or exported from the room.,Selecciona cada Pallet de Entrada y Salida y selecciona los objetos que para traer o retirar de la habitación.
TUTORIAL.CRAFTING_SELECTION.B,,"In the Sawmill, import Logs and export Planks.","En el Aserradero, trae Troncos y retira Tablones."
TUTORIAL.CRAFTING_SELECTION.C,,"In the Masonry Workshop, import Rough stone boulders and export Blocks.","En el Taller de Cantería, trae Peñascos y exporta Bloques"
TUTORIAL.DISMISS_DIALOG.CONFIRM_TEXT,,Dismiss Tutorial,Cerrar el Tutorial
TUTORIAL.DISMISS_DIALOG.DESCRIPTION,,Are you sure you want to end the tutorial?,¿Seguro qué quieres finalizar el turorial?
TUTORIAL.DISMISS_DIALOG.TITLE,,End Tutorial?,¿Finalizar el Tutorial?
TUTORIAL.FARMING.A,,Click on Rooms and select Farm Plot. They are listed alphabetically.,Haz click en Habitaciones y selecciona Huertos. Están ordenados alfabéticamente.
TUTORIAL.FARMING.B,,Drag out 4 separate Farm Plots in a grassy area.,Arrastra y crea 4 Huertos separados en una zona de hierba.
TUTORIAL.FARMING_2.A,,Click on each Farm Plot and select a Crop to be planted.,Haz click en cada Huerto y selecciona un Cultivo para ser plantado.
TUTORIAL.FARMING_2.A.STEAMDECK,,Press R2 on each Farm Plot and select a Crop to be planted.,Presiona R2 en cada Huerto y selecciona un Cultivo para ser plantado.
TUTORIAL.FARMING_2.B,,"Skip Hemp, Barley and Hops for now as these are are used for Textiles and Brewing.","Ignora el Cáñamo, la Cebada y el Lúpulo por ahora ya que estos se utilizan para fabricar Textiles y Cerveza."
TUTORIAL.FEASTING_HALL.A,,Settlers eat in the Feasting Hall.,Los Colonos comen en el Salón de banquetes.
TUTORIAL.FEASTING_HALL.B,,The Cauldron furniture for the Feasting Hall is only completed when a Cauldron containing soup is available.,El Caldero del Salón de banquetes solo se completará cuando hay un Caldero con sopa disponible.
TUTORIAL.FEASTING_HALL.C,,Select Rooms and place a Feasting Hall. Mark a Cauldron to be placed in the Feasting Hall later.,Selecciona Habitaciones y coloca un Salón de banquetes. A continuación coloca un Caldero en el Salón de banquetes.
TUTORIAL.FOOD_COMPLETE.A,,This simple setup will ensure your Settlers have food once the crops are harvested later in the year.,Esta sencilla configuración garantizará que tus Colonos tienen comida una vez que los cultivos hayan sido cosechados.
TUTORIAL.FOOD_COMPLETE.B,,You can also fish from the river or hunt animals once you have set up a military to provide more food.,"También puedes pescar en el río o cazar animales, para proporcionar más comida, una vez que hayas establecido un ejercito."
TUTORIAL.KITCHEN.A,,Crops are harvested in Autumn and should be stored in a Food Stockpile.,Los Cultivos se cosechan en Otoño y deben ser almacenados en Reservas de Comida.
TUTORIAL.KITCHEN.B,,To get the most from your crops it is best to produce soup from vegetables or bake bread from grain.,"Para sacar el máximo provecho a tus cultivos, lo mejor es preparar sopa a partir de vegetales u hornear pan a partir de grano."
TUTORIAL.KITCHEN.C,,"Select Rooms and place a Kitchen. Unlike Farm Plots, most rooms need furniture to function.","Selecciona Habitaciones y coloca una Cocina. A diferencia de los Huertos, la mayoría de las habitaciones necesitan muebles para funcionar."
TUTORIAL.MAIN_VIEW.A,,The controls in the lower-left corner of the screen are the main way of interacting with the game.,Los controles en la esquina inferior izquierda son la forma principal de interactuar con el juego.
TUTORIAL.MAIN_VIEW.B,,"You can assign orders, queue rooms and furniture to be created, and also adjust the priority of tasks.","Puedes asignar ordenes, controlar la cola de habitaciones y muebles a fabricar y también ajustar la prioridad de las diferentes tareas."
TUTORIAL.MAIN_VIEW.C,,You can right-click to go back to a previous menu or clear the current selection.,Puedes hacer click derecho para volver al menú anterior o cancelar la selección actual.
TUTORIAL.MAIN_VIEW.C.STEAMDECK,,You can press L2 to go back to a previous menu or clear the current selection.,Puedes presionar L2 para volver al menú anterior o cancelar la selección actual.
TUTORIAL.MANAGEMENT_BUTTONS.DESCRIPTION,,The icons to the left of the time and date are various management and overview screens.,Los iconos a la izquierda de la hora y la fecha abren varias pantallas de gestión.
TUTORIAL.MANAGEMENT_BUTTONS.RESOURCE_MANAGEMENT,,View the Resources management screen,Abre la Pantalla de gestión de Recursos
TUTORIAL.MANAGEMENT_BUTTONS.SETTLER_MANAGEMENT,,View the Settlers management screen,Abre la Pantalla de gestión de Colonos
TUTORIAL.MINIMAP.DESCRIPTION,,This is the Minimap.,Esto es el Minimapa.
TUTORIAL.MINIMAP.PROGRESS,,Click on the Minimap to jump to a location,Haz click en el Minimapa para saltar a una ubicación
TUTORIAL.MINIMAP.PROGRESS.STEAMDECK,,Press R2 with the cursor on the Minimap to jump to a location,Presiona R2 con el cursor en el Minimapa para saltar a una ubicación
TUTORIAL.NEEDS.A,,"Settlers need Food, Drink and Sleep.","Los Colonos necesitan Comida, Bebida y Dormir"
TUTORIAL.NEEDS.B,,For now they can drink from the river and sleep on the ground.,Por ahora pueden beber del río y dormir en el suelo.
TUTORIAL.NEEDS.C,,However to eat they must grow crops.,Sin embargo para comer necesitan cultivar plantas.
TUTORIAL.PROFESSIONS.A,,"Each Settler can have up to 3 Professions assigned, which determines which jobs they will do.","Cada Colono puede tener hasta 3 Profesiones asignadas, lo que determina que trabajos realizarán."
TUTORIAL.PROFESSIONS.B,,You can select a Settler to view or change their professions. This can also be done from the Settlers Management screen.,Puedes seleccionar un Colono para ver o cambiar sus profesiones. También puedes hacerlo desde la Pantalla de Gestión de Colonos.
TUTORIAL.PROFESSIONS.C,,Assign at least 3 Settlers as Farmers. Be sure to also keep some assigned as Haulers as they're responsible for moving items around.,Asigna al menos a 4 Colonos como Granjeros. Asegúrate de mantener algunos asignados como Transportista ya que son los responsables de mover los objetos de un lado a otro.
TUTORIAL.PROGRESS_DESCRIPTION.FARM_PLOT_SELECTIONS,Used to show a progress indicator for how many farm plots have a crop selected e.g. 2 of 10 farm plots with a crop assigned,{{ROOMS.FARM.PLURAL}} with a crop assigned,{{ROOMS.FARM.PLURAL}} con una cosecha asignada
TUTORIAL.PROGRESS_DESCRIPTION.PROFESSIONS_ASSIGNED,Used to show a progress indicator for how many of a certain profession have been assigned e.g. 2 of 10 farmers assigned,{{professionPlural}} assigned,{{professionPlural}} asignados
TUTORIAL.PROGRESS_DESCRIPTION.TEXT,Used to show a progress indicator in the form: 2 of 10 stone blocks,{{currentQuantity}} of {{requiredQuantity}} {{targetDescription}},{{currentQuantity}} de {{requiredQuantity}} {{targetDescription}}
TUTORIAL.PROGRESS_DESCRIPTION.TILES,Used to show a progress indicator for a certain number of tiles e.g. 2 of 10 farm plot tiles,{{roomName}} tiles,Casillas de {{roomName}}
TUTORIAL.RESOURCES.A,,Many items are crafted out of Wooden Planks and Stone Blocks. It's important to maintain a steady supply of these.,A partir de Tablones de Madera y Bloques de Piedra se fabrican muchos objetos. Es importante mantener un suministro estable.
TUTORIAL.RESOURCES.B,,Select Orders > Mine. Drag a selection over the mountain area to order your Miners to start mining.,Selecciona Ordenes >Minar. Arrastra el cursor para seleccionar un area de la montaña y ordenar a tus Mineros que empiecen a minar.
TUTORIAL.RESOURCES.C,,Also select Orders > Chop. Drag a selection over a forested area to order your Woodcutters to start chopping trees.,Selecciona también Ordenes > Talar. Arrastra el cursor para seleccionar un parche de bosque para ordenar a tus Leñadores que empiecen a talar árboles.
TUTORIAL.RESOURCE_COLLECTION.A,,"With all of this in place, your workshops will start producing Wooden Planks and Stone Blocks.","Con todo esto listo, tus talleres empezarán a producir Tablones de Madera y Bloques de Piedra."
TUTORIAL.RESOURCE_COLLECTION.B,,Continue until you have a reasonable supply of Planks and Blocks.,Continua hasta que tengas un suministro razonable de Tablones y Bloques.
TUTORIAL.SAVING.A,,Progress is saved automatically at midnight or when you exit the game.,Tu progreso se salvará automáticamente a medianoche o cuando salgas de la partida.
