KEY,NOTES,ENGLISH,PORTUGUESE
MENU.CONTINUE_GAME,,Continue,Continuar jogo
MENU.CREDITS,,Credits,
MENU.JOIN_DISCORD,,Join Discord,
MENU.LINK_TWITCH_ACCOUNT,,Link Twitch,
MENU.LOAD_GAME,,Load,
MENU.MODS,,Mods,Mods
MENU.NEW_GAME,,New Game,Iniciar novo jogo
MENU.OPTIONS,,Options,Opções
MENU.QUIT,,Quit,Sair
MENU.SAVE_AND_QUIT,,Save & Quit,
MENU.TOGGLE_FULLSCREEN,,Toggle fullscreen,Alternar ecrã inteiro

METAL.BRONZE.ADJECTIVE,,Bronze,De bronze
METAL.BRONZE.NOUN,,Bronze,Bronze
METAL.BRONZE.TOOLTIP,,Bronze is an alloy of copper and tin. It is harder and much more durable than copper alone. (Alloys have not yet been implemented),Bronze é uma liga de cobre e estanho. É mais difícil e muito mais durável do que o cobre sozinho. (Ligas ainda não foram implementadas no Rei sob a Montanha)
METAL.COPPER.ADJECTIVE,,Copper,De cobre
METAL.COPPER.NOUN,,Copper,Cobre
METAL.COPPER.TOOLTIP,,"As well as occuring naturally as {{ORE.NATIVE_COPPER.NOUN}}, it is also easy to smelt from {{ORE.MALACHITE.NOUN}} ore. Copper has many uses, particularly in coinage, though it is not hard enough to create effective weapons.","Além de ocorrer naturalmente como {{ORE.NATIVE_COPPER.NOUN}}, também é fácil de fundir a partir de {{ORE.MALACHITE.NOUN}} minério. O cobre tem muitos usos, particularmente em cunhagem, embora não seja difícil o suficiente para criar armas eficazes."
METAL.COPPER_PATINA.ADJECTIVE,,Copper,De cobre
METAL.COPPER_PATINA.NOUN,,Copper (Patina),
METAL.COPPER_PATINA.TOOLTIP,,{{METAL.COPPER.TOOLTIP}},{{METAL.COPPER.TOOLTIP}}
METAL.GOLD.ADJECTIVE,,Golden,De ouro
METAL.GOLD.NOUN,,Gold,Ouro
METAL.GOLD.TOOLTIP,,"The king of metals. Although it is not the rarest or most valuable, gold is the most coveted metal by most races – particularly dwarves.","O rei dos metais. Embora não seja o mais raro ou o mais valioso, o ouro é o metal mais cobiçado pela maioria das raças — particularmente os anões."
METAL.IRON.ADJECTIVE,,Iron,De ferro
METAL.IRON.NOUN,,Iron,Ferro
METAL.IRON.TOOLTIP,,It is a poor military which does not have access to iron. Dwarven metalsmiths know the secrets of working this into {{METAL.STEEL.NOUN}}.,É um militar pobre que não tem acesso ao ferro. Metalferreiros anões conhecem os segredos de trabalhar isso em {{METAL.STEEL.NOUN}}.
METAL.PLATINUM.ADJECTIVE,,Platinum,Platina
METAL.PLATINUM.NOUN,,Platinum,Platina
METAL.PLATINUM.TOOLTIP,,A silver-white metal that is highly resistant to corrosion. Platinum is rarer and therefore more valuable than {{METAL.GOLD.NOUN}}.,"Um metal prateado e branco altamente resistente à corrosão. A platina é mais rara e, portanto, mais valiosa do que {{METAL.GOLD.NOUN}}."
METAL.RUSTED_IRON.ADJECTIVE,,Rusted iron,
METAL.RUSTED_IRON.NOUN,,Rust,
METAL.RUSTED_IRON.TOOLTIP,,Iron turns to rust when exposed to rain for a long period. Eventually this will decay completely!,
METAL.SILVER.ADJECTIVE,,Silver,Prata
METAL.SILVER.NOUN,,Silver,Prata
METAL.SILVER.TOOLTIP,,"Like {{METAL.GOLD.NOUN}}, silver is often used for coinage and as solid bars for the trading of wealth. ","Como {{METAL.GOLD.NOUN}}, a prata é frequentemente usada para moedas e como barras sólidas para a negociação de riqueza."
METAL.STEEL.ADJECTIVE,,Steel,De aço
METAL.STEEL.NOUN,,Steel,Aço
METAL.STEEL.TOOLTIP,,"Far stronger than {{METAL.IRON.NOUN}} which makes for superior weapons and tools, only the dwarves know the secret of creating steel.","Muito mais forte do que {{METAL.IRON.NOUN}} o que torna armas e ferramentas superiores, apenas os anões sabem o segredo da criação de aço."
METAL.TIN.ADJECTIVE,,Tin,Lata
METAL.TIN.NOUN,,Tin,Latão
METAL.TIN.TOOLTIP,,Tin can be smelted from {{ORE.CASSITERITE.NOUN}} and alloyed with {{METAL.COPPER.NOUN}} to produce {{METAL.BRONZE.NOUN}}. (Alloys have not yet been implemented),A lata pode ser fundida a partir de {{ORE.CASSITERITE.NOUN}} e ligada a {{METAL.COPPER.NOUN}} para produzir {{METAL.BRONZE.NOUN}}. (Ligas ainda não foram implementadas no Rei sob a Montanha)

MILITARY.FORMATION.COLUMN,,Column - Narrow,
MILITARY.FORMATION.COLUMN_DOUBLE,,Column - Wide,
MILITARY.FORMATION.COLUMN_SINGLE,,Column,
MILITARY.FORMATION.GRID,,Grid - Narrow,
MILITARY.FORMATION.GRID_DOUBLE,,Grid - Wide,
MILITARY.FORMATION.GRID_SINGLE,,Grid,
MILITARY.FORMATION.LINE,,Line - Narrow,
MILITARY.FORMATION.LINE_DOUBLE,,Line - Wide,
MILITARY.FORMATION.LINE_SINGLE,,Line,
MILITARY.SQUAD.DEFAULT_NAME,,Squad,
MILITARY.SQUAD.ORDER_DESCRIPTION.COMBAT,,In Combat,
MILITARY.SQUAD.ORDER_DESCRIPTION.GUARDING,,Guarding,
MILITARY.SQUAD.ORDER_DESCRIPTION.OFF_DUTY,,Off Duty,
MILITARY.SQUAD.ORDER_DESCRIPTION.RETREATING,,Retreating,
MILITARY.SQUAD.ORDER_DESCRIPTION.TRAINING,,Training,
MILITARY.SQUAD.SHIFT.DAYTIME,Used to assign a squad to active duty during the daytime,Day shift,
MILITARY.SQUAD.SHIFT.NIGHTTIME,Used to assign a squad to active duty during the nighttime,Night shift,

MODS.APPLY,,Apply,Aplicar
MODS.BUTTON.BROWSE,,Browse Mods,
MODS.BUTTON.REFRESH,,Refresh,
MODS.COMPATIBILITY.COMPATIBLE,,Yes,Sim
MODS.COMPATIBILITY.INCOMPATIBLE,,No,Não
MODS.COMPATIBILITY.UNKNOWN,,Unknown,Desconhecido
MODS.EMAIL_LOGIN.CHECK_EMAIL,,"Check your email for an authentication code. If you do not receive an email, please check your spam folder.",
MODS.EMAIL_LOGIN.CODE_LABEL,,6 Digit Code:,
MODS.EMAIL_LOGIN.EMAIL,,Enter your email address to receive an authentication code.,
MODS.EMAIL_LOGIN.EMAIL_LABEL,,Email:,
MODS.EMAIL_LOGIN.ERROR,,"An error occurred while communicating to the server. Either the server is down, the email address is invalid, or you are not connected to the internet.",
MODS.EMAIL_LOGIN.INFO,,"To download and update mods, you must connect to the Mod.io platform.",
MODS.EMAIL_LOGIN.REQUEST_CODE,,Request Code,
MODS.EMAIL_LOGIN.SUBMIT_CODE,,Submit,
MODS.INCOMPATIBLE_VERSION_DESCRIPTION,,The mod's game version ({{modGameVersion}}) is incompatible with the current game version ({{gameVersion}}),
MODS.MISSING_HOMEPAGE_URL,,The author(s) of this mod have not included a website to visit,
MODS.MISSING_MODS_DIALOG_TEXT,,This save file was last used while the following mods were active. These mods are now missing or disabled so the save may not load correctly.,"Este arquivo de salvamento foi usado pela última vez enquanto os seguintes mods estavam ativos. Esses mods agora estão ausentes ou desativados, portanto, o salvamento pode não ser carregado corretamente."
MODS.MISSING_MODS_SAVE_EXCEPTION_DIALOG_TEXT,,"The save file could not be loaded because either it is incompatible with this version of the game, or because some mods have been disabled or removed since this save was last loaded. The following mods were expected but are no longer active:","O arquivo de salvamento não pôde ser carregado porque ele é incompatível com esta versão do jogo, ou porque alguns mods foram desativados ou removidos desde que este salvamento foi carregado pela última vez. Os seguintes mods eram esperados, mas não estão mais ativos:"
MODS.SYNC_IN_PROGRESS,,Please wait while the mod list is being updated. This may take a few minutes.,
MODS.TABLE.COMPATIBILITY,,Compatible,
MODS.TABLE.ENABLED,,Enable,
MODS.TABLE.NAME,,Name,
MODS.TABLE.ORDERING,,Re-order,Reordenar
MODS.TABLE.VERSION,,Version,

MUSHROOM.DESCRIPTION,E.g. “Toadstool mushroom”,{{materialType.noun}},{{materialType.noun}}

NEEDS.DRINK,,Drink,Bebida
NEEDS.FOOD,,Food,Comida
NEEDS.SLEEP,,Sleep,Durma

NOTIFICATION.AREA_REVEALED.DESCRIPTION,,Your miners have discovered a new area!,Seus mineiros descobriram uma nova área!
NOTIFICATION.AREA_REVEALED.TITLE,,Exploration,Exploração
NOTIFICATION.DEATH.DESCRIPTION,,"{{character}}, has died due to {{reason}}.","{{character}}, morreu devido a {{reason}}."
NOTIFICATION.DEATH.KILLED_BY_DESCRIPTION,,Killed by {{killer}},
NOTIFICATION.DEATH.SHORT_DESCRIPTION,,Died due to {{reason}},Morreu devido a {{reason}}
NOTIFICATION.DEATH.TITLE,,Settler Death,Morte de colono
NOTIFICATION.FIRE_STARTED.DESCRIPTION,,A fire has broken out in your settlement!,
NOTIFICATION.FIRE_STARTED.TITLE,,Fire!,
NOTIFICATION.FISH_EXHAUSTED.DESCRIPTION,,You have over-fished the river to such an extent that there are no more fish left. You will have to wait until the spawning season next spring for the fish to return.,
NOTIFICATION.FISH_EXHAUSTED.TITLE,,Fish Depopulated,
NOTIFICATION.GAME_OVER.DESCRIPTION,,All things must come to an end. Your settlement lies abandoned.,Todas as coisas devem chegar ao fim. Seu assentamento está abandonado.
NOTIFICATION.GAME_OVER.TITLE,,Game Over,Fim de jogo
NOTIFICATION.IMMIGRANTS_ARRIVED.DESCRIPTION,,The prosperity of your settlement has attracted a number of new immigrants to boost your population.,A prosperidade do seu assentamento atraiu uma série de novos imigrantes para impulsionar a sua população.
NOTIFICATION.IMMIGRANTS_ARRIVED.TITLE,,Immigration,Imigração
NOTIFICATION.INVASION.DESCRIPTION,,A raiding party of orcs has arrived. Prepare yourselves! They will attack after preparing for a while.,
NOTIFICATION.INVASION.TITLE,,You are being invaded!,
NOTIFICATION.MINING_COLLAPSE.DESCRIPTION,,An area has caved in due to a lack of pillars and supports.,Uma área cedeu devido à falta de pilares e suportes.
NOTIFICATION.MINING_COLLAPSE.TITLE,,Mining Collapse,Colapso de mineração
NOTIFICATION.OXIDISATION_DESTRUCTION.DESCRIPTION,,An item or piece of furniture has been destroyed due to prolonged exposure to rain.\nSome materials such as iron and steel should not be left outside for a long period.,
NOTIFICATION.OXIDISATION_DESTRUCTION.TITLE,,Rusted Away,
NOTIFICATION.ROOFING_COLLAPSE.DESCRIPTION,,A roof has collapsed due to a lack of pillars and supports.,
NOTIFICATION.ROOFING_COLLAPSE.TITLE,,Roof Collapsed,
NOTIFICATION.SETTLER_MENTAL_BREAK.DESCRIPTION,,The gruelling hardship has proven to be too much to handle for {{character}}.,As dificuldades exaustivas provaram ser demais para lidar com {{character}}.
NOTIFICATION.SETTLER_MENTAL_BREAK.TITLE,,Mental Break,Intervalo mental
NOTIFICATION.SETTLER_TANTRUM.DESCRIPTION,,{{character}} has become so unhappy that they are throwing a tantrum!,
NOTIFICATION.SETTLER_TANTRUM.TITLE,,Tantrum!,
NOTIFICATION.TRADER_ARRIVED.DESCRIPTION,,They are heading to your Trading Depot to buy and sell goods.,
NOTIFICATION.TRADER_ARRIVED.TITLE,,Traders have arrived!,
NOTIFICATION.TRADER_ARRIVED_NO_DEPOT.DESCRIPTION,,You must construct a Trading Depot to buy and sell goods.,
NOTIFICATION.TRADER_ARRIVED_NO_DEPOT.TITLE,,Traders have arrived!,

ORE.BAUXITE.ADJECTIVE,,Bauxite,Bauxita
ORE.BAUXITE.NOUN,,Bauxite,Bauxita
ORE.BAUXITE.TOOLTIP,,"Bauxite is the primary ore of aluminium. Unfortunately, a means of aluminium production is yet to be discovered.","A bauxita é o minério primário do alumínio. Infelizmente, ainda não foi descoberto um meio de produção de alumínio."
ORE.BITUMINOUS_COAL.ADJECTIVE,,Bituminous coal,Carvão betuminoso
ORE.BITUMINOUS_COAL.NOUN,,Bituminous coal,Hematite
ORE.BITUMINOUS_COAL.TOOLTIP,,This can be converted into {{ORE.COKE.NOUN}} using a {{FURNITURE.COKE_OVEN}}.,Isso pode ser convertido em {{ORE.COKE.NOUN}} usando um {{MOBILITURE.COKE_OVEN}}.
ORE.CASSITERITE.ADJECTIVE,,Cassiterite,Cassiterita
ORE.CASSITERITE.NOUN,,Cassiterite,Cassiterite
ORE.CASSITERITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.TIN.NOUN}}.,Um minério que pode ser fundido para produzir {{METAL.TIN.NOUN}}.
ORE.CHARCOAL.ADJECTIVE,,Charcoal,Carvão
ORE.CHARCOAL.NOUN,,Charcoal,Carvão
ORE.CHARCOAL.TOOLTIP,,{{FUEL.SACK}} produced from wooden {{RESOURCE.LOGS.PLURAL}}.,{{FUEL.SACK}} produzido a partir de madeira {{RESOURCE.LOGS.PLURAL}}.
ORE.CHRYSOCOLLA.ADJECTIVE,,Chrysocolla,Crisócolla
ORE.CHRYSOCOLLA.NOUN,,Chrysocolla,Crisócolla
ORE.CHRYSOCOLLA.TOOLTIP,,"Often confused with turquoise, it is actually an ore of {{METAL.COPPER}}.","Muitas vezes confundido com turquesa, é na verdade um minério de {{METAL.COPPER}}."
ORE.COKE.ADJECTIVE,,Coke,Coca
ORE.COKE.NOUN,,Coke,Coca
ORE.COKE.TOOLTIP,,A refined form of {{ORE.BITUMINOUS_COAL}} which can be used as {{FUEL.SACK}}.,Uma forma refinada de {{ORE.BITUMINOUS_COAL}} que pode ser usada como {{FUEL.SACK}}.
ORE.GALENA.ADJECTIVE,,Galena,Galena
ORE.GALENA.NOUN,,Galena,Galena
ORE.GALENA.TOOLTIP,,An ore that can be smelted to produce {{METAL.SILVER}}.,Um minério que pode ser fundido para produzir {{METAL.SILVER}}.
ORE.HEMATITE.ADJECTIVE,,Hematite,Hematita
ORE.HEMATITE.NOUN,,Hematite,Hematite
ORE.HEMATITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.IRON}}.,Um minério que pode ser fundido para produzir {{METAL.IRON}}.
ORE.ILMENITE.ADJECTIVE,,Ilmenite,Ilmenita
ORE.ILMENITE.NOUN,,Ilmenite,Ilmenita
ORE.ILMENITE.TOOLTIP,,"Ilmenite is the primary ore of titanium. Unfortunately, a means of titanium production is yet to be discovered.","Ilmenite é o minério primário de titânio. Infelizmente, um meio de produção de titânio ainda não foi descoberto."
ORE.MALACHITE.ADJECTIVE,,Malachite,Malaquita
ORE.MALACHITE.NOUN,,Malachite,Malaquite
ORE.MALACHITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.COPPER}}.,Um minério que pode ser fundido para produzir {{METAL.COPPER}}.
ORE.NATIVE_COPPER.ADJECTIVE,,Native copper,Cobre nativo
ORE.NATIVE_COPPER.NOUN,,Native copper,Cobre nativo
ORE.NATIVE_COPPER.TOOLTIP,,Naturally-occuring {{METAL.COPPER}} which must be smelted before use.,{{METAL.COPPER}} de ocorrência natural que deve ser fundida antes de usar.
ORE.NATIVE_GOLD.ADJECTIVE,,Native gold,Ouro nativo
ORE.NATIVE_GOLD.NOUN,,Native gold,Ouro nativo
ORE.NATIVE_GOLD.TOOLTIP,,Naturally-occuring {{METAL.GOLD}} which must be smelted before use.,{{METAL.GOLD}} de ocorrência natural que deve ser fundida antes de usar.
ORE.NATIVE_PLATINUM.ADJECTIVE,,Native platinum,Platina nativa
ORE.NATIVE_PLATINUM.NOUN,,Native platinum,Platina nativa
ORE.NATIVE_PLATINUM.TOOLTIP,,Naturally-occuring {{METAL.PLATINUM}} which must be smelted before use.,{{METAL.PLATINUM}} de ocorrência natural que deve ser fundida antes de usar.
ORE.NATIVE_SILVER.ADJECTIVE,,Native silver,Prata nativa
ORE.NATIVE_SILVER.NOUN,,Native silver,Prata nativa
ORE.NATIVE_SILVER.TOOLTIP,,Naturally-occuring {{METAL.SILVER}} which must be smelted before use.,{{METAL.SILVER}} de ocorrência natural que deve ser fundida antes de usar.
ORE.POLLUCITE.ADJECTIVE,,Pollucite,Poluição
ORE.POLLUCITE.NOUN,,Pollucite,Poluição
ORE.POLLUCITE.TOOLTIP,,"Pollucite is an ore of Caesium, which is currently too dangerous to produce. Particularly crazy dwarven metalsmiths are currently trying to find a reliable method of production.","Polucite é um minério de césio, que atualmente é demasiado perigoso para produzir. Metalferreiros anões particularmente loucos estão atualmente tentando encontrar um método confiável de produção."
ORE.PYRITE.ADJECTIVE,,Fool's gold,Ouro tolo
ORE.PYRITE.NOUN,,Fool's gold,Ouro tolo
ORE.PYRITE.TOOLTIP,,"Also known as Pyrite, its pale-yellow appearance causes some to mistake it for gold. It has several uses when crushed, but care must be taken as it sparks when struck.","Também conhecido como Pirita, sua aparência amarelo-pálido faz com que alguns a confunda com ouro. Ele tem vários usos quando esmagado, mas cuidado deve ser tomado como ele faíscas quando atingido."
ORE.THORIUM.ADJECTIVE,,Thorium,Tório
ORE.THORIUM.NOUN,,Thorium,Tório
ORE.THORIUM.TOOLTIP,,A silvery metallic ore which turns black when exposed to air. It is strangely warm to the touch.,Um minério metálico prateado que fica preto quando exposto ao ar. É estranhamente quente ao toque.
ORE.WOLFRAMITE.ADJECTIVE,,Wolframite,Wolframite
ORE.WOLFRAMITE.NOUN,,Wolframite,Wolframite
ORE.WOLFRAMITE.TOOLTIP,,A metallic ore which complicates the smelting of tin. It has too high a melting point to be smelted with normal processes.,Um minério metálico que complica a fundição de estanho. Tem um ponto de fusão muito alto para ser fundido com processos normais.

OTHER.ASH,,Charred,
OTHER.BRICK.NOUN,,Brick,Tijolo
OTHER.CLAY_SOIL.NOUN,,Clay soil,Solo argiloso
OTHER.GRASS.NOUN,,,Erva

PRIORITY.DISABLED,,Disabled,
PRIORITY.HIGHER,,Higher priority,
PRIORITY.HIGHEST,,Highest priority,
PRIORITY.LOWER,,Lower priority,
PRIORITY.LOWEST,,Lowest priority,
PRIORITY.NORMAL,,Normal priority,

PRIVACY.OPT_IN.ACCEPT_BUTTON,,I Accept,Eu aceito.
PRIVACY.OPT_IN.DATA_POINT.1,,• The version of the game client,
PRIVACY.OPT_IN.DATA_POINT.2,,• Your options settings,
PRIVACY.OPT_IN.DATA_POINT.3,,• The status of the game at the time of the crash,
PRIVACY.OPT_IN.DESCRIPTION,,"Mountaincore is in active development. To help diagnose and fix bugs, please click ""I Accept"" below to send anonymous crash reports automatically. \n\nThis is made up of only the following data:",
PRIVACY.OPT_IN.DO_NOT_ACCEPT_BUTTON,,Disable Reporting,Desativar relatórios

PRODUCT.ANVIL,,Anvil,Bigorna
PRODUCT.ANVIL.PLURAL,,Anvils,
PRODUCT.ANVIL.TOOLTIP,,A large block of metal used to hammer heated metal into shape. Required to construct a {{FURNITURE.FORGE}}.,Um grande bloco de metal usado para martelar metal aquecido em forma. Necessário para construir um {{FURITURE.FORGE}.
PRODUCT.BARREL.HOOPS,,Barrel hoops,Aros de barril
PRODUCT.BARREL.HOOPS.TOOLTIP,,Metal hoops used to construct a {{PRODUCT.BARREL.NOUN}}. Also used in some machinery.,Aros de metal usados para construir um {{PRODUCT.BARREL.NOUN}}. Também usado em algumas máquinas.
PRODUCT.BARREL.NOUN,,Barrel,Barril
PRODUCT.BARREL.PLURAL,,Barrels,Barris
PRODUCT.BARREL.STAVES,,Barrel staves,Pranchas de barril
PRODUCT.BARREL.STAVES.TOOLTIP,,Curved wooden planks used to construct a {{PRODUCT.BARREL.NOUN}}.,Tábuas de madeira curvas usadas para construir um {{PRODUCT.BARREL.NOUN}}.
PRODUCT.BARREL.TOOLTIP,,A cylindrical container for liquids. The curved shape makes it easier to roll around.,Um recipiente cilíndrico para líquidos. A forma curva torna mais fácil rolar.
PRODUCT.BOWL,A bowl for eating from,Bowl,Tijela
PRODUCT.BOWL.DESCRIPTION,E.g. “Bowl of vegetable soup”,Bowl of {{cooking.soup.description}},Tijela de {{cooking.soup.description}}
PRODUCT.BOWL.PLURAL,,Bowls,
PRODUCT.BREAD.DOUGH.NOUN,,Dough,Massa
PRODUCT.BREAD.DOUGH.PLURAL,,Dough,Massa
PRODUCT.BREAD.DOUGH.TOOLTIP,,A mix of ingredients that can be baked into {{PRODUCT.BREAD.LOAF.PLURAL}} using an {{FURNITURE.BAKING_OVEN}}.,Uma mistura de ingredientes que podem ser cozidos em {{PRODUCT.BREAD.LOAF.PLURAL}} usando um {{MOBILITURE.BAKING_OVEN}}.
PRODUCT.BREAD.LOAF.NOUN,Translations incorrect and need fixing,Bread loaf,Pão
PRODUCT.BREAD.LOAF.PLURAL,Translations incorrect and need fixing,Bread loaves,Pão
PRODUCT.BREAD.LOAF.TOOLTIP,,"Prepared bread, ready to eat!","Pão preparado, pronto para comer!"
PRODUCT.BUCKET.NOUN,,Bucket,Balde
PRODUCT.BUCKET.PLURAL,,Buckets,Baldes
PRODUCT.BUCKET.TOOLTIP,,A small container used to move liquids around by hand.,Um pequeno recipiente usado para mover líquidos manualmente.
PRODUCT.CAULDRON,A large metal pot for cooking (common with Halloween),Cauldron,Caldeirão
PRODUCT.CAULDRON.PLURAL,,Cauldrons,
PRODUCT.CAULDRON.TOOLTIP,,"Used by a {{PROFESSION.CHEF}} to prepare soup in a {{ROOMS.KITCHEN}}, where it is then moved to a {{ROOMS.FEASTING_HALL}}.","Usado por um {{PROFISSION.CHEF}} para preparar sopa em um {{ROOMS.KITCHEN}}, onde é então movido para um {{ROOMS.FEASTING_HALL}}."
PRODUCT.CHEST.NOUN,,Chest,
PRODUCT.CHEST.PLURAL,,Chests,
PRODUCT.CHEST.TOOLTIP,,Used to store coins for trading.,
PRODUCT.LEATHER.NOUN,,Leather,
PRODUCT.LEATHER.PLURAL,,Leather,
PRODUCT.LINEN.NOUN,,Linen,
PRODUCT.LINEN.PLURAL,,Linen,
PRODUCT.LINEN.TOOLTIP,,"A roll of fabric, primarily used for bedding.",
PRODUCT.LIQUID.TANK,,Tank,
PRODUCT.LIQUID.TANK.PLURAL,,Tanks,
PRODUCT.LIQUID.TANK.TOOLTIP,,"This is a metal container used to store liquids, which must be crafted at the {{FURNITURE.FORGE}}.",
PRODUCT.MILLSTONE,,Millstone,Mó
PRODUCT.MILLSTONE.PLURAL,,Millstones,
PRODUCT.MILLSTONE.TOOLTIP,,Two large stone discs that are ground together to mill harvested crops. Used to construct a {{FURNITURE.FLOUR_MILL}}.,Dois grandes discos de pedra que são moídos juntos para moer culturas colhidas. Usado para construir um {{MOBILITURE.FLOUR_MILL}}.
PRODUCT.RATION.DOUGH.NOUN,,Ration dough,
PRODUCT.RATION.DOUGH.PLURAL,,Ration dough,
PRODUCT.RATION.DOUGH.TOOLTIP,,A mix of ingredients that can be baked into {{PRODUCT.RATION.LOAF.PLURAL}} using an {{FURNITURE.BAKING_OVEN}}.,
PRODUCT.RATION.NOUN,,Ration,Ração
PRODUCT.RATION.PLURAL,,Rations,Rações
PRODUCT.RATION.TOOLTIP,,"These will last a long time to feed your settlers, but you will need other sources of food as a priority.","Estes vão durar muito tempo para alimentar seus colonos, mas você vai precisar de outras fontes de alimento como prioridade."
PRODUCT.ROPE.NOUN,,Rope,
PRODUCT.ROPE.PLURAL,,Ropes,
PRODUCT.STONE.GEAR.NOUN,,Gear,
PRODUCT.STONE.GEAR.PLURAL,,Gears,
PRODUCT.STONE.GEAR.TOOLTIP,,Used in the construction of mechanisms.,
PRODUCT.STONE.PIPE.NOUN,,Pipe,
PRODUCT.STONE.PIPE.PLURAL,,Pipes,
PRODUCT.STONE.PIPE.TOOLTIP,,Used for liquids to flow between tiles underground.,
PRODUCT.WATERSKIN.NOUN,,Waterskin,
PRODUCT.WATERSKIN.PLURAL,,Waterskins,
PRODUCT.WOODEN.SHAFT.HORIZONTAL.NOUN,,Horizontal shaft,
PRODUCT.WOODEN.SHAFT.HORIZONTAL.PLURAL,,Horizontal shafts,
PRODUCT.WOODEN.SHAFT.HORIZONTAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,
PRODUCT.WOODEN.SHAFT.VERTICAL.NOUN,,Vertical shaft,
PRODUCT.WOODEN.SHAFT.VERTICAL.PLURAL,,Vertical shafts,
PRODUCT.WOODEN.SHAFT.VERTICAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,

PROFESSION.ARTISAN.FEMALE_NOUN,,Artisan,
PROFESSION.ARTISAN.MALE_NOUN,,Artisan,
PROFESSION.ARTISAN.PLURAL,,Artisans,
PROFESSION.ARTISAN.VERB,,Fabricating,
PROFESSION.BAKER.VERB,,Baking,Cozer
PROFESSION.BLACKSMITH.FEMALE_NOUN,,Blacksmith,Ferreira
PROFESSION.BLACKSMITH.MALE_NOUN,,Blacksmith,Ferreiro
PROFESSION.BLACKSMITH.PLURAL,,Blacksmiths,
PROFESSION.BLACKSMITH.TOOLTIP,,Crafts items using metal and also produces metal from ore.,Artesanato itens usando metal e também produz metal a partir de minério.
PROFESSION.BLACKSMITH.VERB,,Forging,Forjar
PROFESSION.BREWER.FEMALE_NOUN,,Brewer,
PROFESSION.BREWER.MALE_NOUN,,Brewer,
PROFESSION.BREWER.PLURAL,,Brewers,
PROFESSION.BREWER.TOOLTIP,,Produces beer in a {{ROOMS.BREWERY}}.,
PROFESSION.BREWER.VERB,,Brewing,
PROFESSION.CARPENTER.FEMALE_NOUN,,Carpenter,Carpinteira
PROFESSION.CARPENTER.MALE_NOUN,,Carpenter,Carpinteiro
PROFESSION.CARPENTER.PLURAL,,Carpenters,
PROFESSION.CARPENTER.TOOLTIP,,Creates wooden furniture and items.,Cria móveis e itens de madeira.
PROFESSION.CARPENTER.VERB,,Crafting,Trabalhar em madeira
PROFESSION.CHEF.FEMALE_NOUN,,Chef,Chef
PROFESSION.CHEF.MALE_NOUN,,Chef,Chef
PROFESSION.CHEF.PLURAL,,Chefs,
PROFESSION.CHEF.TOOLTIP,,Prepares all of the food to be consumed by your settlers.,Prepara toda a comida a ser consumida pelos seus colonos.
PROFESSION.CHEF.VERB,,Cooking,A cozinhar
PROFESSION.DESCRIPTION,,{{skillLevelDescription.adjective}} {{profession.noun}},
PROFESSION.FARMER.FEMALE_NOUN,,Farmer,Agricultora
PROFESSION.FARMER.MALE_NOUN,,Farmer,Agricultor
PROFESSION.FARMER.PLURAL,,Farmers,Agricultores
PROFESSION.FARMER.TOOLTIP,,"Plants, tends and harvests crops.","Plantas, tende e colhe culturas."
PROFESSION.FARMER.VERB,,Farming,Cultivar
PROFESSION.FISHER.FEMALE_NOUN,This could be “fisherman” and “fisherwoman”,Fisher,Pescadora
PROFESSION.FISHER.MALE_NOUN,,Fisher,Pescador
PROFESSION.FISHER.TOOLTIP,,Catches fish from bodies of water for use as food and resources.,Capturas de peixes de massas de água para uso como alimento e recursos.
PROFESSION.FISHER.VERB,,Fishing,Pescar
PROFESSION.HUNTER.FEMALE_NOUN,This could be “huntsman” and “huntress”,Hunter,Caçadora
PROFESSION.HUNTER.MALE_NOUN,,Hunter,Caçador
PROFESSION.HUNTER.TOOLTIP,,Tracks and kills wild animals for their meat and pelts.,Rastreia e mata animais selvagens por sua carne e peles.
PROFESSION.HUNTER.VERB,,Hunting,Caçar
PROFESSION.LEATHERWORKER.FEMALE_NOUN,,Leatherworker,
PROFESSION.LEATHERWORKER.MALE_NOUN,,Leatherworker,
PROFESSION.LEATHERWORKER.PLURAL,,Leatherworkers,
PROFESSION.LEATHERWORKER.TOOLTIP,,Treats the hides of creatures to produce leather goods.,
PROFESSION.LEATHERWORKER.VERB,,Leatherworking,
PROFESSION.MAYOR.FEMALE_NOUN,"In English at least, “mayoress” is incorrect",Mayor,Presidente da Câmara
PROFESSION.MAYOR.MALE_NOUN,,Mayor,Presidente da Câmara
PROFESSION.MAYOR.VERB,,Governing,Governar
PROFESSION.MERCHANT.FEMALE_NOUN,,Merchant,Comerciante
PROFESSION.MERCHANT.MALE_NOUN,,Merchant,Comerciante
PROFESSION.MERCHANT.VERB,,Trading,Comercializar
PROFESSION.MILLER.VERB,"Not a fully implemented profession, just used to describe “Milling flour”",Milling,Fresagem
PROFESSION.MINER.FEMALE_NOUN,,Miner,Mineira
PROFESSION.MINER.MALE_NOUN,,Miner,Mineiro
