KEY,NOTES,ENGLISH,GERMAN
SEED.BERSERKER_MUSHROOM_SPAWN,,Berserker,Berserker
SEED.BERSERKER_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP}},A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,"Ein Pilz mit einer rosa-roten Kappe mit weißen Flecken. Es hat halluzinogene Eigenschaften, die Krieger manchmal in Vorbereitung auf den Kampf verwenden."
SEED.CARROT_SEED,,Carrot,Karotten
SEED.CARROT_SEED.TOOLTIP,{{VEGETABLE.CARROT.TOOLTIP}},"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Ein hartes Wurzelgemüse, das den {{SEASON.WINTER}} Frost überlebt. Karotten wachsen schnell, produzieren aber nur eine kleine Ernte. Kann in {{SEASON.SPRING}}, {{SEASON.SUMMER}} oder {{SEASON.AUTUMN}} gepflanzt werden."
SEED.CORN_SEED,,Corn,Mais
SEED.CORN_SEED.TOOLTIP,{{VEGETABLE.CORN.TOOLTIP}},"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","Ein Getreidekorn auch als Mais bekannt. Es produziert eine reiche Ernte, dauert aber etwa 2 Jahreszeiten, um zu wachsen und kann {{SEASON.WINTER}} nicht überleben, daher erfordert es die Pflanzung Anfang {{SEASON.SPRING}}."
SEED.DEATH_CAP_SPAWN,,Death cap,Todeskappe
SEED.DEATH_CAP_SPAWN.TOOLTIP,{{VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP}},"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.","Ein sehr giftiger Pilz mit einer breiten, flachen Kappe. Selbst eine winzige Menge zu essen, wird fast sicher Vergiftungen verursachen, die zum Tod führen können."
SEED.ELFSBANE_SPAWN,,Elfsbane,Elfsbane
SEED.ELFSBANE_SPAWN.TOOLTIP,{{VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP}},"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Dieser Pilz hat einen einfachen, geschmacklosen Geschmack für die meisten Humanoiden. Seltsamerweise schmeckt es absolut ekelhaft für Elfen, die oft mit explosivem Erbrechen beim Verzehr oder in extremen Fällen einen Herzinfarkt reagieren."
SEED.FIST_SPAWN,,Fist,Faust
SEED.FIST_SPAWN.TOOLTIP,{{VEGETABLE.FIST_MUSHROOM.TOOLTIP}},A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Ein schwarz-blauer Pilz mit einem metallischen Geschmack. Es ist nach einer Gruppe von Barden aus dem Zeitalter der Dunkelheit benannt.
SEED.GLOW_SPAWN,,Glow,Glühen
SEED.GLOW_SPAWN.TOOLTIP,{{VEGETABLE.GLOW_MUSHROOM.TOOLTIP}},A magic-infused mushroom that gives off light and changes colour with the seasons.,"Ein magisch infundiertes Pilz, das Licht abgibt und die Farbe mit den Jahreszeiten ändert."
SEED.HEMP_SEED,,Hemp,Hanf
SEED.HEMP_SEED.TOOLTIP,,Used to produce rope and fabric after it hsa been processed.,Wird zur Herstellung von Seilen und Stoffen nach der Verarbeitung verwendet.
SEED.HOPS_SEED,,Hops,Hopfen
SEED.HOPS_SEED.TOOLTIP,{{VEGETABLE.HOPS.TOOLTIP}},A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,"Eine Blume, die für das Aroma von Bier verwendet wird. Muss in {{SEASON.SPRING}} gepflanzt werden."
SEED.MILTONIA_SPAWN,,Miltonia,Miltonia
SEED.MILTONIA_SPAWN.TOOLTIP,{{VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP}},"Once thought to exist only in the Hudds region, it is now found throughout the world.","Einst gedacht, nur in der Huddds-Region zu existieren, ist es jetzt in der ganzen Welt zu finden."
SEED.POTATO_SEED,,Potato,Kartoffel
SEED.POTATO_SEED.TOOLTIP,{{VEGETABLE.POTATO.TOOLTIP}},"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Ein stärkehaltiges Wurzelgemüse, das {{SEASON.WINTER}} überleben kann, was es zu einer guten Wahl für die meisten Siedlungen macht. Kann in {{SEASON.SPRING}}, {{SEASON.SUMMER}} oder {{SEASON.AUTUMN}} gepflanzt werden."
SEED.PURPLE_HELMET_SPAWN,,Purple helmet,Violett Helm
SEED.PURPLE_HELMET_SPAWN.TOOLTIP,{{VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP}},"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Fat Hat, Plump Turban, Puffy Helm; Dieser sagenumwobene Pilz geht unter vielen Namen. Die Legende besagt, dass vor langer Zeit viele Zwerggemeinschaften vollständig von einem domestizierten Stamm dieses Pilzes beharrten."
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN,,Rociomycota,Rociomykota
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP}},A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,"Ein weißer und schwarzer gefleckter Pilz. Es ist bekannt, das Aussehen derer zu beeinflussen, die es nehmen."
SEED.SUNGLOW_SPAWN,,Sunglow,Sunglow
SEED.SUNGLOW_SPAWN.TOOLTIP,{{VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP}},A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,"Ein leuchtend gelber Pilz, der mit dem Auftreten von Sonnenlicht leuchtet. Es verliert dieses Glühen, sobald es geerntet wird."
SEED.SYRUP_POWDER_SPAWN,,Syrup powder,Siruppulver
SEED.SYRUP_POWDER_SPAWN.TOOLTIP,{{VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP}},"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","Ein runder orange/gelber Pilz mit weißer Unterseite. Es soll vor langer Zeit von Magiern benutzt worden sein, aber zu welchem Zweck weiß niemand."
SEED.TOMATO_SEED,,Tomato,Tomaten
SEED.TOMATO_SEED.TOOLTIP,{{VEGETABLE.TOMATO.TOOLTIP}},A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,"Eine Pflanze, die große rote Beeren anbaut, die oft als Gemüse verwendet werden. Kann nur in {{SEASON.SPRING}} gepflanzt werden."
SEED.WHEAT_SEED,,Wheat,Weizen
SEED.WHEAT_SEED.TOOLTIP,{{VEGETABLE.WHEAT.TOOLTIP}},"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.","Ein Getreidekorn, das in der Regel für die Herstellung von Brot verwendet wird. Es kann {{SEASON.WINTER}} überleben, dauert aber eine Weile, um zu wachsen, also wird es entweder in {{SEASON.SPRING}} oder {{SEASON.AUTUMN}} gepflanzt."

SHRUB.DESCRIPTION,Shrub or bush should do,Bush,Büsche

SKILL.ARCHERY.FEMALE_NOUN,,Archer,Bogenschützin
SKILL.ARCHERY.MALE_NOUN,,Archer,Bogenschütze
SKILL.ARCHERY.TOOLTIP,,Skill with the bow,Geschick im Umgang mit dem Bogen
SKILL.AXES.FEMALE_NOUN,,Axewoman,Axtkämpferin
SKILL.AXES.MALE_NOUN,,Axeman,Axtkämpfer
SKILL.AXES.TOOLTIP,,Skill with axes,Geschick im Umgang mit Äxten
SKILL.CROSSBOWS.FEMALE_NOUN,,Arbalist,Armbrustschützin
SKILL.CROSSBOWS.MALE_NOUN,,Arbalist,Armbrustschütze
SKILL.CROSSBOWS.TOOLTIP,,Skill with the crossbow,Geschick mit der Armbrust
SKILL.MACES.FEMALE_NOUN,,Hammerer,Streitkolbenkämpferin
SKILL.MACES.MALE_NOUN,,Hammerer,Streitkolbenkämpfer
SKILL.MACES.TOOLTIP,,Skill with hammers and maces,Geschick im Umgang mit Hämmern und Streitkolben
SKILL.SWORDSMANSHIP.FEMALE_NOUN,,Swordswoman,Schwertkämpferin
SKILL.SWORDSMANSHIP.MALE_NOUN,,Swordsman,Schwertkämpfer
SKILL.SWORDSMANSHIP.TOOLTIP,,Skill with the sword,Geschick im Umgang mit dem Schwert
SKILL.UNARMED_COMBAT.FEMALE_NOUN,,Brawler,Faustkämpferin
SKILL.UNARMED_COMBAT.MALE_NOUN,,Brawler,Faustkämpfer
SKILL.UNARMED_COMBAT.TOOLTIP,,Skill in unarmed combat,Geschick im unbewaffneten Kampf

SKIN.BOAR_HIDE,,Boar,Wildschwein
SKIN.DEER_HIDE,,Deer,Rotwild
SKIN.DWARF_HIDE,,Dwarf,Zwerg
SKIN.ELEPHANT_HIDE,,Elephant,Elefant
SKIN.HORSE_HIDE,,Horse,Pferd

STATUS.ALCOHOL_WITHDRAWL,,Alcohol withdrawl,Alkohol-Entzug
STATUS.BLEEDING,,Bleeding,Blutet
STATUS.BLINDED,,Blind,Blind
STATUS.DEATH,,Dead,total
STATUS.DRUNK,,Drunk,Betrunken
STATUS.DYING_OF_HUNGER,,Dying of hunger,Verhungert
STATUS.DYING_OF_THIRST,,Dying of thirst,Verdurstet
STATUS.EXHAUSTED,,Exhausted,Erschöpft
STATUS.INTERNAL_BLEEDING,,Internal bleeding,Interne Blutungen
STATUS.KNOCKED_UNCONSCIOUS,,Unconscious,Bewusstlos
STATUS.LOSS_MAIN_HAND,,Loss of main hand,Verlust der Haupthand
STATUS.LOSS_OFF_HAND,,Loss of off hand,Verlust der Nebenhand
STATUS.MOVEMENT_IMPAIRED,,Impaired movement,Bewegungseinschränkung
STATUS.ON_FIRE,,On fire,Brennt
STATUS.POISONED,,Poisoned,Vergiftet
STATUS.TEMPORARILY_BLINDED,,Temporarily blinded,Vorübergehend geblendet
STATUS.VERY_HUNGRY,,Very hungry,Sehr hungrig
STATUS.VERY_THIRSTY,,Very thirsty,Sehr durstig

STOCKPILE.GROUP.FOOD,,Food,Nahrung
STOCKPILE.GROUP.FOOD.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,"Lagert geerntetes Obst und Gemüse, das verfallen kann."
STOCKPILE.GROUP.FUEL,,Fuel,Brennstoffe
STOCKPILE.GROUP.GRANARY,,Granary,Getreidespeicher
STOCKPILE.GROUP.GRANARY.TOOLTIP,,Stores grains and seeds which will not expire.,"Speichert Getreide und Samen, die nicht verfallen."
STOCKPILE.GROUP.PRODUCTS,,Products,Produkte
STOCKPILE.GROUP.RAW_MATERIALS,,Raw materials,Rohmaterial
STOCKPILE.GROUP.SEEDS,,Seeds,Samen
STOCKPILE.GROUP.TOOLS,,Tools,Werkzeuglager
STOCKPILE.GROUP.TOOLS.TOOLTIP,,Stores tools required for working on jobs.,"Speichert Werkzeuge, die für die Arbeit an Jobs erforderlich sind."
STOCKPILE.GROUP.TREASURE,,Treasure,Schatz
STOCKPILE.GROUP.WEAPONS,,Weapons,"Waffen, die nicht zur Verfügung stehen, werden rot angezeigt."
STOCKPILE.GROUP.WEAPONS.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,"Lagert geerntetes Obst und Gemüse, das verfallen kann."

STONE.BASALT.ADJECTIVE,,Basalt,Basalt
STONE.BASALT.NOUN,,Basalt,Basalt
STONE.BASALT.TOOLTIP,,An igneous rock formed by the rapid cooling of lava. Almost all of the volcanic rock in the world is basalt.,"Ein Erdgussgestein, das durch die schnelle Abkühlung von Lava gebildet wird. Fast der gesamte Vulkangestein der Welt ist Basalt."
STONE.DOLOSTONE.ADJECTIVE,,Dolostone,Dolomit
STONE.DOLOSTONE.NOUN,,Dolostone,Dolomit
STONE.DOLOSTONE.TOOLTIP,,"A sedimentary rock mostly made up of the mineral dolomite, so it is also known as dolomite rock.","Ein Sedimentgestein, das hauptsächlich aus dem mineralischen Dolomit besteht, so dass es auch als Dolomitgestein bekannt ist."
STONE.FRONITE.ADJECTIVE,,Frónite,Fronit
STONE.FRONITE.NOUN,,Frónite,Fronit
STONE.FRONITE.TOOLTIP,,A blue-hued rock mostly found on an icy island to the north. It has a high iron content.,"Ein blau-gefärbter Felsen, der vor allem auf einer eisigen Insel im Norden gefunden wird. Es hat einen hohen Eisengehalt."
STONE.GRANITE.ADJECTIVE,,Granite,Granit
STONE.GRANITE.NOUN,,Granite,Granit
STONE.GRANITE.TOOLTIP,,"A common type of igneous rock. It has a large proportion of quartz, making it good for locating certain gemstones.","Eine häufige Art von Erdgussgestein. Es hat einen großen Anteil an Quarz, so dass es gut für die Ortung bestimmter Edelsteine."
STONE.LIMESTONE.ADJECTIVE,,Limestone,Kalkstein
STONE.LIMESTONE.NOUN,,Limestone,Kalkstein
STONE.LIMESTONE.TOOLTIP,,A lightly-coloured sedimentary rock which makes for a good building material. It is also used as a flux in the production of {{METAL.STEEL.NOUN}}.,"Ein leicht gefärbtes Sedimentgestein, das für einen guten Baustoff sorgt. Es wird auch als Flussmittel bei der Herstellung von Stahl verwendet."
STONE.MARBLE.ADJECTIVE,,Marble,Marmor
STONE.MARBLE.NOUN,,Marble,Marmor
STONE.MARBLE.TOOLTIP,,A metamorphic rock which is used as a high-quality material for sculpture and masonry due to its brilliant appearance.,"Ein metamorphes Gestein, das aufgrund seiner brillanten Optik als hochwertiges Material für Skulptur und Mauerwerk verwendet wird."
STONE.SANDSTONE.ADJECTIVE,,Sandstone,Sandstein
STONE.SANDSTONE.NOUN,,Sandstone,Sandstein
STONE.SANDSTONE.TOOLTIP,,"A sedimentary rock composed of sand-like fragments. ","Ein Sedimentgestein, bestehend aus sandartigen Fragmenten."
STONE.SHALE.ADJECTIVE,,Shale,Tonstein
STONE.SHALE.NOUN,,Shale,Tonstein
STONE.SHALE.TOOLTIP,,A fine-grained sedimentary rock composed of pressurized mud. It can be easily broken into thin layers.,"Ein feinkörniges Sedimentgestein, das aus Druckschlamm besteht. Es kann leicht in dünne Schichten gebrochen werden."
STONE.SLATE.ADJECTIVE,,Slate,Schiefer
STONE.SLATE.NOUN,,Slate,Schiefer
STONE.SLATE.TOOLTIP,,A metamorphic rock that is usually formed out of {{STONE.SHALE.NOUN}}. It is often made into tiles for roofing or writing.,"Ein metamorphes Gestein, das normalerweise aus Tonstein gebildet wird. Es wird oft zu Dachziegeln oder zum Schreiben gemacht."

TOOL.AXE.NOUN,,Axe,Axt
TOOL.AXE.PLURAL,,Axes,Äxte
TOOL.AXE.TOOLTIP,,Used to chop down trees. The primary tool of a {{PROFESSION.WOODCUTTER}}.,Hackte Bäume ab. Das primäre Werkzeug eines Holzfällers.
TOOL.CHISEL.NOUN,,Chisel,Meißel
TOOL.CHISEL.PLURAL,,Chisels,Meißel
TOOL.CHISEL.TOOLTIP,,Used to sculpt rock into shape. One of the tools used by a {{PROFESSION.STONEMASON}}.,"Wird verwendet, um Gestein in Form zu formen. Eines der Werkzeuge, die von einem Steinmetz verwendet werden."
TOOL.FISHING.ROD.NOUN,,Fishing rod,Angelrute
TOOL.FISHING.ROD.PLURAL,,Fishing rods,Angelruten
TOOL.FISHING.ROD.TOOLTIP,,Used to catch fish from a body of water. The primary tool of a {{PROFESSION.FISHER}}.,"Wird verwendet, um Fische aus einem Gewässer zu fangen. Das primäre Werkzeug eines Angler."
TOOL.KITCHEN.KNIFE.NOUN,,Kitchen knife,Küchenmesser
TOOL.KITCHEN.KNIFE.PLURAL,,Kitchen knives,Küchenmesser
TOOL.KITCHEN.KNIFE.TOOLTIP,,"Used to prepare food, particularly meat.","Wird verwendet, um Lebensmittel zuzubereiten, insbesondere Fleisch."
TOOL.LARGE.HAMMER.NOUN,,Large hammer,Vorschlaghammer
TOOL.LARGE.HAMMER.PLURAL,,Large hammers,Vorschlaghammer
TOOL.LARGE.HAMMER.TOOLTIP,,Used to bash large items of stone and metal into shape. The primary tool of a {{PROFESSION.BLACKSMITH}}.,"Wird verwendet, um große Gegenstände aus Stein und Metall in Form zu bringen. Das primäre Werkzeug eines Schmieds."
TOOL.PICKAXE.NOUN,,Pickaxe,Spitzhacke
TOOL.PICKAXE.PLURAL,,Pickaxes,Spitzhacken
TOOL.PICKAXE.TOOLTIP,,Used to break stone into smaller pieces. The primary tool of a {{PROFESSION.MiNER}}.,"Wird verwendet, um Stein in kleinere Stücke zu brechen. Das primäre Werkzeug eines Bergarbeiters."
TOOL.PLANE.NOUN,A carpenter's plane,Plane,Hobel
TOOL.PLANE.PLURAL,A carpenter's plane,Planes,Hobel
TOOL.PLANE.TOOLTIP,,Used to shave wooden furniture and items into shape. The primary tool of a {{PROFESSION.CARPENTER}}.,"Wird verwendet, um Holzmöbel und Gegenstände in Form zu rasieren. Das primäre Werkzeug eines Tischlers."
TOOL.ROLLING.PIN.NOUN,,Rolling pin,Nudelholz
TOOL.ROLLING.PIN.PLURAL,,Rolling pins,Nudelhölzer
TOOL.ROLLING.PIN.TOOLTIP,,Used to prepare dough. One of the tools used by a {{PROFESSION.CHEF}}.,"Wird verwendet, um Teig vorzubereiten. Eines der Werkzeuge, die von einem Kochs verwendet werden."
TOOL.SAW.NOUN,A carpenter's saw,Saw,Säge
TOOL.SAW.PLURAL,A carpenter's saw,Saws,Sägen
TOOL.SAW.TOOLTIP,,Used to cut wood into shape. Required for cutting lumber in the {{ROOMS.SAWMILL}}.,"Wird verwendet, um Holz in Form zu schneiden. Erforderlich für das Schneiden von Holz im Sägemühle."
TOOL.SMALL.HAMMER.NOUN,,Hammer,Hammer
TOOL.SMALL.HAMMER.PLURAL,,Hammers,Hämmer
TOOL.SMALL.HAMMER.TOOLTIP,,Used to bash small items of stone and metal into shape. One of the tools used by a {{PROFESSION.BLACKSMITH}}.,"Wird verwendet, um kleine Gegenstände aus Stein und Metall in Form zu bringen. Eines der Werkzeuge, die von einem Schmied verwendet werden."
TOOL.TONGS.NOUN,A blacksmith's tongs,Tongs,Zange
TOOL.TONGS.PLURAL,A blacksmith's tongs,Sets of tongs,Zangen
TOOL.TONGS.TOOLTIP,,Used to hold extremely hot metal items. Used in the process of smelting metal ore.,"Wird verwendet, um extrem heiße Metallteile zu halten. Wird beim Schmelzen von Metallerz verwendet."

TREASURE.COIN.NOUN,,Coin,Münze
TREASURE.COIN.PLURAL,,Coins,Münzen
TREASURE.COIN.TOOLTIP,,Minted coins used as a form of currency for trading.,"Geprägte Münzen, die als Zahlungsmittel im Handel verwendet werden."
TREASURE.GEM.NOUN,,Gem,Edelstein
TREASURE.GEM.PLURAL,,Gems,Edelsteine
TREASURE.GEM.TOOLTIP,,Gems that have been cut and polished to enhance their beauty. Most commonly used as ornamentation.,"Edelsteine, die geschliffen und poliert wurden, um ihre Schönheit zu unterstreichen. Am häufigsten werden sie zur Verzierung verwendet."

TREE.DESCRIPTION,E.g. “Oak tree”,{{materialType.noun}} tree,{{materialType}}

TUTORIAL.COMPLETED.A,,This covers the basics of playing.,Hier werden die Grundlagen des Spielens vermittelt.
TUTORIAL.COMPLETED.B,,"You should aim to set up a functioning {{ROOMS.SMITHY}} with a {{FURNITURE.FORGE}} provided with fuel and refined metal ore, to produce metal items.","Ziel ist es, eine funktionierende Schmiede einzurichten, die mit Brennstoff und veredeltem Metallerz versorgt werden, um Metallgegenstände herzustellen."
TUTORIAL.COMPLETED.C,,"Also, you should move your settlement underground or at least build a roof overhead to protect your Settlers and iron items from the weather.","Außerdem solltest du deine Siedlung unter die Erde verlegen oder zumindest ein Dach darüber bauen, um deine Siedler und Eisengegenstände vor dem Wetter zu schützen."
TUTORIAL.COMPLETED.D,,Good luck!,Viel Glück!
TUTORIAL.CRAFTING.A,,Rooms with furniture that produce items are controlled using Import and Export Pallets.,"Räume mit Möbeln, die Gegenstände produzieren, werden mit Import- und Exportpaletten gesteuert."
TUTORIAL.CRAFTING.B,,Place at least one Import Pallet and Export Pallet in both the Sawmill and Masonry Workshop.,Lege mindestens eine Import- und eine Exportpalette in das Sägewerk und die Steinmetzwerkstatt.
TUTORIAL.CRAFTING.C,,"Also, place a Products Stockpile which will hold the items that are produced.","Lege außerdem ein Produktlager an, in dem die produzierten Gegenstände gelagert werden."
TUTORIAL.CRAFTING_SELECTION.A,,Select each Import and Export Pallet and select the item to be imported or exported from the room.,"Wähle jede Import- und Exportpalette und entscheide dich für den Artikel, der aus dem Raum importiert oder exportiert werden soll."
TUTORIAL.CRAFTING_SELECTION.B,,"In the Sawmill, import Logs and export Planks.",Im Sägewerk importiere Holzstämme und exportiere Bretter.
TUTORIAL.CRAFTING_SELECTION.C,,"In the Masonry Workshop, import Rough stone boulders and export Blocks.",Importiere in der Steinmetzwerkstatt grobe Steinblöcke und exportiere Blöcke.
TUTORIAL.DISMISS_DIALOG.CONFIRM_TEXT,,Dismiss Tutorial,Tutorial verwerfen
TUTORIAL.DISMISS_DIALOG.DESCRIPTION,,Are you sure you want to end the tutorial?,"Sind Sie sicher, dass Sie das Tutorial beenden wollen?"
TUTORIAL.DISMISS_DIALOG.TITLE,,End Tutorial?,Tutorial beenden?
TUTORIAL.FARMING.A,,Click on Rooms and select Farm Plot. They are listed alphabetically.,Klicke auf Räume und wähle Farmgrundstück. Sie sind alphabetisch geordnet.
TUTORIAL.FARMING.B,,Drag out 4 separate Farm Plots in a grassy area.,Ziehe 4 separate Farmflächen auf einer Wiese aus.
TUTORIAL.FARMING_2.A,,Click on each Farm Plot and select a Crop to be planted.,Klicke auf jede Farmfläche und wähle eine anzubauende Pflanze aus.
TUTORIAL.FARMING_2.A.STEAMDECK,,Press R2 on each Farm Plot and select a Crop to be planted.,"Drücke R2 auf jeder Farmfläche und wähle eine Pflanze aus, die angebaut werden soll."
TUTORIAL.FARMING_2.B,,"Skip Hemp, Barley and Hops for now as these are are used for Textiles and Brewing.","Lass Hanf, Gerste und Hopfen vorerst weg, da sie nur für Textilien und zum Brauen verwendet werden."
TUTORIAL.FEASTING_HALL.A,,Settlers eat in the Feasting Hall.,Die Siedler essen im Speisesaal.
TUTORIAL.FEASTING_HALL.B,,The Cauldron furniture for the Feasting Hall is only completed when a Cauldron containing soup is available.,"Der Kessel für den Speisesaal wird nur fertiggestellt, wenn ein Kessel mit Suppe vorhanden ist."
TUTORIAL.FEASTING_HALL.C,,Select Rooms and place a Feasting Hall. Mark a Cauldron to be placed in the Feasting Hall later.,"Wähle Räume und platziere einen Festsaal. Markiere einen Kessel, der später in den Festsaal gestellt wird."
TUTORIAL.FOOD_COMPLETE.A,,This simple setup will ensure your Settlers have food once the crops are harvested later in the year.,"Auf diese Weise kann sichergestellt werden, dass deine Siedler Nahrung haben, wenn die Ernte später im Jahr eingebracht wird."
TUTORIAL.FOOD_COMPLETE.B,,You can also fish from the river or hunt animals once you have set up a military to provide more food.,"Du kannst auch aus dem Fluss fischen oder Tiere jagen, sobald du ein Militär aufgebaut hast, um mehr Nahrung zu bekommen."
TUTORIAL.KITCHEN.A,,Crops are harvested in Autumn and should be stored in a Food Stockpile.,Die Ernte wird im Herbst eingebracht und sollte in einem Lebensmittelvorrat gelagert werden.
TUTORIAL.KITCHEN.B,,To get the most from your crops it is best to produce soup from vegetables or bake bread from grain.,"Um das Beste aus der Ernte herauszuholen, ist es am besten, Suppe aus Gemüse zu kochen oder Brot aus Getreide zu backen."
TUTORIAL.KITCHEN.C,,"Select Rooms and place a Kitchen. Unlike Farm Plots, most rooms need furniture to function.","Wähle Räume aus und platziere eine Küche. Im Gegensatz zu den Farmflächen brauchen die meisten Räume Möbel, um zu funktionieren."
TUTORIAL.MAIN_VIEW.A,,The controls in the lower-left corner of the screen are the main way of interacting with the game.,"Die Steuerelemente in der unteren linken Ecke des Bildschirms sind die wichtigste Möglichkeit, mit dem Spiel zu interagieren."
TUTORIAL.MAIN_VIEW.B,,"You can assign orders, queue rooms and furniture to be created, and also adjust the priority of tasks.","Du kannst Aufträge zuweisen, Räume und Möbel in eine Warteschlange stellen und auch die Priorität der Aufgaben anpassen."
TUTORIAL.MAIN_VIEW.C,,You can right-click to go back to a previous menu or clear the current selection.,Mit der rechten Maustaste kannst du zu einem vorherigen Menü zurückkehren oder die aktuelle Auswahl löschen.
TUTORIAL.MAIN_VIEW.C.STEAMDECK,,You can press L2 to go back to a previous menu or clear the current selection.,Mit L2 kannst du zu einem vorherigen Menü zurückkehren oder die aktuelle Auswahl löschen.
TUTORIAL.MANAGEMENT_BUTTONS.DESCRIPTION,,The icons to the left of the time and date are various management and overview screens.,Die Symbole links von Uhrzeit und Datum sind verschiedene Verwaltungs- und Übersichtsbildschirme.
TUTORIAL.MANAGEMENT_BUTTONS.RESOURCE_MANAGEMENT,,View the Resources management screen,Zeige das Fenster Ressourcenverwaltung an
TUTORIAL.MANAGEMENT_BUTTONS.SETTLER_MANAGEMENT,,View the Settlers management screen,Zeige das Fenster zur Verwaltung der Siedler an
TUTORIAL.MINIMAP.DESCRIPTION,,This is the Minimap.,Das ist die Minikarte.
TUTORIAL.MINIMAP.PROGRESS,,Click on the Minimap to jump to a location,"Klicke auf die Minikarte, um zu einem Ort zu springen"
TUTORIAL.MINIMAP.PROGRESS.STEAMDECK,,Press R2 with the cursor on the Minimap to jump to a location,"Drücke R2 mit dem Cursor auf der Minikarte, um zu einem Ort zu springen"
TUTORIAL.NEEDS.A,,"Settlers need Food, Drink and Sleep.","Siedler brauchen Essen, Trinken und Schlaf."
TUTORIAL.NEEDS.B,,For now they can drink from the river and sleep on the ground.,Im Moment können sie aus dem Fluss trinken und auf dem Boden schlafen.
TUTORIAL.NEEDS.C,,However to eat they must grow crops.,"Um sich zu ernähren, müssen sie jedoch etwas anbauen."
TUTORIAL.PROFESSIONS.A,,"Each Settler can have up to 3 Professions assigned, which determines which jobs they will do.","Jedem Siedler können bis zu 3 Berufe zugewiesen werden, die bestimmen, welche Tätigkeiten er ausübt."
TUTORIAL.PROFESSIONS.B,,You can select a Settler to view or change their professions. This can also be done from the Settlers Management screen.,"Du kannst einen Siedler auswählen, um seine Berufe anzusehen oder zu ändern. Dies kann auch über den Bildschirm ""Siedlerverwaltung"" geschehen."
TUTORIAL.PROFESSIONS.C,,Assign at least 3 Settlers as Farmers. Be sure to also keep some assigned as Haulers as they're responsible for moving items around.,"Weise mindestens 3 Siedler als Bauern zu. Achte darauf, dass du auch einige als Transporteure einsetzt, da sie für den Transport von Gegenständen zuständig sind."
TUTORIAL.PROGRESS_DESCRIPTION.FARM_PLOT_SELECTIONS,Used to show a progress indicator for how many farm plots have a crop selected e.g. 2 of 10 farm plots with a crop assigned,{{ROOMS.FARM.PLURAL}} with a crop assigned,Farmen mit zugewiesener Ernte
TUTORIAL.PROGRESS_DESCRIPTION.PROFESSIONS_ASSIGNED,Used to show a progress indicator for how many of a certain profession have been assigned e.g. 2 of 10 farmers assigned,{{professionPlural}} assigned,{{professionPlural}} zugewiesen
TUTORIAL.PROGRESS_DESCRIPTION.TEXT,Used to show a progress indicator in the form: 2 of 10 stone blocks,{{currentQuantity}} of {{requiredQuantity}} {{targetDescription}},{{currentQuantity}} von {{requiredQuantity}} {{targetDescription}}
TUTORIAL.PROGRESS_DESCRIPTION.TILES,Used to show a progress indicator for a certain number of tiles e.g. 2 of 10 farm plot tiles,{{roomName}} tiles,{{roomName}} Kacheln
