KEY,NOTES,ENGLISH,KOREAN
MECHANISM.FURNITURE.CRAFTING_STATION_REQUIRES_POWER.TOOLTIP,,This furniture requires an underground power connection to a power-producer such as a {{FURNITURE.WINDMILL}} or {{FURNITURE.WATERWHEEL}}.,
MECHANISM.FURNITURE.PRODUCING_POWER,,Working - producing {{power}} power,
MECHANISM.FURNITURE.REQUIRES_OUTSIDE_PLACEMENT,,This must be outside to function correctly,
MECHANISM.FURNITURE.REQUIRES_POWER,,Disabled - not enough power,
MECHANISM.FURNITURE.REQUIRES_POWER.TOOLTIP,,This furniture requires an underground power connection to a power-producer such as a {{FURNITURE.WINDMILL}} or {{FURNITURE.WATERWHEEL}}.,
MECHANISM.FURNITURE.REQUIRES_POWER_GRID,,Disabled - connect to an underground power connection,
MECHANISM.FURNITURE.REQUIRES_POWER_GRID.TOOLTIP,,This furniture requires an underground power connection - see the {{GUI.BUILD.POWER}} option in the {{GUI.BUILD_LABEL}} menu.,
MECHANISM.STONE.GEAR.NOUN,,Gear assembly,
MECHANISM.STONE.GEAR.TOOLTIP,,This contraption links up mechanical power in all 4 directions.,
MECHANISM.WOODEN.SHAFT.NOUN,,Shaft,
MECHANISM.WOODEN.SHAFT.TOOLTIP,,A wooden shaft links mechanical power in 2 directions.,

MENU.CONTINUE_GAME,,Continue,게임 계속
MENU.CREDITS,,Credits,
MENU.JOIN_DISCORD,,Join Discord,
MENU.LINK_TWITCH_ACCOUNT,,Link Twitch,
MENU.LOAD_GAME,,Load,
MENU.MODS,,Mods,개조물
MENU.NEW_GAME,,New Game,새 게임 시작
MENU.OPTIONS,,Options,옵션
MENU.QUIT,,Quit,그만둬
MENU.SAVE_AND_QUIT,,Save & Quit,
MENU.TOGGLE_FULLSCREEN,,Toggle fullscreen,전체화면 전환

METAL.BRONZE.ADJECTIVE,,Bronze,청동
METAL.BRONZE.NOUN,,Bronze,청동
METAL.BRONZE.TOOLTIP,,Bronze is an alloy of copper and tin. It is harder and much more durable than copper alone. (Alloys have not yet been implemented),청동은 구리와 주석의 합금입니다. 그것은 구리 단독보다 더 단단하고 훨씬 더 내구성이 있습니다. (합금은 아직 산 아래 킹에서 구현되지 않았습니다)
METAL.COPPER.ADJECTIVE,,Copper,구리
METAL.COPPER.NOUN,,Copper,구리
METAL.COPPER.TOOLTIP,,"As well as occuring naturally as {{ORE.NATIVE_COPPER.NOUN}}, it is also easy to smelt from {{ORE.MALACHITE.NOUN}} ore. Copper has many uses, particularly in coinage, though it is not hard enough to create effective weapons.","{{ORE.NATIVE_COPPER.NOUN}} 처럼 자연적으로 발생하는 것뿐만 아니라, {{ORE.MALACHITE.NOUN}} 광석에서 쉽게 제련할 수 있습니다. 구리는 효과적인 무기를 만들기에 충분하지 않지만 특히 주화 분야에서 많은 용도를 가지고 있습니다."
METAL.COPPER_PATINA.ADJECTIVE,,Copper,
METAL.COPPER_PATINA.NOUN,,Copper (Patina),
METAL.COPPER_PATINA.TOOLTIP,,{{METAL.COPPER.TOOLTIP}},
METAL.GOLD.ADJECTIVE,,Golden,황금
METAL.GOLD.NOUN,,Gold,금
METAL.GOLD.TOOLTIP,,"The king of metals. Although it is not the rarest or most valuable, gold is the most coveted metal by most races – particularly dwarves.","금속의 왕. 가장 희귀하거나 가장 가치있는 것은 아니지만, 금은 대부분의 종족들, 특히 드워프에 의해 가장 탐낼 수 있는 금속입니다."
METAL.IRON.ADJECTIVE,,Iron,철
METAL.IRON.NOUN,,Iron,철
METAL.IRON.TOOLTIP,,It is a poor military which does not have access to iron. Dwarven metalsmiths know the secrets of working this into {{METAL.STEEL.NOUN}}.,그것은 철에 액세스 할 수없는 가난한 군대입니다. 드워프 금속 세공은 이것을 {{METAL.STEEL.NOUN}} 에 사용하는 비밀을 알고 있습니다.
METAL.PLATINUM.ADJECTIVE,,Platinum,플래티넘
METAL.PLATINUM.NOUN,,Platinum,플래티넘
METAL.PLATINUM.TOOLTIP,,A silver-white metal that is highly resistant to corrosion. Platinum is rarer and therefore more valuable than {{METAL.GOLD.NOUN}}.,부식에 강한 은백색 금속입니다. 플래티넘은 {{METAL.GOLD.NOUN}} 보다 더 희귀하고 귀중합니다.
METAL.RUSTED_IRON.ADJECTIVE,,Rusted iron,
METAL.RUSTED_IRON.NOUN,,Rust,
METAL.RUSTED_IRON.TOOLTIP,,Iron turns to rust when exposed to rain for a long period. Eventually this will decay completely!,
METAL.SILVER.ADJECTIVE,,Silver,실버
METAL.SILVER.NOUN,,Silver,실버
METAL.SILVER.TOOLTIP,,"Like {{METAL.GOLD.NOUN}}, silver is often used for coinage and as solid bars for the trading of wealth. ",{{METAL.GOLD.NOUN}} 처럼 은은 주화 및 부의 거래를 위한 견고한 막대로 자주 사용됩니다.
METAL.STEEL.ADJECTIVE,,Steel,스틸
METAL.STEEL.NOUN,,Steel,스틸
METAL.STEEL.TOOLTIP,,"Far stronger than {{METAL.IRON.NOUN}} which makes for superior weapons and tools, only the dwarves know the secret of creating steel.","우수한 무기와 도구를 만드는 {{METAL.IRON.NOUN}} 보다 훨씬 강한, 오직 드워프만이 강철을 만드는 비밀을 알고 있습니다."
METAL.TIN.ADJECTIVE,,Tin,주석
METAL.TIN.NOUN,,Tin,주석
METAL.TIN.TOOLTIP,,Tin can be smelted from {{ORE.CASSITERITE.NOUN}} and alloyed with {{METAL.COPPER.NOUN}} to produce {{METAL.BRONZE.NOUN}}. (Alloys have not yet been implemented),"주석은 {{ORE.CASSITERITE.NOUN}} 에서 제련하고 {{{금속.구리, 명사}} 와 합금하여 {{METAL.COPPER.NOUN}} 를 생산할 수 있습니다. (합금은 아직 산 아래 킹에서 구현되지 않았습니다)"

MILITARY.FORMATION.COLUMN,,Column - Narrow,
MILITARY.FORMATION.COLUMN_DOUBLE,,Column - Wide,
MILITARY.FORMATION.COLUMN_SINGLE,,Column,
MILITARY.FORMATION.GRID,,Grid - Narrow,
MILITARY.FORMATION.GRID_DOUBLE,,Grid - Wide,
MILITARY.FORMATION.GRID_SINGLE,,Grid,
MILITARY.FORMATION.LINE,,Line - Narrow,
MILITARY.FORMATION.LINE_DOUBLE,,Line - Wide,
MILITARY.FORMATION.LINE_SINGLE,,Line,
MILITARY.SQUAD.DEFAULT_NAME,,Squad,
MILITARY.SQUAD.ORDER_DESCRIPTION.COMBAT,,In Combat,
MILITARY.SQUAD.ORDER_DESCRIPTION.GUARDING,,Guarding,
MILITARY.SQUAD.ORDER_DESCRIPTION.OFF_DUTY,,Off Duty,
MILITARY.SQUAD.ORDER_DESCRIPTION.RETREATING,,Retreating,
MILITARY.SQUAD.ORDER_DESCRIPTION.TRAINING,,Training,
MILITARY.SQUAD.SHIFT.DAYTIME,Used to assign a squad to active duty during the daytime,Day shift,
MILITARY.SQUAD.SHIFT.NIGHTTIME,Used to assign a squad to active duty during the nighttime,Night shift,

MODS.APPLY,,Apply,적용
MODS.BUTTON.BROWSE,,Browse Mods,
MODS.BUTTON.REFRESH,,Refresh,
MODS.COMPATIBILITY.COMPATIBLE,,Yes,"네, 네"
MODS.COMPATIBILITY.INCOMPATIBLE,,No,"아뇨, 아뇨"
MODS.COMPATIBILITY.UNKNOWN,,Unknown,알 수 없음
MODS.EMAIL_LOGIN.CHECK_EMAIL,,"Check your email for an authentication code. If you do not receive an email, please check your spam folder.",
MODS.EMAIL_LOGIN.CODE_LABEL,,6 Digit Code:,
MODS.EMAIL_LOGIN.EMAIL,,Enter your email address to receive an authentication code.,
MODS.EMAIL_LOGIN.EMAIL_LABEL,,Email:,
MODS.EMAIL_LOGIN.ERROR,,"An error occurred while communicating to the server. Either the server is down, the email address is invalid, or you are not connected to the internet.",
MODS.EMAIL_LOGIN.INFO,,"To download and update mods, you must connect to the Mod.io platform.",
MODS.EMAIL_LOGIN.REQUEST_CODE,,Request Code,
MODS.EMAIL_LOGIN.SUBMIT_CODE,,Submit,
MODS.INCOMPATIBLE_VERSION_DESCRIPTION,,The mod's game version ({{modGameVersion}}) is incompatible with the current game version ({{gameVersion}}),
MODS.MISSING_HOMEPAGE_URL,,The author(s) of this mod have not included a website to visit,
MODS.MISSING_MODS_DIALOG_TEXT,,This save file was last used while the following mods were active. These mods are now missing or disabled so the save may not load correctly.,이 저장 파일은 다음 모드가 활성화된 동안 마지막으로 사용되었습니다. 이 개조물은 이제 누락되거나 비활성화되어 저장이 올바르게로드되지 않을 수 있습니다.
MODS.MISSING_MODS_SAVE_EXCEPTION_DIALOG_TEXT,,"The save file could not be loaded because either it is incompatible with this version of the game, or because some mods have been disabled or removed since this save was last loaded. The following mods were expected but are no longer active:","저장 파일은이 버전의 게임과 호환되지 않기 때문에로드 할 수 없습니다, 또는이 저장이 마지막으로로드 된 이후 일부 모드가 비활성화 또는 제거 되었기 때문에. 다음 모드가 예상되었지만 더 이상 활성화되지 않습니다."
MODS.SYNC_IN_PROGRESS,,Please wait while the mod list is being updated. This may take a few minutes.,
MODS.TABLE.COMPATIBILITY,,Compatible,
MODS.TABLE.ENABLED,,Enable,
MODS.TABLE.NAME,,Name,
MODS.TABLE.ORDERING,,Re-order,재주문
MODS.TABLE.VERSION,,Version,

MUSHROOM.DESCRIPTION,E.g. “Toadstool mushroom”,{{materialType.noun}},{{materialType.noun}}

NEEDS.DRINK,,Drink,마셔
NEEDS.FOOD,,Food,음식
NEEDS.SLEEP,,Sleep,수면

NOTIFICATION.AREA_REVEALED.DESCRIPTION,,Your miners have discovered a new area!,광부들이 새로운 영역을 발견했습니다!
NOTIFICATION.AREA_REVEALED.TITLE,,Exploration,탐사
NOTIFICATION.DEATH.DESCRIPTION,,"{{character}}, has died due to {{reason}}.","{{character}}, {{reason}} (으) 로 인해 사망했습니다."
NOTIFICATION.DEATH.KILLED_BY_DESCRIPTION,,Killed by {{killer}},
NOTIFICATION.DEATH.SHORT_DESCRIPTION,,Died due to {{reason}},{{reason}} (으) 로 인해 사망했습니다.
NOTIFICATION.DEATH.TITLE,,Settler Death,세틀러 죽음
NOTIFICATION.FIRE_STARTED.DESCRIPTION,,A fire has broken out in your settlement!,
NOTIFICATION.FIRE_STARTED.TITLE,,Fire!,
NOTIFICATION.FISH_EXHAUSTED.DESCRIPTION,,You have over-fished the river to such an extent that there are no more fish left. You will have to wait until the spawning season next spring for the fish to return.,
NOTIFICATION.FISH_EXHAUSTED.TITLE,,Fish Depopulated,
NOTIFICATION.GAME_OVER.DESCRIPTION,,All things must come to an end. Your settlement lies abandoned.,모든 것이 끝나야합니다. 당신의 정착은 버려진 거짓말.
NOTIFICATION.GAME_OVER.TITLE,,Game Over,게임 오버
NOTIFICATION.IMMIGRANTS_ARRIVED.DESCRIPTION,,The prosperity of your settlement has attracted a number of new immigrants to boost your population.,당신의 정착지의 번영은 당신의 인구를 높이기 위해 새로운 이민자의 숫자를 끌고있다.
NOTIFICATION.IMMIGRANTS_ARRIVED.TITLE,,Immigration,이민
NOTIFICATION.INVASION.DESCRIPTION,,A raiding party of orcs has arrived. Prepare yourselves! They will attack after preparing for a while.,
NOTIFICATION.INVASION.TITLE,,You are being invaded!,
NOTIFICATION.MINING_COLLAPSE.DESCRIPTION,,An area has caved in due to a lack of pillars and supports.,이 지역은 기둥과 지지대가 부족하여 동굴에 파견되었습니다.
NOTIFICATION.MINING_COLLAPSE.TITLE,,Mining Collapse,분류: 광업 붕괴
NOTIFICATION.OXIDISATION_DESTRUCTION.DESCRIPTION,,An item or piece of furniture has been destroyed due to prolonged exposure to rain.\nSome materials such as iron and steel should not be left outside for a long period.,
NOTIFICATION.OXIDISATION_DESTRUCTION.TITLE,,Rusted Away,
NOTIFICATION.ROOFING_COLLAPSE.DESCRIPTION,,A roof has collapsed due to a lack of pillars and supports.,
NOTIFICATION.ROOFING_COLLAPSE.TITLE,,Roof Collapsed,
NOTIFICATION.SETTLER_MENTAL_BREAK.DESCRIPTION,,The gruelling hardship has proven to be too much to handle for {{character}}.,이 지저분한 어려움은 {{character}} 을 (를) 처리하기에는 너무 많은 것으로 입증되었습니다.
NOTIFICATION.SETTLER_MENTAL_BREAK.TITLE,,Mental Break,정신 휴식
NOTIFICATION.SETTLER_TANTRUM.DESCRIPTION,,{{character}} has become so unhappy that they are throwing a tantrum!,
NOTIFICATION.SETTLER_TANTRUM.TITLE,,Tantrum!,
NOTIFICATION.TRADER_ARRIVED.DESCRIPTION,,They are heading to your Trading Depot to buy and sell goods.,
NOTIFICATION.TRADER_ARRIVED.TITLE,,Traders have arrived!,
NOTIFICATION.TRADER_ARRIVED_NO_DEPOT.DESCRIPTION,,You must construct a Trading Depot to buy and sell goods.,
NOTIFICATION.TRADER_ARRIVED_NO_DEPOT.TITLE,,Traders have arrived!,

ORE.BAUXITE.ADJECTIVE,,Bauxite,보크사이트
ORE.BAUXITE.NOUN,,Bauxite,보크사이트
ORE.BAUXITE.TOOLTIP,,"Bauxite is the primary ore of aluminium. Unfortunately, a means of aluminium production is yet to be discovered.",보크사이트는 알루미늄의 주요 광석입니다. 안타깝게도 알루미늄 생산 수단은 아직 발견되지 않았습니다.
ORE.BITUMINOUS_COAL.ADJECTIVE,,Bituminous coal,역청 질 석탄
ORE.BITUMINOUS_COAL.NOUN,,Bituminous coal,역청 질 석탄
ORE.BITUMINOUS_COAL.TOOLTIP,,This can be converted into {{ORE.COKE.NOUN}} using a {{FURNITURE.COKE_OVEN}}.,이것은 {{ORE.COKE.NOUN}} 을 (를) 사용하여 {{FURNITURE.COKE_OVEN}} 로 변환할 수 있습니다.
ORE.CASSITERITE.ADJECTIVE,,Cassiterite,카시테라이트
ORE.CASSITERITE.NOUN,,Cassiterite,카시테라이트
ORE.CASSITERITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.TIN.NOUN}}.,{{METAL.TIN.NOUN}} 를 생산하기 위해 제련할 수 있는 광석.
ORE.CHARCOAL.ADJECTIVE,,Charcoal,차콜
ORE.CHARCOAL.NOUN,,Charcoal,차콜
ORE.CHARCOAL.TOOLTIP,,{{FUEL.SACK}} produced from wooden {{RESOURCE.LOGS.PLURAL}}.,{{FUEL.SACK}} 은 (는) 나무 {{자원. 로그. 복수형}} 에서 생산됩니다.
ORE.CHRYSOCOLLA.ADJECTIVE,,Chrysocolla,크리소콜라
ORE.CHRYSOCOLLA.NOUN,,Chrysocolla,크리소콜라
ORE.CHRYSOCOLLA.TOOLTIP,,"Often confused with turquoise, it is actually an ore of {{METAL.COPPER}}.","종종 청록색과 혼동, 그것은 실제로 {{METAL.COPPER}} 의 광석이다."
ORE.COKE.ADJECTIVE,,Coke,콜라
ORE.COKE.NOUN,,Coke,콜라
ORE.COKE.TOOLTIP,,A refined form of {{ORE.BITUMINOUS_COAL}} which can be used as {{FUEL.SACK}}.,{{ORE.BITUMINOUS_COAL}} 로 사용할 수 있는 정제된 형태의 {{FUEL.SACK}}.
ORE.GALENA.ADJECTIVE,,Galena,갈레나
ORE.GALENA.NOUN,,Galena,갈레나
ORE.GALENA.TOOLTIP,,An ore that can be smelted to produce {{METAL.SILVER}}.,{{METAL.SILVER}} 을 (를) 생산하기 위해 제련할 수 있는 광석.
ORE.HEMATITE.ADJECTIVE,,Hematite,적광석
ORE.HEMATITE.NOUN,,Hematite,적광석
ORE.HEMATITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.IRON}}.,{{METAL.IRON}} 을 (를) 생산하기 위해 제련할 수 있는 광석.
ORE.ILMENITE.ADJECTIVE,,Ilmenite,일메나이트
ORE.ILMENITE.NOUN,,Ilmenite,일메나이트
ORE.ILMENITE.TOOLTIP,,"Ilmenite is the primary ore of titanium. Unfortunately, a means of titanium production is yet to be discovered.",일메나이트는 티타늄의 주요 광석입니다. 안타깝게도 티타늄 생산 수단은 아직 발견되지 않았습니다.
ORE.MALACHITE.ADJECTIVE,,Malachite,말라카이트
ORE.MALACHITE.NOUN,,Malachite,말라카이트
ORE.MALACHITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.COPPER}}.,{{METAL.COPPER}} 을 (를) 생산하기 위해 제련할 수 있는 광석.
ORE.NATIVE_COPPER.ADJECTIVE,,Native copper,네이티브 구리
ORE.NATIVE_COPPER.NOUN,,Native copper,네이티브 구리
ORE.NATIVE_COPPER.TOOLTIP,,Naturally-occuring {{METAL.COPPER}} which must be smelted before use.,자연적으로 발생하는 {{METAL.COPPER}} 은 사용하기 전에 제련해야 합니다.
ORE.NATIVE_GOLD.ADJECTIVE,,Native gold,네이티브 골드
ORE.NATIVE_GOLD.NOUN,,Native gold,네이티브 골드
ORE.NATIVE_GOLD.TOOLTIP,,Naturally-occuring {{METAL.GOLD}} which must be smelted before use.,자연적으로 발생하는 {{METAL.GOLD}} 은 사용하기 전에 제련해야 합니다.
ORE.NATIVE_PLATINUM.ADJECTIVE,,Native platinum,네이티브 플래티넘
ORE.NATIVE_PLATINUM.NOUN,,Native platinum,네이티브 플래티넘
ORE.NATIVE_PLATINUM.TOOLTIP,,Naturally-occuring {{METAL.PLATINUM}} which must be smelted before use.,자연적으로 발생하는 {{METAL.PLATINUM}} 은 사용하기 전에 제련해야 합니다.
ORE.NATIVE_SILVER.ADJECTIVE,,Native silver,네이티브 실버
ORE.NATIVE_SILVER.NOUN,,Native silver,네이티브 실버
ORE.NATIVE_SILVER.TOOLTIP,,Naturally-occuring {{METAL.SILVER}} which must be smelted before use.,자연적으로 발생하는 {{METAL.SILVER}} 은 사용하기 전에 제련해야 합니다.
ORE.POLLUCITE.ADJECTIVE,,Pollucite,오염물
ORE.POLLUCITE.NOUN,,Pollucite,오염물
ORE.POLLUCITE.TOOLTIP,,"Pollucite is an ore of Caesium, which is currently too dangerous to produce. Particularly crazy dwarven metalsmiths are currently trying to find a reliable method of production.",오염물은 현재 생산하기에는 너무 위험한 케시움의 광석입니다. 특히 미친 드워프 금속 세공은 현재 신뢰할 수있는 생산 방법을 찾으려고합니다.
ORE.PYRITE.ADJECTIVE,,Fool's gold,바보의 금
ORE.PYRITE.NOUN,,Fool's gold,바보의 금
ORE.PYRITE.TOOLTIP,,"Also known as Pyrite, its pale-yellow appearance causes some to mistake it for gold. It has several uses when crushed, but care must be taken as it sparks when struck.","황철광이라고도 불리며 옅은 황색의 외관으로 인해 금색을 잘못 인식하게 됩니다. 그것은 분쇄 할 때 여러 가지 용도가 있지만, 강타 할 때 불꽃으로주의해야합니다."
ORE.THORIUM.ADJECTIVE,,Thorium,토륨
ORE.THORIUM.NOUN,,Thorium,토륨
ORE.THORIUM.TOOLTIP,,A silvery metallic ore which turns black when exposed to air. It is strangely warm to the touch.,공기에 노출되면 검게 변하는 은빛 금속 광석. 만지면 이상하게 따뜻합니다.
ORE.WOLFRAMITE.ADJECTIVE,,Wolframite,울프라마이트
ORE.WOLFRAMITE.NOUN,,Wolframite,울프라마이트
ORE.WOLFRAMITE.TOOLTIP,,A metallic ore which complicates the smelting of tin. It has too high a melting point to be smelted with normal processes.,주석의 제련을 복잡하게 만드는 금속 광석. 용융점이 너무 높아 정상적인 공정으로 제련할 수 없습니다.

OTHER.ASH,,Charred,
OTHER.BRICK.NOUN,,Brick,벽돌
OTHER.CLAY_SOIL.NOUN,,Clay soil,클레이 토양
OTHER.GRASS.NOUN,,,

PRIORITY.DISABLED,,Disabled,
PRIORITY.HIGHER,,Higher priority,
PRIORITY.HIGHEST,,Highest priority,
PRIORITY.LOWER,,Lower priority,
PRIORITY.LOWEST,,Lowest priority,
PRIORITY.NORMAL,,Normal priority,

PRIVACY.OPT_IN.ACCEPT_BUTTON,,I Accept,나는 받아들인다.
PRIVACY.OPT_IN.DATA_POINT.1,,• The version of the game client,
PRIVACY.OPT_IN.DATA_POINT.2,,• Your options settings,
PRIVACY.OPT_IN.DATA_POINT.3,,• The status of the game at the time of the crash,
PRIVACY.OPT_IN.DESCRIPTION,,"Mountaincore is in active development. To help diagnose and fix bugs, please click ""I Accept"" below to send anonymous crash reports automatically. \n\nThis is made up of only the following data:",
PRIVACY.OPT_IN.DO_NOT_ACCEPT_BUTTON,,Disable Reporting,보고 사용 안 함

PRODUCT.ANVIL,,Anvil,앤빌
PRODUCT.ANVIL.PLURAL,,Anvils,
PRODUCT.ANVIL.TOOLTIP,,A large block of metal used to hammer heated metal into shape. Required to construct a {{FURNITURE.FORGE}}.,가열 된 금속을 망치로 만드는 데 사용되는 큰 금속 블록. {{가구.포지}} 를 건설하는 데 필요합니다.
PRODUCT.BARREL.HOOPS,,Barrel hoops,배럴 농구
PRODUCT.BARREL.HOOPS.TOOLTIP,,Metal hoops used to construct a {{PRODUCT.BARREL.NOUN}}. Also used in some machinery.,{{PRODUCT.BARREL.NOUN}} 를 만드는 데 사용되는 금속 고리. 또한 일부 기계에 사용됩니다.
PRODUCT.BARREL.NOUN,,Barrel,배럴
PRODUCT.BARREL.PLURAL,,Barrels,배럴
PRODUCT.BARREL.STAVES,,Barrel staves,배럴 스태브
PRODUCT.BARREL.STAVES.TOOLTIP,,Curved wooden planks used to construct a {{PRODUCT.BARREL.NOUN}}.,{{PRODUCT.BARREL.NOUN}} 를 만드는 데 사용되는 곡선 나무 판자.
PRODUCT.BARREL.TOOLTIP,,A cylindrical container for liquids. The curved shape makes it easier to roll around.,액체 용 원통형 용기. 곡선 모양을 사용하면 쉽게 굴릴 수 있습니다.
PRODUCT.BOWL,A bowl for eating from,Bowl,그릇
PRODUCT.BOWL.DESCRIPTION,E.g. “Bowl of vegetable soup”,Bowl of {{cooking.soup.description}},{{요리.수프. 설명}} 의 그릇
PRODUCT.BOWL.PLURAL,,Bowls,
PRODUCT.BREAD.DOUGH.NOUN,,Dough,반죽
PRODUCT.BREAD.DOUGH.PLURAL,,Dough,반죽
PRODUCT.BREAD.DOUGH.TOOLTIP,,A mix of ingredients that can be baked into {{PRODUCT.BREAD.LOAF.PLURAL}} using an {{FURNITURE.BAKING_OVEN}}.,{{PRODUCT.BREAD.LOAF.PLURAL}} 을 사용하여 {{FURNITURE.BAKING_OVEN}} 에 구울 수 있는 재료의 혼합입니다.
PRODUCT.BREAD.LOAF.NOUN,Translations incorrect and need fixing,Bread loaf,빵 덩어리
PRODUCT.BREAD.LOAF.PLURAL,Translations incorrect and need fixing,Bread loaves,빵 덩어리
PRODUCT.BREAD.LOAF.TOOLTIP,,"Prepared bread, ready to eat!","준비 빵, 먹을 준비!"
PRODUCT.BUCKET.NOUN,,Bucket,버킷
PRODUCT.BUCKET.PLURAL,,Buckets,버킷
PRODUCT.BUCKET.TOOLTIP,,A small container used to move liquids around by hand.,액체를 손으로 옮기는 데 사용되는 작은 용기입니다.
PRODUCT.CAULDRON,A large metal pot for cooking (common with Halloween),Cauldron,가마솥
PRODUCT.CAULDRON.PLURAL,,Cauldrons,
PRODUCT.CAULDRON.TOOLTIP,,"Used by a {{PROFESSION.CHEF}} to prepare soup in a {{ROOMS.KITCHEN}}, where it is then moved to a {{ROOMS.FEASTING_HALL}}.","{{PROFESSION.CHEF}} 이 {{ROOMS.KITCHEN}} 에서 수프를 준비하는데 사용하며, 그 후 {{ROOMS.FEASTING_HALL}} 으로 옮깁니다."
PRODUCT.CHEST.NOUN,,Chest,
PRODUCT.CHEST.PLURAL,,Chests,
PRODUCT.CHEST.TOOLTIP,,Used to store coins for trading.,
PRODUCT.LEATHER.NOUN,,Leather,
PRODUCT.LEATHER.PLURAL,,Leather,
PRODUCT.LINEN.NOUN,,Linen,
PRODUCT.LINEN.PLURAL,,Linen,
PRODUCT.LINEN.TOOLTIP,,"A roll of fabric, primarily used for bedding.",
PRODUCT.LIQUID.TANK,,Tank,
PRODUCT.LIQUID.TANK.PLURAL,,Tanks,
PRODUCT.LIQUID.TANK.TOOLTIP,,"This is a metal container used to store liquids, which must be crafted at the {{FURNITURE.FORGE}}.",
PRODUCT.MILLSTONE,,Millstone,밀스톤
PRODUCT.MILLSTONE.PLURAL,,Millstones,
PRODUCT.MILLSTONE.TOOLTIP,,Two large stone discs that are ground together to mill harvested crops. Used to construct a {{FURNITURE.FLOUR_MILL}}.,수확 된 작물을 분쇄하기 위해 함께 분쇄 된 두 개의 큰 돌 디스크. {{FURNITURE.FLOUR_MILL}} 을 구성하는 데 사용됩니다.
PRODUCT.RATION.DOUGH.NOUN,,Ration dough,
PRODUCT.RATION.DOUGH.PLURAL,,Ration dough,
PRODUCT.RATION.DOUGH.TOOLTIP,,A mix of ingredients that can be baked into {{PRODUCT.RATION.LOAF.PLURAL}} using an {{FURNITURE.BAKING_OVEN}}.,
PRODUCT.RATION.NOUN,,Ration,배급
PRODUCT.RATION.PLURAL,,Rations,식량
PRODUCT.RATION.TOOLTIP,,"These will last a long time to feed your settlers, but you will need other sources of food as a priority.","이것들은 당신의 정착민들에게 먹이를주기 위해 오랜 시간 동안 지속될 것이지만, 당신은 우선 순위로 다른 음식 공급원이 필요할 것입니다."
PRODUCT.ROPE.NOUN,,Rope,
PRODUCT.ROPE.PLURAL,,Ropes,
PRODUCT.STONE.GEAR.NOUN,,Gear,
PRODUCT.STONE.GEAR.PLURAL,,Gears,
PRODUCT.STONE.GEAR.TOOLTIP,,Used in the construction of mechanisms.,
PRODUCT.STONE.PIPE.NOUN,,Pipe,
PRODUCT.STONE.PIPE.PLURAL,,Pipes,
PRODUCT.STONE.PIPE.TOOLTIP,,Used for liquids to flow between tiles underground.,
PRODUCT.WATERSKIN.NOUN,,Waterskin,
PRODUCT.WATERSKIN.PLURAL,,Waterskins,
PRODUCT.WOODEN.SHAFT.HORIZONTAL.NOUN,,Horizontal shaft,
PRODUCT.WOODEN.SHAFT.HORIZONTAL.PLURAL,,Horizontal shafts,
PRODUCT.WOODEN.SHAFT.HORIZONTAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,
PRODUCT.WOODEN.SHAFT.VERTICAL.NOUN,,Vertical shaft,
PRODUCT.WOODEN.SHAFT.VERTICAL.PLURAL,,Vertical shafts,
PRODUCT.WOODEN.SHAFT.VERTICAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,

PROFESSION.ARTISAN.FEMALE_NOUN,,Artisan,
PROFESSION.ARTISAN.MALE_NOUN,,Artisan,
PROFESSION.ARTISAN.PLURAL,,Artisans,
PROFESSION.ARTISAN.VERB,,Fabricating,
PROFESSION.BAKER.VERB,,Baking,베이킹
PROFESSION.BLACKSMITH.FEMALE_NOUN,,Blacksmith,대장장이
PROFESSION.BLACKSMITH.MALE_NOUN,,Blacksmith,대장장이
PROFESSION.BLACKSMITH.PLURAL,,Blacksmiths,
PROFESSION.BLACKSMITH.TOOLTIP,,Crafts items using metal and also produces metal from ore.,금속을 사용하여 항목을 공예하고 또한 광석에서 금속을 생산합니다.
PROFESSION.BLACKSMITH.VERB,,Forging,단조
PROFESSION.BREWER.FEMALE_NOUN,,Brewer,
PROFESSION.BREWER.MALE_NOUN,,Brewer,
PROFESSION.BREWER.PLURAL,,Brewers,
PROFESSION.BREWER.TOOLTIP,,Produces beer in a {{ROOMS.BREWERY}}.,
PROFESSION.BREWER.VERB,,Brewing,
PROFESSION.CARPENTER.FEMALE_NOUN,,Carpenter,목수
PROFESSION.CARPENTER.MALE_NOUN,,Carpenter,목수
PROFESSION.CARPENTER.PLURAL,,Carpenters,
PROFESSION.CARPENTER.TOOLTIP,,Creates wooden furniture and items.,목재 가구 및 항목을 만듭니다.
PROFESSION.CARPENTER.VERB,,Crafting,공예
PROFESSION.CHEF.FEMALE_NOUN,,Chef,요리사
PROFESSION.CHEF.MALE_NOUN,,Chef,요리사
PROFESSION.CHEF.PLURAL,,Chefs,
PROFESSION.CHEF.TOOLTIP,,Prepares all of the food to be consumed by your settlers.,당신의 정착민에 의해 소비되는 모든 음식을 준비합니다.
PROFESSION.CHEF.VERB,,Cooking,요리
PROFESSION.DESCRIPTION,,{{skillLevelDescription.adjective}} {{profession.noun}},
