KEY,NOTES,ENGLISH,FRENCH
SEED.CORN_SEED,,Corn,Maïs
SEED.CORN_SEED.TOOLTIP,{{VEGETABLE.CORN.TOOLTIP}},"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","Un grain de céréales également connu sous le nom de maïs. Il produit une récolte abondante mais prend environ 2 saisons pour croître et ne peut pas survivre à l'{{SEASON.WINTER}}, donc il faut planter au début du {{SEASON.SPRING}}."
SEED.DEATH_CAP_SPAWN,,Death cap,Amanite phalloïde
SEED.DEATH_CAP_SPAWN.TOOLTIP,{{VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP}},"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.",Un champignon très toxique avec un chapeau large et plat. Manger même une petite quantité causera presque certainement un empoisonnement qui peut conduire à la mort.
SEED.ELFSBANE_SPAWN,,Elfsbane,Fléau des Elfes
SEED.ELFSBANE_SPAWN.TOOLTIP,{{VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP}},"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Ce champignon a un goût simple et sans saveur pour la plupart des humanoïdes. Curieusement, il a un goût absolument dégoûtant pour les elfes, qui réagissent souvent avec des vomissements explosifs à la consommation, ou dans des cas extrêmes, une crise cardiaque."
SEED.FIST_SPAWN,,Fist,Fist
SEED.FIST_SPAWN.TOOLTIP,{{VEGETABLE.FIST_MUSHROOM.TOOLTIP}},A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Un champignon noir-bleu au goût métallique. Il est nommé par un groupe de bardes de l'âge des ténèbres.
SEED.GLOW_SPAWN,,Glow,Champignon lumineux
SEED.GLOW_SPAWN.TOOLTIP,{{VEGETABLE.GLOW_MUSHROOM.TOOLTIP}},A magic-infused mushroom that gives off light and changes colour with the seasons.,Un champignon imprégné de magie qui émet de la lumière et change de couleur au fil des saisons.
SEED.HEMP_SEED,,Hemp,Chanvre
SEED.HEMP_SEED.TOOLTIP,,Used to produce rope and fabric after it hsa been processed.,Utiliser pour produire corde et vêtements après avoir été rafinné.
SEED.HOPS_SEED,,Hops,Houblon
SEED.HOPS_SEED.TOOLTIP,{{VEGETABLE.HOPS.TOOLTIP}},A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,Une fleur utilisée pour aromatiser la bière. Doit être planté au {{SEASON.SPRING}}.
SEED.MILTONIA_SPAWN,,Miltonia,Miltonia
SEED.MILTONIA_SPAWN.TOOLTIP,{{VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP}},"Once thought to exist only in the Hudds region, it is now found throughout the world.","Autrefois considéré comme n'existant que dans la région de Hudds, il est maintenant présent dans le monde entier."
SEED.POTATO_SEED,,Potato,Pomme de terre
SEED.POTATO_SEED.TOOLTIP,{{VEGETABLE.POTATO.TOOLTIP}},"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un légume racine féculent qui peut survivre {{SEASON.WINTER}} ce qui en fait un bon choix pour la plupart des colonies. Peut être planté au {{SEASON.SPRING}}, en {{SEASON.SUMMER}} ou en {{SEASON.AUTOMN}}."
SEED.PURPLE_HELMET_SPAWN,,Purple helmet,Mycène à pied rouge
SEED.PURPLE_HELMET_SPAWN.TOOLTIP,{{VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP}},"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Fat Hat, Dump Turban, Casque gonflé; Ce champignon légendaire porte de nombreux noms. Selon la légende, il y a longtemps, de nombreuses communautés de nains vivaient entièrement sur une souche domestiquée de ce champignon."
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN,,Rociomycota,Rociomycota
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP}},A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,Un champignon tacheté blanc et noir. Il a été connu pour affecter l'apparence de ceux qui l'ingèrent.
SEED.SUNGLOW_SPAWN,,Sunglow,Aurore
SEED.SUNGLOW_SPAWN.TOOLTIP,{{VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP}},A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,Un champignon jaune vif qui brille avec l'apparence de la lumière du soleil. Il perd cette lueur au moment où il est récolté.
SEED.SYRUP_POWDER_SPAWN,,Syrup powder,Sirupeux-Poudreux
SEED.SYRUP_POWDER_SPAWN.TOOLTIP,{{VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP}},"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","Un champignon rond orange/jaune avec un dessous blanc. On dit qu'il a été utilisé par les mages il y a longtemps, mais dans quel but, personne ne sait."
SEED.TOMATO_SEED,,Tomato,Tomate
SEED.TOMATO_SEED.TOOLTIP,{{VEGETABLE.TOMATO.TOOLTIP}},A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,Une plante qui pousse de grandes baies rouges souvent utilisées comme légume. Ne peut être planté que au {{SEASON.SPRING}}.
SEED.WHEAT_SEED,,Wheat,Blé
SEED.WHEAT_SEED.TOOLTIP,{{VEGETABLE.WHEAT.TOOLTIP}},"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.","Grain de céréales généralement utilisé pour la production de pain. Il peut survivre à l'{{SEASON.WINTER}} mais prend un certain temps à pousser, donc il est planté au {{SEASON.SPRING}} ou en {{SEASON.AUTOMN}}."

SHRUB.DESCRIPTION,Shrub or bush should do,Bush,Arbuste

SKILL.ARCHERY.FEMALE_NOUN,,Archer,Archère
SKILL.ARCHERY.MALE_NOUN,,Archer,Archer
SKILL.ARCHERY.TOOLTIP,,Skill with the bow,Habile à l'arc
SKILL.AXES.FEMALE_NOUN,,Axewoman,Soldat à la hâche
SKILL.AXES.MALE_NOUN,,Axeman,Soldat à la hâche
SKILL.AXES.TOOLTIP,,Skill with axes,Habile avec les haches
SKILL.CROSSBOWS.FEMALE_NOUN,,Arbalist,Arbaletrière
SKILL.CROSSBOWS.MALE_NOUN,,Arbalist,Arbaletrier
SKILL.CROSSBOWS.TOOLTIP,,Skill with the crossbow,Habile à l'arbalète
SKILL.MACES.FEMALE_NOUN,,Hammerer,Dame au Marteau
SKILL.MACES.MALE_NOUN,,Hammerer,Type au Marteau
SKILL.MACES.TOOLTIP,,Skill with hammers and maces,Habileté avec les marteaux et les masses
SKILL.SWORDSMANSHIP.FEMALE_NOUN,,Swordswoman,Epéiste
SKILL.SWORDSMANSHIP.MALE_NOUN,,Swordsman,Epéiste
SKILL.SWORDSMANSHIP.TOOLTIP,,Skill with the sword,Habileté à l'épée
SKILL.UNARMED_COMBAT.FEMALE_NOUN,,Brawler,Bagarreuse
SKILL.UNARMED_COMBAT.MALE_NOUN,,Brawler,Bagarreur
SKILL.UNARMED_COMBAT.TOOLTIP,,Skill in unarmed combat,Habileté au combat à mains nues

SKIN.BOAR_HIDE,,Boar,Sanglier
SKIN.DEER_HIDE,,Deer,Cerf
SKIN.DWARF_HIDE,,Dwarf,Nain
SKIN.ELEPHANT_HIDE,,Elephant,Éléphant
SKIN.HORSE_HIDE,,Horse,Cheval

STATUS.ALCOHOL_WITHDRAWL,,Alcohol withdrawl,Coma éthylique
STATUS.BLEEDING,,Bleeding,Saignement
STATUS.BLINDED,,Blind,Aveugle
STATUS.DEATH,,Dead,Mort
STATUS.DRUNK,,Drunk,Ivre
STATUS.DYING_OF_HUNGER,,Dying of hunger,Mort de faim
STATUS.DYING_OF_THIRST,,Dying of thirst,Mort de soif
STATUS.EXHAUSTED,,Exhausted,Épuisé
STATUS.INTERNAL_BLEEDING,,Internal bleeding,Hémorragie interne
STATUS.KNOCKED_UNCONSCIOUS,,Unconscious,Inconscient
STATUS.LOSS_MAIN_HAND,,Loss of main hand,Perte de la main principale
STATUS.LOSS_OFF_HAND,,Loss of off hand,Perte de la main secondaire
STATUS.MOVEMENT_IMPAIRED,,Impaired movement,Altération de mouvement
STATUS.ON_FIRE,,On fire,"En feu "
STATUS.POISONED,,Poisoned,Empoisonné
STATUS.TEMPORARILY_BLINDED,,Temporarily blinded,Temporairement aveuglé
STATUS.VERY_HUNGRY,,Very hungry,Très affamé
STATUS.VERY_THIRSTY,,Very thirsty,Très assoiffé

STOCKPILE.GROUP.FOOD,,Food,Nourritures
STOCKPILE.GROUP.FOOD.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,Stocke les fruits et légumes récoltés qui peuvent périmer.
STOCKPILE.GROUP.FUEL,,Fuel,Carburants
STOCKPILE.GROUP.GRANARY,,Granary,Grenier
STOCKPILE.GROUP.GRANARY.TOOLTIP,,Stores grains and seeds which will not expire.,Stocke les céréales et les graines qui n'expireront pas.
STOCKPILE.GROUP.PRODUCTS,,Products,Produits
STOCKPILE.GROUP.RAW_MATERIALS,,Raw materials,Matériaux bruts
STOCKPILE.GROUP.SEEDS,,Seeds,Graines
STOCKPILE.GROUP.TOOLS,,Tools,Outils
STOCKPILE.GROUP.TOOLS.TOOLTIP,,Stores tools required for working on jobs.,Stocke les outils nécessaires pour travailler.
STOCKPILE.GROUP.TREASURE,,Treasure,Trésors
STOCKPILE.GROUP.WEAPONS,,Weapons,Armes
STOCKPILE.GROUP.WEAPONS.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,Stocke les fruits et légumes récoltés qui peuvent périmer.

STONE.BASALT.ADJECTIVE,,Basalt,en basalte
STONE.BASALT.NOUN,,Basalt,Basalte
STONE.BASALT.TOOLTIP,,An igneous rock formed by the rapid cooling of lava. Almost all of the volcanic rock in the world is basalt.,Une roche ignée formée par le refroidissement rapide de la lave. Presque toute la roche volcanique dans le monde est basalte.
STONE.DOLOSTONE.ADJECTIVE,,Dolostone,en dolomie
STONE.DOLOSTONE.NOUN,,Dolostone,Dolimie
STONE.DOLOSTONE.TOOLTIP,,"A sedimentary rock mostly made up of the mineral dolomite, so it is also known as dolomite rock.","Une roche sédimentaire composée principalement de la dolomite minérale, de sorte qu'elle est également connue sous le nom de roche dolomite."
STONE.FRONITE.ADJECTIVE,,Frónite,Frónite
STONE.FRONITE.NOUN,,Frónite,Frónite
STONE.FRONITE.TOOLTIP,,A blue-hued rock mostly found on an icy island to the north. It has a high iron content.,Un rocher aux teintes bleues que l'on trouve surtout sur une île glacée au nord. Il a une teneur élevée en fer.
STONE.GRANITE.ADJECTIVE,,Granite,en granite
STONE.GRANITE.NOUN,,Granite,Granite
STONE.GRANITE.TOOLTIP,,"A common type of igneous rock. It has a large proportion of quartz, making it good for locating certain gemstones.","Un type commun de roche ignée. Il a une grande proportion de quartz, ce qui le rend bon pour localiser certaines pierres précieuses."
STONE.LIMESTONE.ADJECTIVE,,Limestone,en calcaire
STONE.LIMESTONE.NOUN,,Limestone,Calcaire
STONE.LIMESTONE.TOOLTIP,,A lightly-coloured sedimentary rock which makes for a good building material. It is also used as a flux in the production of {{METAL.STEEL.NOUN}}.,Une roche sédimentaire aux couleurs claires qui constitue un bon matériau de construction. Il est également utilisé comme flux dans la production de l'{{METAL.STEEL.NOUN}}.
STONE.MARBLE.ADJECTIVE,,Marble,en marbre
STONE.MARBLE.NOUN,,Marble,Marbre
STONE.MARBLE.TOOLTIP,,A metamorphic rock which is used as a high-quality material for sculpture and masonry due to its brilliant appearance.,Une roche métamorphique qui est utilisée comme matériau de haute qualité pour la sculpture et la maçonnerie en raison de son aspect brillant.
STONE.SANDSTONE.ADJECTIVE,,Sandstone,en grès
STONE.SANDSTONE.NOUN,,Sandstone,Grès
STONE.SANDSTONE.TOOLTIP,,"A sedimentary rock composed of sand-like fragments. ",Une roche sédimentaire composée de fragments de sable.
STONE.SHALE.ADJECTIVE,,Shale,en roche argileuse
STONE.SHALE.NOUN,,Shale,Roche argileuse
STONE.SHALE.TOOLTIP,,A fine-grained sedimentary rock composed of pressurized mud. It can be easily broken into thin layers.,Une roche sédimentaire à grains fins composée de boue pressurisée. Il peut être facilement divisé en couches minces.
STONE.SLATE.ADJECTIVE,,Slate,en ardoise
STONE.SLATE.NOUN,,Slate,Ardoise
STONE.SLATE.TOOLTIP,,A metamorphic rock that is usually formed out of {{STONE.SHALE.NOUN}}. It is often made into tiles for roofing or writing.,Roche métamorphique habituellement formée de {{STONE.SHALE.NOUN}}. Il est souvent transformé en tuiles pour la toiture ou l'écriture.

TOOL.AXE.NOUN,,Axe,Hâche
TOOL.AXE.PLURAL,,Axes,les hâches
TOOL.AXE.TOOLTIP,,Used to chop down trees. The primary tool of a {{PROFESSION.WOODCUTTER}}.,Utilisé pour couper les arbres. L'outil principal d'un {{PROFESSION.WOODCUTTER}}.
TOOL.CHISEL.NOUN,,Chisel,Burin
TOOL.CHISEL.PLURAL,,Chisels,Burrins
TOOL.CHISEL.TOOLTIP,,Used to sculpt rock into shape. One of the tools used by a {{PROFESSION.STONEMASON}}.,Utilisé pour sculpter la roche. Un des outils utilisés par un {{PROFESSION.STONEMASON}}.
TOOL.FISHING.ROD.NOUN,,Fishing rod,Canne à pêche
TOOL.FISHING.ROD.PLURAL,,Fishing rods,Cannes à pêche
TOOL.FISHING.ROD.TOOLTIP,,Used to catch fish from a body of water. The primary tool of a {{PROFESSION.FISHER}}.,Utilisé pour attraper du poisson dans un plan d'eau. L'outil principal d'un {{PROFESSION.FISHER}}.
TOOL.KITCHEN.KNIFE.NOUN,,Kitchen knife,Couteau de cuisine
TOOL.KITCHEN.KNIFE.PLURAL,,Kitchen knives,Couteaux de cuisine
TOOL.KITCHEN.KNIFE.TOOLTIP,,"Used to prepare food, particularly meat.","Utilisé pour préparer les aliments, en particulier la viande."
TOOL.LARGE.HAMMER.NOUN,,Large hammer,Gros marteau
TOOL.LARGE.HAMMER.PLURAL,,Large hammers,Gros marteaux
TOOL.LARGE.HAMMER.TOOLTIP,,Used to bash large items of stone and metal into shape. The primary tool of a {{PROFESSION.BLACKSMITH}}.,Utilisé pour mettre en forme de gros objets de pierre et de métal. L'outil principal d'un {{PROFESSION.BLACKSMITH}}.
TOOL.PICKAXE.NOUN,,Pickaxe,Pioche
TOOL.PICKAXE.PLURAL,,Pickaxes,Pioches
TOOL.PICKAXE.TOOLTIP,,Used to break stone into smaller pieces. The primary tool of a {{PROFESSION.MiNER}}.,Utilisé pour casser la pierre en petits morceaux. Outil principal d'un {{profession.miner}}.
TOOL.PLANE.NOUN,A carpenter's plane,Plane,Rabot
TOOL.PLANE.PLURAL,A carpenter's plane,Planes,Rabots
TOOL.PLANE.TOOLTIP,,Used to shave wooden furniture and items into shape. The primary tool of a {{PROFESSION.CARPENTER}}.,Utilisé pour raboter les meubles en bois et les objets. L'outil principal d'un {{PROFESSION.CARPENTER}}.
TOOL.ROLLING.PIN.NOUN,,Rolling pin,Rouleau à pâtisserie
TOOL.ROLLING.PIN.PLURAL,,Rolling pins,Rouleaux à pâtisserie
TOOL.ROLLING.PIN.TOOLTIP,,Used to prepare dough. One of the tools used by a {{PROFESSION.CHEF}}.,Utilisé pour préparer la pâte. Un des outils utilisés par un {{PROFESSION.CHEF}}.
TOOL.SAW.NOUN,A carpenter's saw,Saw,Scie
TOOL.SAW.PLURAL,A carpenter's saw,Saws,Scies
TOOL.SAW.TOOLTIP,,Used to cut wood into shape. Required for cutting lumber in the {{ROOMS.SAWMILL}}.,Utilisé pour couper les bûches de bois en planche. Requis pour couper du bois dans le {{ROOMS.SAWMILL}}.
TOOL.SMALL.HAMMER.NOUN,,Hammer,Marteau
TOOL.SMALL.HAMMER.PLURAL,,Hammers,Marteaux
TOOL.SMALL.HAMMER.TOOLTIP,,Used to bash small items of stone and metal into shape. One of the tools used by a {{PROFESSION.BLACKSMITH}}.,Utilisé pour donner une forme de petits objets de pierre et de métal. Un des outils utilisés par un {{PROFESSION.BLACKSMITH}}.
TOOL.TONGS.NOUN,A blacksmith's tongs,Tongs,Pinces
TOOL.TONGS.PLURAL,A blacksmith's tongs,Sets of tongs,Pinces
TOOL.TONGS.TOOLTIP,,Used to hold extremely hot metal items. Used in the process of smelting metal ore.,Utilisé pour maintenir des objets métalliques extrêmement chauds. Utilisé dans le processus de fusion du minerai.

TREASURE.COIN.NOUN,,Coin,Pièce
TREASURE.COIN.PLURAL,,Coins,Pièces
TREASURE.COIN.TOOLTIP,,Minted coins used as a form of currency for trading.,Pièces frappées utilisée monnaie dans les échanges.
TREASURE.GEM.NOUN,,Gem,Gemme
TREASURE.GEM.PLURAL,,Gems,Gemmes
TREASURE.GEM.TOOLTIP,,Gems that have been cut and polished to enhance their beauty. Most commonly used as ornamentation.,Des pierres précieuses qui ont été taillées et polies pour rehausser leur beauté. Le plus souvent utilisé comme ornement.

TREE.DESCRIPTION,E.g. “Oak tree”,{{materialType.noun}} tree,{{materialType.noun}}

TUTORIAL.COMPLETED.A,,This covers the basics of playing.,Cela explique les bases du jeu.
TUTORIAL.COMPLETED.B,,"You should aim to set up a functioning {{ROOMS.SMITHY}} with a {{FURNITURE.FORGE}} provided with fuel and refined metal ore, to produce metal items.","Vous devez installer une {{SALLE.SMITHY}} fonctionnelle avec une {{FURNITURE.FORGE}} alimentée en combustible et en minerai de métal raffiné, afin de produire des objets métalliques."
TUTORIAL.COMPLETED.C,,"Also, you should move your settlement underground or at least build a roof overhead to protect your Settlers and iron items from the weather.","De plus, vous devriez déplacer votre colonie sous terre ou au moins construire un toit pour protéger vos colons et vos objets en fer des intempéries."
TUTORIAL.COMPLETED.D,,Good luck!,Bonne Chance ! ;D
TUTORIAL.CRAFTING.A,,Rooms with furniture that produce items are controlled using Import and Export Pallets.,Les pièces contenant des ateliers qui produisent des objets sont alimentés par des palettes d'importation et d'exportation.
TUTORIAL.CRAFTING.B,,Place at least one Import Pallet and Export Pallet in both the Sawmill and Masonry Workshop.,Placez au moins une palette d'importation et une palette d'exportation dans la scierie et la carrière.
TUTORIAL.CRAFTING.C,,"Also, place a Products Stockpile which will hold the items that are produced.",Placez également une réserve qui contiendra les objets produits.
TUTORIAL.CRAFTING_SELECTION.A,,Select each Import and Export Pallet and select the item to be imported or exported from the room.,Sélectionnez chaque palette d'importation et d'exportation et choisissez l'élément à importer ou à exporter de la pièce.
TUTORIAL.CRAFTING_SELECTION.B,,"In the Sawmill, import Logs and export Planks.","Dans la scierie, importez des bûches et exportez des planches."
TUTORIAL.CRAFTING_SELECTION.C,,"In the Masonry Workshop, import Rough stone boulders and export Blocks.","Dans la carrière, importez des blocs de pierre bruts et exportez des blocs."
TUTORIAL.DISMISS_DIALOG.CONFIRM_TEXT,,Dismiss Tutorial,Désactiver le tutoriel
TUTORIAL.DISMISS_DIALOG.DESCRIPTION,,Are you sure you want to end the tutorial?,Êtes-vous sûr de vouloir finir le tutoriel ?
TUTORIAL.DISMISS_DIALOG.TITLE,,End Tutorial?,Finir le tutoriel ?
TUTORIAL.FARMING.A,,Click on Rooms and select Farm Plot. They are listed alphabetically.,Cliquez sur Pièces et sélectionnez Parcelles agricoles. Elles sont classées par ordre alphabétique.
TUTORIAL.FARMING.B,,Drag out 4 separate Farm Plots in a grassy area.,Créer 4 Champs séparés dans une zone herbeuse
TUTORIAL.FARMING_2.A,,Click on each Farm Plot and select a Crop to be planted.,Cliquez sur les Champs et sélectionnez une culture à planter.
TUTORIAL.FARMING_2.A.STEAMDECK,,Press R2 on each Farm Plot and select a Crop to be planted.,Appuyez sur R2 sur chaque parcelle agricole et sélectionnez une culture à planter.
TUTORIAL.FARMING_2.B,,"Skip Hemp, Barley and Hops for now as these are are used for Textiles and Brewing.","Oubliez le chanvre, l'orge et le houblon pour l'instant, car ils sont utilisés pour les textiles et la brasserie."
TUTORIAL.FEASTING_HALL.A,,Settlers eat in the Feasting Hall.,Les colons mangent dans la salle de festin.
TUTORIAL.FEASTING_HALL.B,,The Cauldron furniture for the Feasting Hall is only completed when a Cauldron containing soup is available.,Le chaudron de la salle de festin n'est complété que lorsqu'un chaudron contenant de la soupe est disponible.
TUTORIAL.FEASTING_HALL.C,,Select Rooms and place a Feasting Hall. Mark a Cauldron to be placed in the Feasting Hall later.,Sélectionnez Pièces et placez une salle de festin. Positionner un Chaudron qui sera placé plus tard dans la salle de festin.
TUTORIAL.FOOD_COMPLETE.A,,This simple setup will ensure your Settlers have food once the crops are harvested later in the year.,Cette configuration simple permettra à vos colons d'avoir de la nourriture lorsque les cultures seront récoltées plus tard dans l'année.
TUTORIAL.FOOD_COMPLETE.B,,You can also fish from the river or hunt animals once you have set up a military to provide more food.,Vous pouvez également pêcher dans la rivière ou chasser des animaux une fois que vous avez mis en place une armée pour fournir plus de nourriture.
TUTORIAL.KITCHEN.A,,Crops are harvested in Autumn and should be stored in a Food Stockpile.,Les cultures sont récoltées en automne et doivent être stockées dans une réserve alimentaire.
TUTORIAL.KITCHEN.B,,To get the most from your crops it is best to produce soup from vegetables or bake bread from grain.,"Pour tirer le meilleur parti de vos récoltes, il est préférable de préparer de la soupe à partir des légumes ou de faire du pain à partir des céréales."
TUTORIAL.KITCHEN.C,,"Select Rooms and place a Kitchen. Unlike Farm Plots, most rooms need furniture to function.","Sélectionnez Pièces et placez une cuisine. Contrairement aux parcelles agricoles, la plupart des pièces ont besoin de meubles pour fonctionner."
TUTORIAL.MAIN_VIEW.A,,The controls in the lower-left corner of the screen are the main way of interacting with the game.,Les commandes dans le coin inférieur gauche de l'écran sont le principal moyen d'interagir avec le jeu.
TUTORIAL.MAIN_VIEW.B,,"You can assign orders, queue rooms and furniture to be created, and also adjust the priority of tasks.","Vous pouvez assigner des ordres, des files d'attentes et des aménagements à créer ainsi que ajuster les priorités des tâches."
TUTORIAL.MAIN_VIEW.C,,You can right-click to go back to a previous menu or clear the current selection.,Vous pouvez faire un clic droit avec souris pour revenir à un menu précédent ou effacer la sélection en cours.
TUTORIAL.MAIN_VIEW.C.STEAMDECK,,You can press L2 to go back to a previous menu or clear the current selection.,Vous pouvez appuyer sur L2 pour revenir à un menu précédent ou effacer la sélection en cours.
TUTORIAL.MANAGEMENT_BUTTONS.DESCRIPTION,,The icons to the left of the time and date are various management and overview screens.,Les icônes situées à gauche de l'heure et de la date correspondent à divers écrans de gestion et de vue d'ensemble.
TUTORIAL.MANAGEMENT_BUTTONS.RESOURCE_MANAGEMENT,,View the Resources management screen,Regardez l'écran de gestion des ressources
TUTORIAL.MANAGEMENT_BUTTONS.SETTLER_MANAGEMENT,,View the Settlers management screen,Regardez l'écran de gestion des colons
TUTORIAL.MINIMAP.DESCRIPTION,,This is the Minimap.,C'est la minimap !
TUTORIAL.MINIMAP.PROGRESS,,Click on the Minimap to jump to a location,Click sur la minimap pour aller à un emplacement
TUTORIAL.MINIMAP.PROGRESS.STEAMDECK,,Press R2 with the cursor on the Minimap to jump to a location,Appuyez sur R2 avec le curseur positionner sur la Minimap pour aller à la destination.
TUTORIAL.NEEDS.A,,"Settlers need Food, Drink and Sleep.","Les colons ont besoin de Manger, Boire et Dormir."
TUTORIAL.NEEDS.B,,For now they can drink from the river and sleep on the ground.,"Pour l'instant, ils peuvent boire à la rivière et dormir par terre."
TUTORIAL.NEEDS.C,,However to eat they must grow crops.,"Cependant, pour se nourrir, ils doivent faire pousser des plantations."
TUTORIAL.PROFESSIONS.A,,"Each Settler can have up to 3 Professions assigned, which determines which jobs they will do.","Chaque colon peut se voir attribuer jusqu'à 3 professions, qui déterminent les tâches qu'il effectuera."
TUTORIAL.PROFESSIONS.B,,You can select a Settler to view or change their professions. This can also be done from the Settlers Management screen.,Vous pouvez sélectionner un colon pour afficher ou modifier ses professions. Cela peut également être fait à partir de l'écran de gestion des colons.
TUTORIAL.PROFESSIONS.C,,Assign at least 3 Settlers as Farmers. Be sure to also keep some assigned as Haulers as they're responsible for moving items around.,"Affectez au moins 3 colons comme fermiers. Assurez-vous que certains d'entre eux soient également affectés à la fonction de transporteur, car ils sont chargés de déplacer les objets."
TUTORIAL.PROGRESS_DESCRIPTION.FARM_PLOT_SELECTIONS,Used to show a progress indicator for how many farm plots have a crop selected e.g. 2 of 10 farm plots with a crop assigned,{{ROOMS.FARM.PLURAL}} with a crop assigned,{{ROOMS.FARM.PLURAL}} assigné à une culture.
TUTORIAL.PROGRESS_DESCRIPTION.PROFESSIONS_ASSIGNED,Used to show a progress indicator for how many of a certain profession have been assigned e.g. 2 of 10 farmers assigned,{{professionPlural}} assigned,{{professionPlural}} affecté
TUTORIAL.PROGRESS_DESCRIPTION.TEXT,Used to show a progress indicator in the form: 2 of 10 stone blocks,{{currentQuantity}} of {{requiredQuantity}} {{targetDescription}},{{currentQuantity}} sur {{requiredQuantity}} {{targetDescription}}
TUTORIAL.PROGRESS_DESCRIPTION.TILES,Used to show a progress indicator for a certain number of tiles e.g. 2 of 10 farm plot tiles,{{roomName}} tiles,{{roomName}} cases
TUTORIAL.RESOURCES.A,,Many items are crafted out of Wooden Planks and Stone Blocks. It's important to maintain a steady supply of these.,De nombreux objets sont fabriqués à partir de planches de bois et de blocs de pierre. Il est important de maintenir un approvisionnement régulier de ceux-ci.
TUTORIAL.RESOURCES.B,,Select Orders > Mine. Drag a selection over the mountain area to order your Miners to start mining.,Sélectionnez Ordres > Mine. Faites glisser une sélection sur la zone de montagne pour ordonner à vos mineurs de commencer à miner.
TUTORIAL.RESOURCES.C,,Also select Orders > Chop. Drag a selection over a forested area to order your Woodcutters to start chopping trees.,Ensuite sélectionner Ordres > Couper. Glissez pour sélectionner une zone forestière afin d'ordonner à vos bucherons de commencer à abattre les arbres.
TUTORIAL.RESOURCE_COLLECTION.A,,"With all of this in place, your workshops will start producing Wooden Planks and Stone Blocks.","Avec tout cela en place, vos ateliers commenceront à produire des planches de bois et des blocs de pierre."
TUTORIAL.RESOURCE_COLLECTION.B,,Continue until you have a reasonable supply of Planks and Blocks.,Continuez jusqu'à ce que vous ayez une quantité raisonnable de planches et de blocs.
TUTORIAL.SAVING.A,,Progress is saved automatically at midnight or when you exit the game.,La progression est sauvegardée automatiquement à minuit ou lorsque vous quittez le jeu.
TUTORIAL.SAVING.A.STEAMDECK,,Progress is saved automatically at midnight each day.,La progression est sauvegardée automatiquement à minuit chaque jour.
TUTORIAL.SAVING.B,,You can also press F5 to Quicksave.,Vous pouvez aussi appuyer sur F5 pour faire une sauvegarde rapide.
TUTORIAL.SAVING.B.STEAMDECK,,The game is also saved when you quit from the main menu.,La partie est aussi sauvegader lorsque vous quitter pour le menu principal.
TUTORIAL.SAVING.C,,Press F5 to Quicksave now,Appuyez sur F5 pour faire une sauvegarde rapide
TUTORIAL.SHOW_LABEL,,Show Tutorial,Montrer le tutoriel
TUTORIAL.START.CAMERA_CONTROLS_1,,Press the WASD keys to move the camera around,Appuyez sur les touches ZQSD pour déplacer la caméra autour de vous.
TUTORIAL.START.CAMERA_CONTROLS_1.STEAMDECK,,Use the Left Stick or D-Pad to move the camera around,Utilisez le joystick gauche ou le D-Pad pour déplacer la caméra autour de vous.
TUTORIAL.START.CAMERA_CONTROLS_2,,Press Q & E or scroll the mouse wheel to zoom,Appuyez sur A & E ou faites défiler la molette pour zoomer.
TUTORIAL.START.CAMERA_CONTROLS_2.STEAMDECK,,Press L1 and R1 to zoom in and out,Appuyez sur L1 et R1 pour zoom en avant et en arrière
