KEY,NOTES,ENGLISH,ITALIAN
ROOMS.STOCKPILES.TOOLTIP,,Unused items are placed in stockpiles for easy access.,Gli articoli non utilizzati sono collocati in scorte per un facile accesso.
ROOMS.STOCKPILE_WITH_GROUP_NAME,,{{stockpileGroupName}} {{roomTypeName}},{{stockpileGroupName}} {{roomTypeName}}
ROOMS.TEXTILE_WORKSHOP,,Textile workshop,Laboratorio tessile
ROOMS.TEXTILE_WORKSHOP.TOOLTIP,,Processes {{SEED.HEMP_SEED}} into textiles for a variety of uses.,Lavora {{SEED.HEMP_SEED}} in tessuti per una varietà di usi.
ROOMS.TRADING_DEPOT,,Trading depot,Deposito commerciale
ROOMS.TRADING_DEPOT.TOOLTIP,,Buy and sell items with visiting merchants.,Comprare e vendere oggetti con i commercianti in visita.

ROPE.AGED_ROPE,,Aged,Invecchiata
ROPE.BRONZED_ROPE,,Bronzed,Bronzata
ROPE.GRAY_ROPE,,Gray,Grigia
ROPE.HEMP-ROPE,,Hemp,Canapa
ROPE.TOBACCO_ROPE,Just to describe a light colour,Light,Chiara

RUSTED_SCRAP.NOUN,,Scrap,Rottami
RUSTED_SCRAP.TOOLTIP,,These are the remains of an item that has completed corroded due to rust.,Questi sono i resti di un oggetto che si è completato corroso a causa della ruggine.

SEASON.AUTUMN,,Autumn,Autunno
SEASON.SPRING,,Spring,Primavera
SEASON.SUMMER,,Summer,Estate
SEASON.WINTER,,Winter,Inverno

SEED.BARLEY_SEED,,Barley,Orzo
SEED.BARLEY_SEED.TOOLTIP,{{VEGETABLE.BARLEY.TOOLTIP}},"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un grano utilizzato solo nella produzione di birra. Può essere piantato in {{SEASON.SPRING}}, {{SEASON.SUMMER}} o {{SEASON.AUTUMN}}."
SEED.BERSERKER_MUSHROOM_SPAWN,,Berserker,Berserker
SEED.BERSERKER_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP}},A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,Un fungo con un cappuccio rosa-rosso che porta macchie bianche. Ha proprietà allucinogene che i guerrieri a volte usano in preparazione alla battaglia.
SEED.CARROT_SEED,,Carrot,Carota
SEED.CARROT_SEED.TOOLTIP,{{VEGETABLE.CARROT.TOOLTIP}},"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un ortaggio a radice resistente che sopravvive al gelo {{SEASON.WINTER}}. Le carote crescono rapidamente ma producono solo un piccolo raccolto. Può essere piantato in {{SEASON.SPRING}}, {{SEASON.SUMMER}} o {{SEASON.AUTUMN}}."
SEED.CORN_SEED,,Corn,Mais
SEED.CORN_SEED.TOOLTIP,{{VEGETABLE.CORN.TOOLTIP}},"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","Un grano di cereali conosciuto anche come mais. Produce un raccolto abbondante ma richiede circa 2 stagioni per crescere e non può sopravvivere a {{SEASON.WINTER}}, quindi richiede la semina all'inizio di {{SEASON.SPRING}}."
SEED.DEATH_CAP_SPAWN,,Death cap,Berretto mortale
SEED.DEATH_CAP_SPAWN.TOOLTIP,{{VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP}},"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.",Un fungo molto velenoso con un cappuccio largo e piatto. Mangiare anche una piccola quantità sarà quasi certamente causare avvelenamento che può portare alla morte.
SEED.ELFSBANE_SPAWN,,Elfsbane,Elfsbane
SEED.ELFSBANE_SPAWN.TOOLTIP,{{VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP}},"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Questo fungo ha un gusto semplice e insapore per la maggior parte degli umanoidi. Stranamente, ha un sapore assolutamente disgustoso per gli elfi, che spesso reagiscono con vomito esplosivo al momento del consumo, o in casi estremi, un attacco di cuore."
SEED.FIST_SPAWN,,Fist,Pugno
SEED.FIST_SPAWN.TOOLTIP,{{VEGETABLE.FIST_MUSHROOM.TOOLTIP}},A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Un fungo nero-blu dal sapore metallico. Prende il nome da un gruppo di bardi dall'era delle tenebre.
SEED.GLOW_SPAWN,,Glow,Brillante
SEED.GLOW_SPAWN.TOOLTIP,{{VEGETABLE.GLOW_MUSHROOM.TOOLTIP}},A magic-infused mushroom that gives off light and changes colour with the seasons.,Un fungo magico che emana luce e cambia colore con le stagioni.
SEED.HEMP_SEED,,Hemp,Canapa
SEED.HEMP_SEED.TOOLTIP,,Used to produce rope and fabric after it hsa been processed.,Utilizzato per produrre corda e tessuto dopo che è stato lavorato.
SEED.HOPS_SEED,,Hops,Luppolo
SEED.HOPS_SEED.TOOLTIP,{{VEGETABLE.HOPS.TOOLTIP}},A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,Un fiore utilizzato per l'aromatizzazione della birra. Deve essere piantato in {{SEASON.SPRING}}.
SEED.MILTONIA_SPAWN,,Miltonia,Miltonia
SEED.MILTONIA_SPAWN.TOOLTIP,{{VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP}},"Once thought to exist only in the Hudds region, it is now found throughout the world.","Un tempo si pensava di esistere solo nella regione di Hudds, ora si trova in tutto il mondo."
SEED.POTATO_SEED,,Potato,Patata
SEED.POTATO_SEED.TOOLTIP,{{VEGETABLE.POTATO.TOOLTIP}},"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un ortaggio a radice amidacea che può sopravvivere {{SEASON.WINTER}} che lo rende una buona scelta per la maggior parte degli insediamenti. Può essere piantato in {{SEASON.SPRING}}, {{SEASON.SUMMER}} o {{SEASON.AUTUMN}}."
SEED.PURPLE_HELMET_SPAWN,,Purple helmet,Casco viola
SEED.PURPLE_HELMET_SPAWN.TOOLTIP,{{VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP}},"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Cappello grasso, turbante paffuto, casco gonfio; questo leggendario fungo va con molti nomi. La leggenda sostiene che molto tempo fa, molte comunità di nani sussistevano interamente su un ceppo addomesticato di questo fungo."
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN,,Rociomycota,Rociomycota
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP}},A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,Un fungo macchiato bianco e nero. È noto che influisce sull'aspetto di coloro che la ingeriscono.
SEED.SUNGLOW_SPAWN,,Sunglow,Sunglow
SEED.SUNGLOW_SPAWN.TOOLTIP,{{VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP}},A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,Un fungo giallo brillante che si illumina con l'aspetto della luce solare. Perde questo bagliore nel momento in cui viene raccolto.
SEED.SYRUP_POWDER_SPAWN,,Syrup powder,Sciroppo in polvere
SEED.SYRUP_POWDER_SPAWN.TOOLTIP,{{VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP}},"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","Un fungo rotondo arancione/giallo con una parte inferiore bianca. Si dice che sia stato usato dai maghi molto tempo fa, ma per quale scopo, nessuno lo sa."
SEED.TOMATO_SEED,,Tomato,Pomodoro
SEED.TOMATO_SEED.TOOLTIP,{{VEGETABLE.TOMATO.TOOLTIP}},A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,Una pianta che coltiva grandi bacche rosse spesso utilizzate come ortaggio. Può essere piantato solo in {{SEASON.SPRING}}.
SEED.WHEAT_SEED,,Wheat,Grano
SEED.WHEAT_SEED.TOOLTIP,{{VEGETABLE.WHEAT.TOOLTIP}},"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.","Un grano di cereali generalmente utilizzato per la produzione di pane. Può sopravvivere a {{SEASON.WINTER}} ma richiede un po' di tempo per crescere, quindi è piantato in {{SEASON.SPRING}} o {{SEASON.AUTUMN}}."

SHRUB.DESCRIPTION,Shrub or bush should do,Bush,Cespuglio

SKILL.ARCHERY.FEMALE_NOUN,,Archer,Arciera
SKILL.ARCHERY.MALE_NOUN,,Archer,Arciere
SKILL.ARCHERY.TOOLTIP,,Skill with the bow,Abilità con l'arco
SKILL.AXES.FEMALE_NOUN,,Axewoman,Donna con ascia
SKILL.AXES.MALE_NOUN,,Axeman,Uomo con ascia
SKILL.AXES.TOOLTIP,,Skill with axes,Abilità con l'uso delle asce
SKILL.CROSSBOWS.FEMALE_NOUN,,Arbalist,Balestriere
SKILL.CROSSBOWS.MALE_NOUN,,Arbalist,Balestriere
SKILL.CROSSBOWS.TOOLTIP,,Skill with the crossbow,Abilità con la balestra
SKILL.MACES.FEMALE_NOUN,,Hammerer,Martellatrice
SKILL.MACES.MALE_NOUN,,Hammerer,Martellatore
SKILL.MACES.TOOLTIP,,Skill with hammers and maces,Abilità con martelli e mazze
SKILL.SWORDSMANSHIP.FEMALE_NOUN,,Swordswoman,Spadaccina
SKILL.SWORDSMANSHIP.MALE_NOUN,,Swordsman,Spadaccino
SKILL.SWORDSMANSHIP.TOOLTIP,,Skill with the sword,Abilità con la spada
SKILL.UNARMED_COMBAT.FEMALE_NOUN,,Brawler,Rissosa
SKILL.UNARMED_COMBAT.MALE_NOUN,,Brawler,Rissoso
SKILL.UNARMED_COMBAT.TOOLTIP,,Skill in unarmed combat,Abilità nel combattimento a mani nude

SKIN.BOAR_HIDE,,Boar,Cinghiale
SKIN.DEER_HIDE,,Deer,Cervo
SKIN.DWARF_HIDE,,Dwarf,Gnomo
SKIN.ELEPHANT_HIDE,,Elephant,Elefante
SKIN.HORSE_HIDE,,Horse,Cavallo

STATUS.ALCOHOL_WITHDRAWL,,Alcohol withdrawl,Ritiro dell'alcol
STATUS.BLEEDING,,Bleeding,Sanguinamento
STATUS.BLINDED,,Blind,Cieco
STATUS.DEATH,,Dead,Morto
STATUS.DRUNK,,Drunk,Ubriaco
STATUS.DYING_OF_HUNGER,,Dying of hunger,Morto di fame
STATUS.DYING_OF_THIRST,,Dying of thirst,Morto di sete
STATUS.EXHAUSTED,,Exhausted,Esausto
STATUS.INTERNAL_BLEEDING,,Internal bleeding,Emorragia interna
STATUS.KNOCKED_UNCONSCIOUS,,Unconscious,Inconscio
STATUS.LOSS_MAIN_HAND,,Loss of main hand,Perdita della mano principale
STATUS.LOSS_OFF_HAND,,Loss of off hand,Perdita della mano secondaria
STATUS.MOVEMENT_IMPAIRED,,Impaired movement,Movimenti compromessi
STATUS.ON_FIRE,,On fire,In fiamme
STATUS.POISONED,,Poisoned,Avvelenato
STATUS.TEMPORARILY_BLINDED,,Temporarily blinded,Temporaneamente accecato
STATUS.VERY_HUNGRY,,Very hungry,Molto affamato
STATUS.VERY_THIRSTY,,Very thirsty,Molto assetato

STOCKPILE.GROUP.FOOD,,Food,Cibo
STOCKPILE.GROUP.FOOD.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,Conserva frutta e verdura raccolte che possono scadere.
STOCKPILE.GROUP.FUEL,,Fuel,Combustibile
STOCKPILE.GROUP.GRANARY,,Granary,Granaio
STOCKPILE.GROUP.GRANARY.TOOLTIP,,Stores grains and seeds which will not expire.,Conserva grani e semi che non scadono.
STOCKPILE.GROUP.PRODUCTS,,Products,Prodotti
STOCKPILE.GROUP.RAW_MATERIALS,,Raw materials,Materie prime
STOCKPILE.GROUP.SEEDS,,Seeds,Semi
STOCKPILE.GROUP.TOOLS,,Tools,Attrezzi
STOCKPILE.GROUP.TOOLS.TOOLTIP,,Stores tools required for working on jobs.,Immagazzina gli strumenti necessari per il lavoro.
STOCKPILE.GROUP.TREASURE,,Treasure,Tesoro
STOCKPILE.GROUP.WEAPONS,,Weapons,Armi
STOCKPILE.GROUP.WEAPONS.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,Conserva le tue armi.

STONE.BASALT.ADJECTIVE,,Basalt,di basalto
STONE.BASALT.NOUN,,Basalt,Basalto
STONE.BASALT.TOOLTIP,,An igneous rock formed by the rapid cooling of lava. Almost all of the volcanic rock in the world is basalt.,Una roccia ignea formata dal rapido raffreddamento della lava. Quasi tutta la roccia vulcanica del mondo è basalto.
STONE.DOLOSTONE.ADJECTIVE,,Dolostone,di roccia dolomitica
STONE.DOLOSTONE.NOUN,,Dolostone,Roccia dolomitica
STONE.DOLOSTONE.TOOLTIP,,"A sedimentary rock mostly made up of the mineral dolomite, so it is also known as dolomite rock.","Una roccia sedimentaria costituita per lo più dalla dolomite minerale, quindi è conosciuta anche come roccia dolomitica."
STONE.FRONITE.ADJECTIVE,,Frónite,Fronite
STONE.FRONITE.NOUN,,Frónite,Fronite
STONE.FRONITE.TOOLTIP,,A blue-hued rock mostly found on an icy island to the north. It has a high iron content.,Una roccia dalle tonalità blu che si trova per lo più su un'isola ghiacciata a nord. Ha un alto contenuto di ferro.
STONE.GRANITE.ADJECTIVE,,Granite,di granito
STONE.GRANITE.NOUN,,Granite,Granito
STONE.GRANITE.TOOLTIP,,"A common type of igneous rock. It has a large proportion of quartz, making it good for locating certain gemstones.","Un tipo comune di roccia ignea. Ha una grande percentuale di quarzo, che lo rende ideale per la localizzazione di alcune gemme."
STONE.LIMESTONE.ADJECTIVE,,Limestone,di pietra calcarea
STONE.LIMESTONE.NOUN,,Limestone,Pietra calcarea
STONE.LIMESTONE.TOOLTIP,,A lightly-coloured sedimentary rock which makes for a good building material. It is also used as a flux in the production of {{METAL.STEEL.NOUN}}.,Una roccia sedimentaria dai colori chiari che crea un buon materiale da costruzione. Viene utilizzato anche come flusso nella produzione di {{METAL.STEEL.NOUN}}.
STONE.MARBLE.ADJECTIVE,,Marble,di marmo
STONE.MARBLE.NOUN,,Marble,Marmo
STONE.MARBLE.TOOLTIP,,A metamorphic rock which is used as a high-quality material for sculpture and masonry due to its brilliant appearance.,Una roccia metamorfa utilizzata come materiale di alta qualità per la scultura e la muratura grazie al suo aspetto brillante.
STONE.SANDSTONE.ADJECTIVE,,Sandstone,di arenaria
STONE.SANDSTONE.NOUN,,Sandstone,Arenaria
STONE.SANDSTONE.TOOLTIP,,"A sedimentary rock composed of sand-like fragments. ",Una roccia sedimentaria composta da frammenti di sabbia.
STONE.SHALE.ADJECTIVE,,Shale,di scisto
STONE.SHALE.NOUN,,Shale,Scisto
STONE.SHALE.TOOLTIP,,A fine-grained sedimentary rock composed of pressurized mud. It can be easily broken into thin layers.,Una roccia sedimentaria a grana fine composta da fango pressurizzato. Può essere facilmente rotto in strati sottili.
STONE.SLATE.ADJECTIVE,,Slate,di ardesia
STONE.SLATE.NOUN,,Slate,Ardesia
STONE.SLATE.TOOLTIP,,A metamorphic rock that is usually formed out of {{STONE.SHALE.NOUN}}. It is often made into tiles for roofing or writing.,Una roccia metamorfa che di solito è formata da {{STONE.SHAL.NOUN}}. Viene spesso trasformato in piastrelle per coperture o scrittura.

TOOL.AXE.NOUN,,Axe,Ascia
TOOL.AXE.PLURAL,,Axes,Asce
TOOL.AXE.TOOLTIP,,Used to chop down trees. The primary tool of a {{PROFESSION.WOODCUTTER}}.,Usato per abbattere gli alberi. Lo strumento principale di un {{PROFESSION.WOODCUTTER}}.
TOOL.CHISEL.NOUN,,Chisel,Scalpello
TOOL.CHISEL.PLURAL,,Chisels,Scalpelli
TOOL.CHISEL.TOOLTIP,,Used to sculpt rock into shape. One of the tools used by a {{PROFESSION.STONEMASON}}.,Utilizzato per scolpire la roccia in forma. Uno degli strumenti utilizzati da {{PROFESSION.STONEMASON}}.
TOOL.FISHING.ROD.NOUN,,Fishing rod,Canna da pesca
TOOL.FISHING.ROD.PLURAL,,Fishing rods,Canne da pesca
TOOL.FISHING.ROD.TOOLTIP,,Used to catch fish from a body of water. The primary tool of a {{PROFESSION.FISHER}}.,Utilizzato per catturare pesci da un corpo d'acqua. Lo strumento principale di un {{PROFESSION.FISHER}}.
TOOL.KITCHEN.KNIFE.NOUN,,Kitchen knife,Coltello da cucina
TOOL.KITCHEN.KNIFE.PLURAL,,Kitchen knives,Coltelli da cucina
TOOL.KITCHEN.KNIFE.TOOLTIP,,"Used to prepare food, particularly meat.","Utilizzato per preparare il cibo, in particolare la carne."
TOOL.LARGE.HAMMER.NOUN,,Large hammer,Martello grande
TOOL.LARGE.HAMMER.PLURAL,,Large hammers,Grandi martelli
TOOL.LARGE.HAMMER.TOOLTIP,,Used to bash large items of stone and metal into shape. The primary tool of a {{PROFESSION.BLACKSMITH}}.,Utilizzato per bash grandi oggetti di pietra e metallo in forma. Lo strumento principale di un {{PROFESSION.BLACKSMITH}}.
TOOL.PICKAXE.NOUN,,Pickaxe,Piccone
TOOL.PICKAXE.PLURAL,,Pickaxes,Picconi
TOOL.PICKAXE.TOOLTIP,,Used to break stone into smaller pieces. The primary tool of a {{PROFESSION.MiNER}}.,Utilizzato per rompere la pietra in pezzi più piccoli. Lo strumento principale di un {{profession.miner}}.
TOOL.PLANE.NOUN,A carpenter's plane,Plane,Pialla
TOOL.PLANE.PLURAL,A carpenter's plane,Planes,Pialle
TOOL.PLANE.TOOLTIP,,Used to shave wooden furniture and items into shape. The primary tool of a {{PROFESSION.CARPENTER}}.,Utilizzato per radere mobili in legno e oggetti in forma. Lo strumento principale di un {{PROFESSION.CARPENTER}}.
TOOL.ROLLING.PIN.NOUN,,Rolling pin,Mattarello
TOOL.ROLLING.PIN.PLURAL,,Rolling pins,Mattarelli
TOOL.ROLLING.PIN.TOOLTIP,,Used to prepare dough. One of the tools used by a {{PROFESSION.CHEF}}.,Utilizzato per preparare la pasta. Uno degli strumenti utilizzati da un {{PROFESSION.CHEF}}.
TOOL.SAW.NOUN,A carpenter's saw,Saw,Sega
TOOL.SAW.PLURAL,A carpenter's saw,Saws,Seghe
TOOL.SAW.TOOLTIP,,Used to cut wood into shape. Required for cutting lumber in the {{ROOMS.SAWMILL}}.,Utilizzato per tagliare il legno in forma. Necessario per il taglio del legname nel {{ROOMS.SEWMILL}}.
TOOL.SMALL.HAMMER.NOUN,,Hammer,Martello
TOOL.SMALL.HAMMER.PLURAL,,Hammers,Seghe
TOOL.SMALL.HAMMER.TOOLTIP,,Used to bash small items of stone and metal into shape. One of the tools used by a {{PROFESSION.BLACKSMITH}}.,Utilizzato per modellare piccoli oggetti di pietra e metallo. Uno degli strumenti utilizzati da un {{PROFESSION.BLACKSMITH}}.
TOOL.TONGS.NOUN,A blacksmith's tongs,Tongs,Tenaglie
TOOL.TONGS.PLURAL,A blacksmith's tongs,Sets of tongs,Set di pinze
TOOL.TONGS.TOOLTIP,,Used to hold extremely hot metal items. Used in the process of smelting metal ore.,Utilizzato per contenere oggetti metallici estremamente caldi. Utilizzato nel processo di fusione del minerale metallico.

TREASURE.COIN.NOUN,,Coin,Moneta
TREASURE.COIN.PLURAL,,Coins,Monete
TREASURE.COIN.TOOLTIP,,Minted coins used as a form of currency for trading.,Monete coniate utilizzate come forma di valuta per il commercio.
TREASURE.GEM.NOUN,,Gem,Gemma
TREASURE.GEM.PLURAL,,Gems,Gemme
TREASURE.GEM.TOOLTIP,,Gems that have been cut and polished to enhance their beauty. Most commonly used as ornamentation.,Gemme tagliate e lucidate per esaltarne la bellezza. Più comunemente utilizzate come ornamento.

TREE.DESCRIPTION,E.g. “Oak tree”,{{materialType.noun}} tree,Pianta {{materialType.noun}}

TUTORIAL.COMPLETED.A,,This covers the basics of playing.,Questo copre le basi del gioco.
TUTORIAL.COMPLETED.B,,"You should aim to set up a functioning {{ROOMS.SMITHY}} with a {{FURNITURE.FORGE}} provided with fuel and refined metal ore, to produce metal items.","Dovreste puntare a creare una {{ROOMS.SMITHY}} funzionante con una {{FURNITURE.FORGE}} dotata di combustibile e minerale metallico raffinato, per produrre oggetti in metallo."
TUTORIAL.COMPLETED.C,,"Also, you should move your settlement underground or at least build a roof overhead to protect your Settlers and iron items from the weather.","Inoltre, dovreste spostare il vostro insediamento sottoterra o almeno costruire un tetto per proteggere i vostri coloni e gli oggetti di ferro dalle intemperie."
TUTORIAL.COMPLETED.D,,Good luck!,Buona fortuna!
TUTORIAL.CRAFTING.A,,Rooms with furniture that produce items are controlled using Import and Export Pallets.,Le stanze con mobili che producono articoli sono controllate con pallet di importazione ed esportazione.
TUTORIAL.CRAFTING.B,,Place at least one Import Pallet and Export Pallet in both the Sawmill and Masonry Workshop.,Posizionare almeno un pallet di importazione e un pallet di esportazione sia nella Segheria che nell'Officina di muratura.
TUTORIAL.CRAFTING.C,,"Also, place a Products Stockpile which will hold the items that are produced.","Inoltre, collocare una scorta di prodotti che conterrà gli articoli prodotti."
TUTORIAL.CRAFTING_SELECTION.A,,Select each Import and Export Pallet and select the item to be imported or exported from the room.,Selezionare ciascun pallet di importazione ed esportazione e scegliere l'articolo da importare o esportare dalla stanza.
TUTORIAL.CRAFTING_SELECTION.B,,"In the Sawmill, import Logs and export Planks.","Nella Segheria, importare Tronchi ed esportare Tavole."
TUTORIAL.CRAFTING_SELECTION.C,,"In the Masonry Workshop, import Rough stone boulders and export Blocks.","Nell'officina di muratura, importare massi di pietra grezza ed esportare blocchi."
TUTORIAL.DISMISS_DIALOG.CONFIRM_TEXT,,Dismiss Tutorial,Termina il tutorial
TUTORIAL.DISMISS_DIALOG.DESCRIPTION,,Are you sure you want to end the tutorial?,Siete sicuri di voler terminare il tutorial?
TUTORIAL.DISMISS_DIALOG.TITLE,,End Tutorial?,Fine del tutorial?
TUTORIAL.FARMING.A,,Click on Rooms and select Farm Plot. They are listed alphabetically.,Fare clic su Stanze e selezionare Trama della fattoria. Le stanze sono elencate in ordine alfabetico.
TUTORIAL.FARMING.B,,Drag out 4 separate Farm Plots in a grassy area.,Trascinare 4 appezzamenti agricoli separati in un'area erbosa.
TUTORIAL.FARMING_2.A,,Click on each Farm Plot and select a Crop to be planted.,Fare clic su ogni parcella della fattoria e selezionare una coltura da piantare.
TUTORIAL.FARMING_2.A.STEAMDECK,,Press R2 on each Farm Plot and select a Crop to be planted.,Premere R2 su ogni appezzamento della fattoria e selezionare una coltura da piantare.
TUTORIAL.FARMING_2.B,,"Skip Hemp, Barley and Hops for now as these are are used for Textiles and Brewing.","Per il momento, saltate la canapa, l'orzo e il luppolo, che vengono utilizzati per i tessuti e la produzione di birra."
TUTORIAL.FEASTING_HALL.A,,Settlers eat in the Feasting Hall.,I coloni mangiano nella Sala dei banchetti.
TUTORIAL.FEASTING_HALL.B,,The Cauldron furniture for the Feasting Hall is only completed when a Cauldron containing soup is available.,L'arredamento del Calderone per la Sala dei banchetti viene completato solo quando è disponibile un Calderone contenente zuppa.
TUTORIAL.FEASTING_HALL.C,,Select Rooms and place a Feasting Hall. Mark a Cauldron to be placed in the Feasting Hall later.,Selezionare le Stanze e collocare una Sala dei banchetti. Contrassegnare un Calderone da collocare successivamente nella Sala dei banchetti.
TUTORIAL.FOOD_COMPLETE.A,,This simple setup will ensure your Settlers have food once the crops are harvested later in the year.,Questa semplice impostazione garantirà ai vostri Coloni di avere cibo quando le colture saranno raccolte nel corso dell'anno.
TUTORIAL.FOOD_COMPLETE.B,,You can also fish from the river or hunt animals once you have set up a military to provide more food.,È anche possibile pescare dal fiume o cacciare animali una volta creato un esercito per procurarsi più cibo.
TUTORIAL.KITCHEN.A,,Crops are harvested in Autumn and should be stored in a Food Stockpile.,I raccolti vengono effettuati in autunno e devono essere conservati in una scorta alimentare.
TUTORIAL.KITCHEN.B,,To get the most from your crops it is best to produce soup from vegetables or bake bread from grain.,"Per ottenere il massimo dai vostri raccolti, è meglio produrre una zuppa con le verdure o preparare il pane con i cereali."
TUTORIAL.KITCHEN.C,,"Select Rooms and place a Kitchen. Unlike Farm Plots, most rooms need furniture to function.","Selezionare le stanze e posizionare una cucina. A differenza dei terreni agricoli, la maggior parte delle stanze ha bisogno di mobili per funzionare."
TUTORIAL.MAIN_VIEW.A,,The controls in the lower-left corner of the screen are the main way of interacting with the game.,I controlli nell'angolo in basso a sinistra dello schermo sono il modo principale per interagire con il gioco.
TUTORIAL.MAIN_VIEW.B,,"You can assign orders, queue rooms and furniture to be created, and also adjust the priority of tasks.","È possibile assegnare ordini, accodare stanze e mobili da creare e regolare la priorità dei compiti."
TUTORIAL.MAIN_VIEW.C,,You can right-click to go back to a previous menu or clear the current selection.,È possibile fare clic con il tasto destro del mouse per tornare a un menu precedente o cancellare la selezione corrente.
TUTORIAL.MAIN_VIEW.C.STEAMDECK,,You can press L2 to go back to a previous menu or clear the current selection.,È possibile premere L2 per tornare a un menu precedente o cancellare la selezione corrente.
TUTORIAL.MANAGEMENT_BUTTONS.DESCRIPTION,,The icons to the left of the time and date are various management and overview screens.,Le icone a sinistra dell'ora e della data rappresentano varie schermate di gestione e di panoramica.
TUTORIAL.MANAGEMENT_BUTTONS.RESOURCE_MANAGEMENT,,View the Resources management screen,Visualizzare la schermata di gestione delle risorse
TUTORIAL.MANAGEMENT_BUTTONS.SETTLER_MANAGEMENT,,View the Settlers management screen,Visualizzare la schermata di gestione dei coloni
TUTORIAL.MINIMAP.DESCRIPTION,,This is the Minimap.,Questa è la minimappa.
TUTORIAL.MINIMAP.PROGRESS,,Click on the Minimap to jump to a location,Fare clic sulla minimappa per passare a una posizione.
TUTORIAL.MINIMAP.PROGRESS.STEAMDECK,,Press R2 with the cursor on the Minimap to jump to a location,Premere R2 con il cursore sulla minimappa per saltare a una posizione.
TUTORIAL.NEEDS.A,,"Settlers need Food, Drink and Sleep.","I coloni hanno bisogno di cibo, bevande e sonno."
TUTORIAL.NEEDS.B,,For now they can drink from the river and sleep on the ground.,Per ora possono bere dal fiume e dormire per terra.
TUTORIAL.NEEDS.C,,However to eat they must grow crops.,"Tuttavia, per mangiare devono coltivare."
TUTORIAL.PROFESSIONS.A,,"Each Settler can have up to 3 Professions assigned, which determines which jobs they will do.","A ogni Colono possono essere assegnate fino a 3 Professioni, che determinano i lavori da svolgere."
TUTORIAL.PROFESSIONS.B,,You can select a Settler to view or change their professions. This can also be done from the Settlers Management screen.,È possibile selezionare un Colono per visualizzare o modificare le sue professioni. Questa operazione può essere effettuata anche dalla schermata Gestione coloni.
TUTORIAL.PROFESSIONS.C,,Assign at least 3 Settlers as Farmers. Be sure to also keep some assigned as Haulers as they're responsible for moving items around.,"Assegnate almeno 4 Coloni come Agricoltori. Assicuratevi di assegnarne qualcuno anche come Trasportatore, perché è responsabile dello spostamento degli oggetti."
TUTORIAL.PROGRESS_DESCRIPTION.FARM_PLOT_SELECTIONS,Used to show a progress indicator for how many farm plots have a crop selected e.g. 2 of 10 farm plots with a crop assigned,{{ROOMS.FARM.PLURAL}} with a crop assigned,{{ROOMS.FARM.PLURAL}} con un raccolto assegnato
TUTORIAL.PROGRESS_DESCRIPTION.PROFESSIONS_ASSIGNED,Used to show a progress indicator for how many of a certain profession have been assigned e.g. 2 of 10 farmers assigned,{{professionPlural}} assigned,{{professionPlural}} assegnato
