KEY,NOTES,ENGLISH,TURKISH
ITEM_GROUP.RESOURCE.PLURAL,,Resources,Kaynaklar
ITEM_GROUP.TOOL.PLURAL,,Tools,Araçlar

LANGUAGE.LABEL,,Language,Dil

LIQUID.BEER.NOUN,,Beer,Bira
LIQUID.BEER.TOOLTIP,,"Beloved by dwarves, this will provide a substantial happiness bonus for a while. The only problem is that they will eventually require it to get through the working day.","Cüceler tarafından sevilir, tüketildiğinde geçici bir süre mutluluk bonusu sağlar. Tek sorun eninde sonunda işlerini tamamlamaları gerekecek olması."
LIQUID.HOPPED_WORT.NOUN,,Hopped wort,Şerbetçiotu
LIQUID.HOPPED_WORT.TOOLTIP,,This is the final stage of unfermented beer before it is placed in a {{FERMENTATION_TANK}} to produce drinkable beer.,Fermente edilmemiş biranın içilebilir bira elde etmek adına {{FERMENTATION_TANK}} konulmasındaki son adım.
LIQUID.WATER.NOUN,,Water,Su
LIQUID.WORT.NOUN,,Wort,Mayşe
LIQUID.WORT.TOOLTIP,,"This is unfermented beer, it requires {{VEGETABLE.HOPS}} to be added in a {{FURNITURE.BREW_KETTLE}} for flavour before it can be fermented.","Fermente edilmemiş bira. Fermente edilmeden önce armolanması için {{VEGETABLE.HOPS}}  {{FURNITURE.BREW_KETTLE}} içine konulması gerekir. "

MADNESS.BROKEN.ADJECTIVE,,Broken,Kırık
MADNESS.BROKEN.TOOLTIP,,"This settler was so unhappy that they have been pushed past the breaking point and will no longer work or even eat! ","Bu vatandaş uzun süredir mutsuzdu ve sonunda kırılma noktasına ulaştı, artık ne çalışıyor nede yemek yiyor."

MATERIAL,Used for specifying which material something is made out of,Material,Materyal

MATERIAL_TYPE,,Type,Tip
MATERIAL_TYPE.ANY,For allowing any kind of material to be used,Any,Hepsi
MATERIAL_TYPE.CLOTH.ADJECTIVE,," ",
MATERIAL_TYPE.CLOTH.NOUN,," ",
MATERIAL_TYPE.EARTH.ADJECTIVE,,Earthen,Topraktan
MATERIAL_TYPE.EARTH.NOUN,,Earth,Toprak
MATERIAL_TYPE.FOODSTUFF.NOUN,,Food,Yemek
MATERIAL_TYPE.GEM.NOUN,This is only used as a noun,Gem,Değerli Taş
MATERIAL_TYPE.METAL.ADJECTIVE,,Metallic,Metalik
MATERIAL_TYPE.METAL.NOUN,,Metal,Metal
MATERIAL_TYPE.ORE.NOUN,This is only used as a noun,Ore,Cevher
MATERIAL_TYPE.OTHER.NOUN,This isn't actually used in-game yet so won't be combined with other words,Other,Diğer
MATERIAL_TYPE.ROPE.ADJECTIVE,," ",
MATERIAL_TYPE.ROPE.NOUN,," ",
MATERIAL_TYPE.SEED.NOUN,For saying something is “made up of seed”,Seed,Tohumu
MATERIAL_TYPE.SKIN.ADJECTIVE,," ",
MATERIAL_TYPE.SKIN.NOUN,," ",
MATERIAL_TYPE.STONE.ADJECTIVE,,,"Taştan "
MATERIAL_TYPE.STONE.NOUN,,Stone,Taş
MATERIAL_TYPE.VEGETABLE.NOUN,Used to make up “Vegetable soup”,Vegetable,Sebze
MATERIAL_TYPE.VITRIOL.ADJECTIVE,,Vitriol of,Vitriol
MATERIAL_TYPE.VITRIOL.NOUN,,Vitriol,Vitriol
MATERIAL_TYPE.WOOD.ADJECTIVE,,Wooden,Tahtadan
MATERIAL_TYPE.WOOD.NOUN,,Wood,Tahta

MEAT.BOAR_MEAT,,Boar,
MEAT.CARP_MEAT.NOUN,,Carp,
MEAT.CARP_MEAT.PLURAL,,Carp,
MEAT.DEER_MEAT,,Deer,
MEAT.DWARF_FLESH,,Dwarf flesh,
MEAT.ELEPHANT_MEAT,,Elephant,
MEAT.FOX_MEAT,,Fox,
MEAT.PERCH_MEAT.NOUN,,Perch,
MEAT.PERCH_MEAT.PLURAL,,Perch,
MEAT.PIKE_MEAT.NOUN,,Pike,
MEAT.PIKE_MEAT.PLURAL,,Pike,

MECHANISM.FURNITURE.CONSUMING_POWER,,Working - consuming {{power}} power,
MECHANISM.FURNITURE.CRAFTING_STATION_REQUIRES_POWER,,Working very slowly - not enough power,
MECHANISM.FURNITURE.CRAFTING_STATION_REQUIRES_POWER.TOOLTIP,,This furniture requires an underground power connection to a power-producer such as a {{FURNITURE.WINDMILL}} or {{FURNITURE.WATERWHEEL}}.,
MECHANISM.FURNITURE.PRODUCING_POWER,,Working - producing {{power}} power,
MECHANISM.FURNITURE.REQUIRES_OUTSIDE_PLACEMENT,,This must be outside to function correctly,
MECHANISM.FURNITURE.REQUIRES_POWER,,Disabled - not enough power,
MECHANISM.FURNITURE.REQUIRES_POWER.TOOLTIP,,This furniture requires an underground power connection to a power-producer such as a {{FURNITURE.WINDMILL}} or {{FURNITURE.WATERWHEEL}}.,
MECHANISM.FURNITURE.REQUIRES_POWER_GRID,,Disabled - connect to an underground power connection,
MECHANISM.FURNITURE.REQUIRES_POWER_GRID.TOOLTIP,,This furniture requires an underground power connection - see the {{GUI.BUILD.POWER}} option in the {{GUI.BUILD_LABEL}} menu.,
MECHANISM.STONE.GEAR.NOUN,,Gear assembly,
MECHANISM.STONE.GEAR.TOOLTIP,,This contraption links up mechanical power in all 4 directions.,
MECHANISM.WOODEN.SHAFT.NOUN,,Shaft,
MECHANISM.WOODEN.SHAFT.TOOLTIP,,A wooden shaft links mechanical power in 2 directions.,

MENU.CONTINUE_GAME,,Continue,Oyuna Devam Et
MENU.CREDITS,,Credits,
MENU.JOIN_DISCORD,,Join Discord,
MENU.LINK_TWITCH_ACCOUNT,,Link Twitch,
MENU.LOAD_GAME,,Load,
MENU.MODS,,Mods,Modlar
MENU.NEW_GAME,,New Game,Yeni Oyun Başlat
MENU.OPTIONS,,Options,Ayarlar
MENU.QUIT,,Quit,Çıkış
MENU.SAVE_AND_QUIT,,Save & Quit,
MENU.TOGGLE_FULLSCREEN,,Toggle fullscreen,Tam ekran yap

METAL.BRONZE.ADJECTIVE,,Bronze,Bronz
METAL.BRONZE.NOUN,,Bronze,Bronz
METAL.BRONZE.TOOLTIP,,Bronze is an alloy of copper and tin. It is harder and much more durable than copper alone. (Alloys have not yet been implemented),Bronz bir bakır ve kalay alaşımıdır. Bakıra nazaran çok daha sağlam ve dayanıklıdır. (Alaşımlar henüz King Under the Mountain'a eklenmedi)
METAL.COPPER.ADJECTIVE,,Copper,Bakır
METAL.COPPER.NOUN,,Copper,Bakır
METAL.COPPER.TOOLTIP,,"As well as occuring naturally as {{ORE.NATIVE_COPPER.NOUN}}, it is also easy to smelt from {{ORE.MALACHITE.NOUN}} ore. Copper has many uses, particularly in coinage, though it is not hard enough to create effective weapons.","{{ORE.NATIVE_COPPER.NOUN}}  doğada bulunmanın yanı sıra,  {{ORE.MALACHITE.NOUN}} eritilerek de elde edilebilir. Bakır, iyi bir silah elde edilememesine rağmen özellikle bozuk para yapımı gibi bir çok alanda kullanılabilir."
METAL.COPPER_PATINA.ADJECTIVE,,Copper,
METAL.COPPER_PATINA.NOUN,,Copper (Patina),
METAL.COPPER_PATINA.TOOLTIP,,{{METAL.COPPER.TOOLTIP}},
METAL.GOLD.ADJECTIVE,,Golden,Altın
METAL.GOLD.NOUN,,Gold,Altın
METAL.GOLD.TOOLTIP,,"The king of metals. Although it is not the rarest or most valuable, gold is the most coveted metal by most races – particularly dwarves.","Metallerin kralı. Her ne kadar en nadiri veya en değerlisi olmasada, altın Cüceler başta olmak üzere tüm ırklar tarafından en çok arzulanan metal."
METAL.IRON.ADJECTIVE,,Iron,Demir
METAL.IRON.NOUN,,Iron,Demir
METAL.IRON.TOOLTIP,,It is a poor military which does not have access to iron. Dwarven metalsmiths know the secrets of working this into {{METAL.STEEL.NOUN}}.,"Demiri olmayan bir ordu, zayıf bir ordudur. Cüce demircileri bu cevheri {{METAL.STEEL.NOUN}} çevirmenin sırların vakıflar."
METAL.PLATINUM.ADJECTIVE,,Platinum,Platin
METAL.PLATINUM.NOUN,,Platinum,Platin
METAL.PLATINUM.TOOLTIP,,A silver-white metal that is highly resistant to corrosion. Platinum is rarer and therefore more valuable than {{METAL.GOLD.NOUN}}.,"Paslanmaya karşı dayanıklı, beyaz gümüş renge sahip bir metal. Platin {{METAL.GOLD.NOUN}} daha nadir ve bu yüzden de daha değerlidir. "
METAL.RUSTED_IRON.ADJECTIVE,,Rusted iron,
METAL.RUSTED_IRON.NOUN,,Rust,
METAL.RUSTED_IRON.TOOLTIP,,Iron turns to rust when exposed to rain for a long period. Eventually this will decay completely!,
METAL.SILVER.ADJECTIVE,,Silver,Gümüş
METAL.SILVER.NOUN,,Silver,Gümüş
METAL.SILVER.TOOLTIP,,"Like {{METAL.GOLD.NOUN}}, silver is often used for coinage and as solid bars for the trading of wealth. ","{{METAL.GOLD.NOUN}} gibi, gümüşde genellikle madeni para yapımında ve külçeler halinde ticarette kullanılır."
METAL.STEEL.ADJECTIVE,,Steel,Çelik
METAL.STEEL.NOUN,,Steel,Çelik
METAL.STEEL.TOOLTIP,,"Far stronger than {{METAL.IRON.NOUN}} which makes for superior weapons and tools, only the dwarves know the secret of creating steel.","{{METAL.IRON.NOUN}} çok daha sağlamdır. Bu yüzden silah ve eşya yapımında rağbet görür, nasıl elde edildiği sadece cüceler tarafından bilinmektedir."
METAL.TIN.ADJECTIVE,,Tin,Kalay
METAL.TIN.NOUN,,Tin,Kalay
METAL.TIN.TOOLTIP,,Tin can be smelted from {{ORE.CASSITERITE.NOUN}} and alloyed with {{METAL.COPPER.NOUN}} to produce {{METAL.BRONZE.NOUN}}. (Alloys have not yet been implemented),Kalay {{ORE.CASSITERITE.NOUN}} eritilmesi elde edilebilir. {{METAL.COPPER.NOUN}} ile alaşımlanır ise  {{METAL.BRONZE.NOUN}} üretilebilir. (Alaşımlar King Under the Mountain'a eklenmedi)

MILITARY.FORMATION.COLUMN,,Column - Narrow,
MILITARY.FORMATION.COLUMN_DOUBLE,,Column - Wide,
MILITARY.FORMATION.COLUMN_SINGLE,,Column,
MILITARY.FORMATION.GRID,,Grid - Narrow,
MILITARY.FORMATION.GRID_DOUBLE,,Grid - Wide,
MILITARY.FORMATION.GRID_SINGLE,,Grid,
MILITARY.FORMATION.LINE,,Line - Narrow,
MILITARY.FORMATION.LINE_DOUBLE,,Line - Wide,
MILITARY.FORMATION.LINE_SINGLE,,Line,
MILITARY.SQUAD.DEFAULT_NAME,,Squad,
MILITARY.SQUAD.ORDER_DESCRIPTION.COMBAT,,In Combat,
MILITARY.SQUAD.ORDER_DESCRIPTION.GUARDING,,Guarding,
MILITARY.SQUAD.ORDER_DESCRIPTION.OFF_DUTY,,Off Duty,
MILITARY.SQUAD.ORDER_DESCRIPTION.RETREATING,,Retreating,
MILITARY.SQUAD.ORDER_DESCRIPTION.TRAINING,,Training,
MILITARY.SQUAD.SHIFT.DAYTIME,Used to assign a squad to active duty during the daytime,Day shift,
MILITARY.SQUAD.SHIFT.NIGHTTIME,Used to assign a squad to active duty during the nighttime,Night shift,

MODS.APPLY,,Apply,Uygula
MODS.BUTTON.BROWSE,,Browse Mods,
MODS.BUTTON.REFRESH,,Refresh,
MODS.COMPATIBILITY.COMPATIBLE,,Yes,Evet
MODS.COMPATIBILITY.INCOMPATIBLE,,No,Hayır
MODS.COMPATIBILITY.UNKNOWN,,Unknown,Bilinmeyen
MODS.EMAIL_LOGIN.CHECK_EMAIL,,"Check your email for an authentication code. If you do not receive an email, please check your spam folder.",
MODS.EMAIL_LOGIN.CODE_LABEL,,6 Digit Code:,
MODS.EMAIL_LOGIN.EMAIL,,Enter your email address to receive an authentication code.,
MODS.EMAIL_LOGIN.EMAIL_LABEL,,Email:,
MODS.EMAIL_LOGIN.ERROR,,"An error occurred while communicating to the server. Either the server is down, the email address is invalid, or you are not connected to the internet.",
MODS.EMAIL_LOGIN.INFO,,"To download and update mods, you must connect to the Mod.io platform.",
MODS.EMAIL_LOGIN.REQUEST_CODE,,Request Code,
MODS.EMAIL_LOGIN.SUBMIT_CODE,,Submit,
MODS.INCOMPATIBLE_VERSION_DESCRIPTION,,The mod's game version ({{modGameVersion}}) is incompatible with the current game version ({{gameVersion}}),
MODS.MISSING_HOMEPAGE_URL,,The author(s) of this mod have not included a website to visit,
MODS.MISSING_MODS_DIALOG_TEXT,,This save file was last used while the following mods were active. These mods are now missing or disabled so the save may not load correctly.,Bu kayıt dosyası en son kullanıldığında ekteki modlar etkindi. Şu anda bu modlar etkin değil veya kayıp. Bu nedenle kayıt düzgün yüklenemeyebilir.
MODS.MISSING_MODS_SAVE_EXCEPTION_DIALOG_TEXT,,"The save file could not be loaded because either it is incompatible with this version of the game, or because some mods have been disabled or removed since this save was last loaded. The following mods were expected but are no longer active:","Kayıt dosyası en son yüklendiğinde bulunan bazı modların silinmesi, devredışı bırakılması veya versiyonlarının oyunun bu versiyonuna uygun olmamasından dolayı yüklenemedi. Ekteki modlar artık aktif değiller ancak aktif olmaları bekleniyor."
MODS.SYNC_IN_PROGRESS,,Please wait while the mod list is being updated. This may take a few minutes.,
MODS.TABLE.COMPATIBILITY,,Compatible,
MODS.TABLE.ENABLED,,Enable,
MODS.TABLE.NAME,,Name,
MODS.TABLE.ORDERING,,Re-order,Yeniden Sırala
MODS.TABLE.VERSION,,Version,

MUSHROOM.DESCRIPTION,E.g. “Toadstool mushroom”,{{materialType.noun}},{{materialType.noun}}

NEEDS.DRINK,,Drink,İç
NEEDS.FOOD,,Food,Ye
NEEDS.SLEEP,,Sleep,Uyu

NOTIFICATION.AREA_REVEALED.DESCRIPTION,,Your miners have discovered a new area!,Madencilerin yeni bir alan keşfetti!
NOTIFICATION.AREA_REVEALED.TITLE,,Exploration,Keşif
NOTIFICATION.DEATH.DESCRIPTION,,"{{character}}, has died due to {{reason}}.","{{character}} , {{reason}} dolayı öldü."
NOTIFICATION.DEATH.KILLED_BY_DESCRIPTION,,Killed by {{killer}},
NOTIFICATION.DEATH.SHORT_DESCRIPTION,,Died due to {{reason}},{{reason}} dolayı öldü
NOTIFICATION.DEATH.TITLE,,Settler Death,Vatandaş ölümü
NOTIFICATION.FIRE_STARTED.DESCRIPTION,,A fire has broken out in your settlement!,
NOTIFICATION.FIRE_STARTED.TITLE,,Fire!,
NOTIFICATION.FISH_EXHAUSTED.DESCRIPTION,,You have over-fished the river to such an extent that there are no more fish left. You will have to wait until the spawning season next spring for the fish to return.,
NOTIFICATION.FISH_EXHAUSTED.TITLE,,Fish Depopulated,
NOTIFICATION.GAME_OVER.DESCRIPTION,,All things must come to an end. Your settlement lies abandoned.,Her güzel şeyin bir sonu var. Yerleşken terk edildi.
NOTIFICATION.GAME_OVER.TITLE,,Game Over,Oyun Bitti
NOTIFICATION.IMMIGRANTS_ARRIVED.DESCRIPTION,,The prosperity of your settlement has attracted a number of new immigrants to boost your population.,Yerleşkenin refahı nüfusunu arttıracak yeni göçmenleri cezbetti.
NOTIFICATION.IMMIGRANTS_ARRIVED.TITLE,,Immigration,Göçmenlik
NOTIFICATION.INVASION.DESCRIPTION,,A raiding party of orcs has arrived. Prepare yourselves! They will attack after preparing for a while.,
NOTIFICATION.INVASION.TITLE,,You are being invaded!,
NOTIFICATION.MINING_COLLAPSE.DESCRIPTION,,An area has caved in due to a lack of pillars and supports.,Bir bölge yetersiz sütun ve destek olmadığı için çöktü.
NOTIFICATION.MINING_COLLAPSE.TITLE,,Mining Collapse,Maden Göçüğü
NOTIFICATION.OXIDISATION_DESTRUCTION.DESCRIPTION,,An item or piece of furniture has been destroyed due to prolonged exposure to rain.\nSome materials such as iron and steel should not be left outside for a long period.,
NOTIFICATION.OXIDISATION_DESTRUCTION.TITLE,,Rusted Away,
NOTIFICATION.ROOFING_COLLAPSE.DESCRIPTION,,A roof has collapsed due to a lack of pillars and supports.,
NOTIFICATION.ROOFING_COLLAPSE.TITLE,,Roof Collapsed,
NOTIFICATION.SETTLER_MENTAL_BREAK.DESCRIPTION,,The gruelling hardship has proven to be too much to handle for {{character}}.,Meşakkatli ve zor yaşam {{character}} ağır geldi.
NOTIFICATION.SETTLER_MENTAL_BREAK.TITLE,,Mental Break,Ruhsal Çöküntü
NOTIFICATION.SETTLER_TANTRUM.DESCRIPTION,,{{character}} has become so unhappy that they are throwing a tantrum!,
NOTIFICATION.SETTLER_TANTRUM.TITLE,,Tantrum!,
NOTIFICATION.TRADER_ARRIVED.DESCRIPTION,,They are heading to your Trading Depot to buy and sell goods.,
NOTIFICATION.TRADER_ARRIVED.TITLE,,Traders have arrived!,
NOTIFICATION.TRADER_ARRIVED_NO_DEPOT.DESCRIPTION,,You must construct a Trading Depot to buy and sell goods.,
NOTIFICATION.TRADER_ARRIVED_NO_DEPOT.TITLE,,Traders have arrived!,

ORE.BAUXITE.ADJECTIVE,,Bauxite,Boksit
ORE.BAUXITE.NOUN,,Bauxite,Boksit
ORE.BAUXITE.TOOLTIP,,"Bauxite is the primary ore of aluminium. Unfortunately, a means of aluminium production is yet to be discovered.",Boksit alüminyumun temel cevheridir. Ne yazık ki alüminyum üretim yöntemi hala keşfedilmedi.
ORE.BITUMINOUS_COAL.ADJECTIVE,,Bituminous coal,Bitümlü Kömür
ORE.BITUMINOUS_COAL.NOUN,,Bituminous coal,Bitümlü Kömür
ORE.BITUMINOUS_COAL.TOOLTIP,,This can be converted into {{ORE.COKE.NOUN}} using a {{FURNITURE.COKE_OVEN}}.,"Bitümlü kömür {{FURNITURE.COKE_OVEN}} kullanılarak   {{ORE.COKE.NOUN}} dönüştürülebilir. "
ORE.CASSITERITE.ADJECTIVE,,Cassiterite," "
ORE.CASSITERITE.NOUN,,Cassiterite,Kalay Taşı
ORE.CASSITERITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.TIN.NOUN}}.,{{METAL.TIN.NOUN}} üretmek için ertilebilecek bir cevher.
ORE.CHARCOAL.ADJECTIVE,,Charcoal,Kömür
ORE.CHARCOAL.NOUN,,Charcoal,Kömür
ORE.CHARCOAL.TOOLTIP,,{{FUEL.SACK}} produced from wooden {{RESOURCE.LOGS.PLURAL}}.,{{FUEL.SACK}} {{RESOURCE.LOGS.PLURAL}} kullanılarak üretilir.
ORE.CHRYSOCOLLA.ADJECTIVE,,Chrysocolla,Krizokol
ORE.CHRYSOCOLLA.NOUN,,Chrysocolla,Krizokol
ORE.CHRYSOCOLLA.TOOLTIP,,"Often confused with turquoise, it is actually an ore of {{METAL.COPPER}}.","Genellikle turkuaz ile karıştırılan {{METAL.COPPER}} , aslında bir metal  cevheridir."
ORE.COKE.ADJECTIVE,,Coke,Koks
ORE.COKE.NOUN,,Coke,Koks
ORE.COKE.TOOLTIP,,A refined form of {{ORE.BITUMINOUS_COAL}} which can be used as {{FUEL.SACK}}.,{{ORE.BITUMINOUS_COAL}} rafine edilmiş halidir {{FUEL.SACK}} olarak kullanılabilir.
ORE.GALENA.ADJECTIVE,,Galena,Galena
ORE.GALENA.NOUN,,Galena,Galena
ORE.GALENA.TOOLTIP,,An ore that can be smelted to produce {{METAL.SILVER}}.,{{METAL.SILVER}} üretmek için eritlebilecek bir cevher.
ORE.HEMATITE.ADJECTIVE,,Hematite,Hematit
ORE.HEMATITE.NOUN,,Hematite,Hematit
ORE.HEMATITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.IRON}}.,{{METAL.IRON}} üretmek için ertilebilecek bir cevher.
ORE.ILMENITE.ADJECTIVE,,Ilmenite,Ilmenit
ORE.ILMENITE.NOUN,,Ilmenite,Ilmenit
ORE.ILMENITE.TOOLTIP,,"Ilmenite is the primary ore of titanium. Unfortunately, a means of titanium production is yet to be discovered.",İlmenit titanyum cevheridir. Ne yazık ki titanyum yapım teknikleri hala keşfedilmedi.
ORE.MALACHITE.ADJECTIVE,,Malachite,Malahit
ORE.MALACHITE.NOUN,,Malachite,Malahit
ORE.MALACHITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.COPPER}}.,{{METAL.COPPER}} üretmek için eritilebilecek bir cevher.
ORE.NATIVE_COPPER.ADJECTIVE,,Native copper,Doğal bakır
ORE.NATIVE_COPPER.NOUN,,Native copper,Doğal bakır
ORE.NATIVE_COPPER.TOOLTIP,,Naturally-occuring {{METAL.COPPER}} which must be smelted before use.,Doğada meydana gelmiş ancak kullanılmadan önce eritilmesi gereken {{METAL.COPPER}}
ORE.NATIVE_GOLD.ADJECTIVE,,Native gold,Doğal altın
ORE.NATIVE_GOLD.NOUN,,Native gold,Doğal altın
ORE.NATIVE_GOLD.TOOLTIP,,Naturally-occuring {{METAL.GOLD}} which must be smelted before use.,Doğada meydana gelmiş ancak kullanılmadan önce eritilmesi gereken {{METAL.GOLD}}
ORE.NATIVE_PLATINUM.ADJECTIVE,,Native platinum,Reinplatin
ORE.NATIVE_PLATINUM.NOUN,,Native platinum,Reinplatin
ORE.NATIVE_PLATINUM.TOOLTIP,,Naturally-occuring {{METAL.PLATINUM}} which must be smelted before use.,"NatÃ¼rlich vorkommendes {{METAL.PLATINUM}}, das geschmolzen werden muss bevor es verwendet werden kann."
ORE.NATIVE_SILVER.ADJECTIVE,,Native silver,Reinsilber
ORE.NATIVE_SILVER.NOUN,,Native silver,Reinsilber
ORE.NATIVE_SILVER.TOOLTIP,,Naturally-occuring {{METAL.SILVER}} which must be smelted before use.,"NatÃ¼rlich vorkommendes {{METAL.SILVER}}, das geschmolzen werden muss bevor es verwendet werden kann."
ORE.POLLUCITE.ADJECTIVE,,Pollucite,Polüsit
ORE.POLLUCITE.NOUN,,Pollucite,Polüsit
ORE.POLLUCITE.TOOLTIP,,"Pollucite is an ore of Caesium, which is currently too dangerous to produce. Particularly crazy dwarven metalsmiths are currently trying to find a reliable method of production.","Pollucit ist ein CÃ¤siumerz, dessen FÃ¶rderung derzeit zu gefÃ¤hrlich ist. Besonders verrÃ¼ckte zwergische Metallschmiede versuchen trotzdem eine zuverlÃ¤ssige Herstellungsmethode zu finden."
ORE.PYRITE.ADJECTIVE,,Fool's gold,Ahmak Altını
ORE.PYRITE.NOUN,,Fool's gold,Ahmak Altını
ORE.PYRITE.TOOLTIP,,"Also known as Pyrite, its pale-yellow appearance causes some to mistake it for gold. It has several uses when crushed, but care must be taken as it sparks when struck.",Pirit olarak da bilinir. Soluk altın rengi nedeni altın ile karıştırılır. Öğütülmüş hali birden fazla alanda kullanılmaktadır ancak kazılırken kıvılcım çıkardığı için dikkatli olunmalıdır.
ORE.THORIUM.ADJECTIVE,,Thorium,Toryum
ORE.THORIUM.NOUN,,Thorium,Toryum
ORE.THORIUM.TOOLTIP,,A silvery metallic ore which turns black when exposed to air. It is strangely warm to the touch.,"Hava ile temas ettiğinde rengi siyaha dönen, metalik gümüş rengine sahip bir cevher. Garip bir şekilde ısı yaymaktadır."
ORE.WOLFRAMITE.ADJECTIVE,,Wolframite,Wolframit
ORE.WOLFRAMITE.NOUN,,Wolframite,Wolframit
ORE.WOLFRAMITE.TOOLTIP,,A metallic ore which complicates the smelting of tin. It has too high a melting point to be smelted with normal processes.,Kalayın eritilme sürecini zorlaştıran bir metal cevheri. Erime noktası normal işlemler ile ulaşılabilmek için fazla yüksek.

OTHER.ASH,,Charred,
OTHER.BRICK.NOUN,,Brick,Tugla
OTHER.CLAY_SOIL.NOUN,,Clay soil,Kil Toprak
OTHER.GRASS.NOUN,,,Çimen

PRIORITY.DISABLED,,Disabled,Devre Dışı
PRIORITY.HIGHER,,Higher priority,Yüksek
PRIORITY.HIGHEST,,Highest priority,En Yüksek
PRIORITY.LOWER,,Lower priority,Düşük
PRIORITY.LOWEST,,Lowest priority,En Düşük
PRIORITY.NORMAL,,Normal priority,Normal

PRIVACY.OPT_IN.ACCEPT_BUTTON,,I Accept,Kabul ediyorum
PRIVACY.OPT_IN.DATA_POINT.1,,• The version of the game client,
PRIVACY.OPT_IN.DATA_POINT.2,,• Your options settings,
PRIVACY.OPT_IN.DATA_POINT.3,,• The status of the game at the time of the crash,
PRIVACY.OPT_IN.DESCRIPTION,,"Mountaincore is in active development. To help diagnose and fix bugs, please click ""I Accept"" below to send anonymous crash reports automatically. \n\nThis is made up of only the following data:",
PRIVACY.OPT_IN.DO_NOT_ACCEPT_BUTTON,,Disable Reporting,Raporlamayı kapat

PRODUCT.ANVIL,,Anvil,Örs
PRODUCT.ANVIL.PLURAL,,Anvils,
PRODUCT.ANVIL.TOOLTIP,,A large block of metal used to hammer heated metal into shape. Required to construct a {{FURNITURE.FORGE}}.,Sıcak metal parçalarının şekil vermek için üzerinde dövüldüğü büyük metal blok. {{FURNITURE.FORGE} inşa etmek için gereklidir.
PRODUCT.BARREL.HOOPS,,Barrel hoops,Metal Fıçı Çemberleri
PRODUCT.BARREL.HOOPS.TOOLTIP,,Metal hoops used to construct a {{PRODUCT.BARREL.NOUN}}. Also used in some machinery.,"Metal çemberler, {{PRODUCT.BARREL.NOUN}} üretiminde ve bazı makinelerde kullanılır."
PRODUCT.BARREL.NOUN,,Barrel,Fıçı
PRODUCT.BARREL.PLURAL,,Barrels,Fıçılar
PRODUCT.BARREL.STAVES,,Barrel staves,Fıçı çitaları
PRODUCT.BARREL.STAVES.TOOLTIP,,Curved wooden planks used to construct a {{PRODUCT.BARREL.NOUN}}.,{{PRODUCT.BARREL.NOUN}} yapımında kullanılan kavisli tahta çitalar.
PRODUCT.BARREL.TOOLTIP,,A cylindrical container for liquids. The curved shape makes it easier to roll around.,Silindiri andıran şekle sahip bir sıvı depolama ünitesi. Kavisli şekli etrafta yuvarlamayı kolaylaştırıyor.
PRODUCT.BOWL,A bowl for eating from,Bowl,Kase
PRODUCT.BOWL.DESCRIPTION,E.g. “Bowl of vegetable soup”,Bowl of {{cooking.soup.description}},Bir kase {{cooking.soup.description}}
PRODUCT.BOWL.PLURAL,,Bowls,
PRODUCT.BREAD.DOUGH.NOUN,,Dough,Hamur
PRODUCT.BREAD.DOUGH.PLURAL,,Dough,Hamur
PRODUCT.BREAD.DOUGH.TOOLTIP,,A mix of ingredients that can be baked into {{PRODUCT.BREAD.LOAF.PLURAL}} using an {{FURNITURE.BAKING_OVEN}}.,{{FURNITURE.BAKING_OVEN}} kullanılarak {{PRODUCT.BREAD.LOAF.PLURAL}} eldilebilen bir tür karışım.
PRODUCT.BREAD.LOAF.NOUN,Translations incorrect and need fixing,Bread loaf,Somun ekmek
PRODUCT.BREAD.LOAF.PLURAL,Translations incorrect and need fixing,Bread loaves,Somun ekmek
PRODUCT.BREAD.LOAF.TOOLTIP,,"Prepared bread, ready to eat!","Zubereitetes Brot, fertig zum Essen!"
PRODUCT.BUCKET.NOUN,,Bucket,Kova
PRODUCT.BUCKET.PLURAL,,Buckets,Kova
PRODUCT.BUCKET.TOOLTIP,,A small container used to move liquids around by hand.,Sıvıların elde taşınması için kullanılan bir kap.
PRODUCT.CAULDRON,A large metal pot for cooking (common with Halloween),Cauldron,Kazan
PRODUCT.CAULDRON.PLURAL,,Cauldrons,
PRODUCT.CAULDRON.TOOLTIP,,"Used by a {{PROFESSION.CHEF}} to prepare soup in a {{ROOMS.KITCHEN}}, where it is then moved to a {{ROOMS.FEASTING_HALL}}.",Kazan {{PROFESSION.CHEF}} tarafından {{ROOMS.KITCHEN}} da çorba yapmak için kullanılır ve ardından  {{ROOMS.FEASTING_HALL}} a taşınır.
PRODUCT.CHEST.NOUN,,Chest,
PRODUCT.CHEST.PLURAL,,Chests,
PRODUCT.CHEST.TOOLTIP,,Used to store coins for trading.,
PRODUCT.LEATHER.NOUN,,Leather,
PRODUCT.LEATHER.PLURAL,,Leather,
PRODUCT.LINEN.NOUN,,Linen,
PRODUCT.LINEN.PLURAL,,Linen,
PRODUCT.LINEN.TOOLTIP,,"A roll of fabric, primarily used for bedding.",
PRODUCT.LIQUID.TANK,,Tank,Tank
PRODUCT.LIQUID.TANK.PLURAL,,Tanks,
