KEY,NOTES,ENGLISH,SWEDISH
MECHANISM.WOODEN.SHAFT.NOUN,,Shaft,
MECHANISM.WOODEN.SHAFT.TOOLTIP,,A wooden shaft links mechanical power in 2 directions.,

MENU.CONTINUE_GAME,,Continue,Fortsätt spela
MENU.CREDITS,,Credits,
MENU.JOIN_DISCORD,,Join Discord,
MENU.LINK_TWITCH_ACCOUNT,,Link Twitch,
MENU.LOAD_GAME,,Load,
MENU.MODS,,Mods,Mods
MENU.NEW_GAME,,New Game,Starta ett nytt spel
MENU.OPTIONS,,Options,Inställningar
MENU.QUIT,,Quit,Avsluta
MENU.SAVE_AND_QUIT,,Save & Quit,
MENU.TOGGLE_FULLSCREEN,,Toggle fullscreen,Växla helskärm

METAL.BRONZE.ADJECTIVE,,Bronze,Brons-
METAL.BRONZE.NOUN,,Bronze,Brons
METAL.BRONZE.TOOLTIP,,Bronze is an alloy of copper and tin. It is harder and much more durable than copper alone. (Alloys have not yet been implemented),Brons är en legering av koppar och tenn. Det är svårare och mycket mer hållbart än koppar ensam. (Legeringar har ännu inte genomförts i King under berget)
METAL.COPPER.ADJECTIVE,,Copper,Koppar-
METAL.COPPER.NOUN,,Copper,Koppar
METAL.COPPER.TOOLTIP,,"As well as occuring naturally as {{ORE.NATIVE_COPPER.NOUN}}, it is also easy to smelt from {{ORE.MALACHITE.NOUN}} ore. Copper has many uses, particularly in coinage, though it is not hard enough to create effective weapons.","Förutom att den förekommer naturligt som {{ORE.NATIVE_COPPER.NOUN}} är den också lätt att smälta från {{ORE.MALACHITE.NOUN}} malm. Koppar har många användningsområden, särskilt i mynt, men det är inte svårt nog att skapa effektiva vapen."
METAL.COPPER_PATINA.ADJECTIVE,,Copper,Koppar-
METAL.COPPER_PATINA.NOUN,,Copper (Patina),
METAL.COPPER_PATINA.TOOLTIP,,{{METAL.COPPER.TOOLTIP}},{{METAL.COPPER.TOOLTIP}}
METAL.GOLD.ADJECTIVE,,Golden,Guld-
METAL.GOLD.NOUN,,Gold,Guld
METAL.GOLD.TOOLTIP,,"The king of metals. Although it is not the rarest or most valuable, gold is the most coveted metal by most races – particularly dwarves.",Kungen av metaller. Även om det inte är den mest sällsynta eller värdefulla är guld den mest eftertraktade metallen av de flesta raser — särskilt dvärgar.
METAL.IRON.ADJECTIVE,,Iron,Järn-
METAL.IRON.NOUN,,Iron,Järn
METAL.IRON.TOOLTIP,,It is a poor military which does not have access to iron. Dwarven metalsmiths know the secrets of working this into {{METAL.STEEL.NOUN}}.,Det är en fattig militär som inte har tillgång till järn. Dvärgmetallsmider känner till hemligheterna bakom att arbeta in detta i {{MEAL.STEEL.NOUN}}.
METAL.PLATINUM.ADJECTIVE,,Platinum,Platina
METAL.PLATINUM.NOUN,,Platinum,Platina
METAL.PLATINUM.TOOLTIP,,A silver-white metal that is highly resistant to corrosion. Platinum is rarer and therefore more valuable than {{METAL.GOLD.NOUN}}.,En silvervit metall som är mycket motståndskraftig mot korrosion. Platina är ovanligare och därför mer värdefullt än {{MEAL.GOLD.NOUN}}.
METAL.RUSTED_IRON.ADJECTIVE,,Rusted iron,
METAL.RUSTED_IRON.NOUN,,Rust,
METAL.RUSTED_IRON.TOOLTIP,,Iron turns to rust when exposed to rain for a long period. Eventually this will decay completely!,
METAL.SILVER.ADJECTIVE,,Silver,Silver
METAL.SILVER.NOUN,,Silver,Silver
METAL.SILVER.TOOLTIP,,"Like {{METAL.GOLD.NOUN}}, silver is often used for coinage and as solid bars for the trading of wealth. ",Liksom {{MEAL.GOLD.NOUN}} används silver ofta för mynt och som solida barer för handel med rikedom.
METAL.STEEL.ADJECTIVE,,Steel,Stål-
METAL.STEEL.NOUN,,Steel,Stål
METAL.STEEL.TOOLTIP,,"Far stronger than {{METAL.IRON.NOUN}} which makes for superior weapons and tools, only the dwarves know the secret of creating steel.","Mycket starkare än {MEAL.IRON.NOUN}} som gör för överlägsna vapen och verktyg, bara dvärgarna känner till hemligheten med att skapa stål."
METAL.TIN.ADJECTIVE,,Tin,Tenn
METAL.TIN.NOUN,,Tin,Tenn
METAL.TIN.TOOLTIP,,Tin can be smelted from {{ORE.CASSITERITE.NOUN}} and alloyed with {{METAL.COPPER.NOUN}} to produce {{METAL.BRONZE.NOUN}}. (Alloys have not yet been implemented),Tenn kan smältas från {{ORE.CASSITERITE.NOUN}} och legeras med {{MEAL.COPPER.NOUN}} för att producera {{META.BRONZE.NOUN}}. (Legeringar har ännu inte genomförts i King under berget)

MILITARY.FORMATION.COLUMN,,Column - Narrow,
MILITARY.FORMATION.COLUMN_DOUBLE,,Column - Wide,
MILITARY.FORMATION.COLUMN_SINGLE,,Column,
MILITARY.FORMATION.GRID,,Grid - Narrow,
MILITARY.FORMATION.GRID_DOUBLE,,Grid - Wide,
MILITARY.FORMATION.GRID_SINGLE,,Grid,
MILITARY.FORMATION.LINE,,Line - Narrow,
MILITARY.FORMATION.LINE_DOUBLE,,Line - Wide,
MILITARY.FORMATION.LINE_SINGLE,,Line,
MILITARY.SQUAD.DEFAULT_NAME,,Squad,
MILITARY.SQUAD.ORDER_DESCRIPTION.COMBAT,,In Combat,
MILITARY.SQUAD.ORDER_DESCRIPTION.GUARDING,,Guarding,
MILITARY.SQUAD.ORDER_DESCRIPTION.OFF_DUTY,,Off Duty,
MILITARY.SQUAD.ORDER_DESCRIPTION.RETREATING,,Retreating,
MILITARY.SQUAD.ORDER_DESCRIPTION.TRAINING,,Training,
MILITARY.SQUAD.SHIFT.DAYTIME,Used to assign a squad to active duty during the daytime,Day shift,
MILITARY.SQUAD.SHIFT.NIGHTTIME,Used to assign a squad to active duty during the nighttime,Night shift,

MODS.APPLY,,Apply,Applicera
MODS.BUTTON.BROWSE,,Browse Mods,
MODS.BUTTON.REFRESH,,Refresh,
MODS.COMPATIBILITY.COMPATIBLE,,Yes,Javisst
MODS.COMPATIBILITY.INCOMPATIBLE,,No,- Nej
MODS.COMPATIBILITY.UNKNOWN,,Unknown,Okänd
MODS.EMAIL_LOGIN.CHECK_EMAIL,,"Check your email for an authentication code. If you do not receive an email, please check your spam folder.",
MODS.EMAIL_LOGIN.CODE_LABEL,,6 Digit Code:,
MODS.EMAIL_LOGIN.EMAIL,,Enter your email address to receive an authentication code.,
MODS.EMAIL_LOGIN.EMAIL_LABEL,,Email:,
MODS.EMAIL_LOGIN.ERROR,,"An error occurred while communicating to the server. Either the server is down, the email address is invalid, or you are not connected to the internet.",
MODS.EMAIL_LOGIN.INFO,,"To download and update mods, you must connect to the Mod.io platform.",
MODS.EMAIL_LOGIN.REQUEST_CODE,,Request Code,
MODS.EMAIL_LOGIN.SUBMIT_CODE,,Submit,
MODS.INCOMPATIBLE_VERSION_DESCRIPTION,,The mod's game version ({{modGameVersion}}) is incompatible with the current game version ({{gameVersion}}),
MODS.MISSING_HOMEPAGE_URL,,The author(s) of this mod have not included a website to visit,
MODS.MISSING_MODS_DIALOG_TEXT,,This save file was last used while the following mods were active. These mods are now missing or disabled so the save may not load correctly.,Den här sparfilen användes senast medan följande mods var aktiva. Dessa mods saknas nu eller inaktiveras så att spara kanske inte laddas korrekt.
MODS.MISSING_MODS_SAVE_EXCEPTION_DIALOG_TEXT,,"The save file could not be loaded because either it is incompatible with this version of the game, or because some mods have been disabled or removed since this save was last loaded. The following mods were expected but are no longer active:","Spara filen kunde inte laddas eftersom den antingen är inkompatibel med den här versionen av spelet, eller eftersom vissa mods har inaktiverats eller tagits bort sedan den här sparningen senast laddades. Följande mods förväntades men är inte längre aktiva:"
MODS.SYNC_IN_PROGRESS,,Please wait while the mod list is being updated. This may take a few minutes.,
MODS.TABLE.COMPATIBILITY,,Compatible,
MODS.TABLE.ENABLED,,Enable,
MODS.TABLE.NAME,,Name,
MODS.TABLE.ORDERING,,Re-order,Order om
MODS.TABLE.VERSION,,Version,

MUSHROOM.DESCRIPTION,E.g. “Toadstool mushroom”,{{materialType.noun}},{{materialType.substantiv}}

NEEDS.DRINK,,Drink,Drick
NEEDS.FOOD,,Food,Mat
NEEDS.SLEEP,,Sleep,Sova

NOTIFICATION.AREA_REVEALED.DESCRIPTION,,Your miners have discovered a new area!,Dina gruvarbetare har upptäckt ett nytt område!
NOTIFICATION.AREA_REVEALED.TITLE,,Exploration,Utforskning
NOTIFICATION.DEATH.DESCRIPTION,,"{{character}}, has died due to {{reason}}.","{{character}}, har dött på grund av {{reason}}."
NOTIFICATION.DEATH.KILLED_BY_DESCRIPTION,,Killed by {{killer}},
NOTIFICATION.DEATH.SHORT_DESCRIPTION,,Died due to {{reason}},Död på grund av {{reason}}
NOTIFICATION.DEATH.TITLE,,Settler Death,Settler död
NOTIFICATION.FIRE_STARTED.DESCRIPTION,,A fire has broken out in your settlement!,
NOTIFICATION.FIRE_STARTED.TITLE,,Fire!,
NOTIFICATION.FISH_EXHAUSTED.DESCRIPTION,,You have over-fished the river to such an extent that there are no more fish left. You will have to wait until the spawning season next spring for the fish to return.,
NOTIFICATION.FISH_EXHAUSTED.TITLE,,Fish Depopulated,
NOTIFICATION.GAME_OVER.DESCRIPTION,,All things must come to an end. Your settlement lies abandoned.,Allt måste komma till ett slut. Din bosättning ligger övergiven.
NOTIFICATION.GAME_OVER.TITLE,,Game Over,Game Over
NOTIFICATION.IMMIGRANTS_ARRIVED.DESCRIPTION,,The prosperity of your settlement has attracted a number of new immigrants to boost your population.,Välståndet i er bosättning har lockat ett antal nya invandrare för att öka er befolkning.
NOTIFICATION.IMMIGRANTS_ARRIVED.TITLE,,Immigration,Invandring
NOTIFICATION.INVASION.DESCRIPTION,,A raiding party of orcs has arrived. Prepare yourselves! They will attack after preparing for a while.,
NOTIFICATION.INVASION.TITLE,,You are being invaded!,
NOTIFICATION.MINING_COLLAPSE.DESCRIPTION,,An area has caved in due to a lack of pillars and supports.,Ett område har rasat in på grund av brist på pelare och stöd.
NOTIFICATION.MINING_COLLAPSE.TITLE,,Mining Collapse,Gruvkollaps
NOTIFICATION.OXIDISATION_DESTRUCTION.DESCRIPTION,,An item or piece of furniture has been destroyed due to prolonged exposure to rain.\nSome materials such as iron and steel should not be left outside for a long period.,
NOTIFICATION.OXIDISATION_DESTRUCTION.TITLE,,Rusted Away,
NOTIFICATION.ROOFING_COLLAPSE.DESCRIPTION,,A roof has collapsed due to a lack of pillars and supports.,
NOTIFICATION.ROOFING_COLLAPSE.TITLE,,Roof Collapsed,
NOTIFICATION.SETTLER_MENTAL_BREAK.DESCRIPTION,,The gruelling hardship has proven to be too much to handle for {{character}}.,De hårda svårigheterna har visat sig vara för mycket att hantera för {{character}}.
NOTIFICATION.SETTLER_MENTAL_BREAK.TITLE,,Mental Break,Mental paus
NOTIFICATION.SETTLER_TANTRUM.DESCRIPTION,,{{character}} has become so unhappy that they are throwing a tantrum!,
NOTIFICATION.SETTLER_TANTRUM.TITLE,,Tantrum!,
NOTIFICATION.TRADER_ARRIVED.DESCRIPTION,,They are heading to your Trading Depot to buy and sell goods.,
NOTIFICATION.TRADER_ARRIVED.TITLE,,Traders have arrived!,
NOTIFICATION.TRADER_ARRIVED_NO_DEPOT.DESCRIPTION,,You must construct a Trading Depot to buy and sell goods.,
NOTIFICATION.TRADER_ARRIVED_NO_DEPOT.TITLE,,Traders have arrived!,

ORE.BAUXITE.ADJECTIVE,,Bauxite,Bauxit
ORE.BAUXITE.NOUN,,Bauxite,Bauxit
ORE.BAUXITE.TOOLTIP,,"Bauxite is the primary ore of aluminium. Unfortunately, a means of aluminium production is yet to be discovered.",Bauxit är den primära malmen av aluminium. Tyvärr har man ännu inte upptäckt ett sätt att tillverka aluminium.
ORE.BITUMINOUS_COAL.ADJECTIVE,,Bituminous coal,Bituminöst kol
ORE.BITUMINOUS_COAL.NOUN,,Bituminous coal,Stenkol
ORE.BITUMINOUS_COAL.TOOLTIP,,This can be converted into {{ORE.COKE.NOUN}} using a {{FURNITURE.COKE_OVEN}}.,Detta kan konverteras till {{ORE.COKE.NOUN}} med hjälp av en {{FURITURE.COKE_OVEN}.
ORE.CASSITERITE.ADJECTIVE,,Cassiterite,Kassiterit
ORE.CASSITERITE.NOUN,,Cassiterite,Kassiterit
ORE.CASSITERITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.TIN.NOUN}}.,En malm som kan smältas för att producera {{METAL.TIN.NOUN}}.
ORE.CHARCOAL.ADJECTIVE,,Charcoal,Träkol
ORE.CHARCOAL.NOUN,,Charcoal,Träkol
ORE.CHARCOAL.TOOLTIP,,{{FUEL.SACK}} produced from wooden {{RESOURCE.LOGS.PLURAL}}.,{{FUEL.SACK}} producerat av trä {{RESOURCE.LOGS.PLURAL}}.
ORE.CHRYSOCOLLA.ADJECTIVE,,Chrysocolla,Chrysocolla
ORE.CHRYSOCOLLA.NOUN,,Chrysocolla,Chrysocolla
ORE.CHRYSOCOLLA.TOOLTIP,,"Often confused with turquoise, it is actually an ore of {{METAL.COPPER}}.","Ofta förväxlas med turkos, det är faktiskt en malm av {MEAL.COPER}}."
ORE.COKE.ADJECTIVE,,Coke,Cola
ORE.COKE.NOUN,,Coke,Cola
ORE.COKE.TOOLTIP,,A refined form of {{ORE.BITUMINOUS_COAL}} which can be used as {{FUEL.SACK}}.,En raffinerad form av {{ORE.BITUMINOUS_COAL}} som kan användas som {{FUEL.SACK}}.
ORE.GALENA.ADJECTIVE,,Galena,Galena
ORE.GALENA.NOUN,,Galena,Blyglans
ORE.GALENA.TOOLTIP,,An ore that can be smelted to produce {{METAL.SILVER}}.,En malm som kan smältas för att producera {{MEAL.SILVER}}.
ORE.HEMATITE.ADJECTIVE,,Hematite,Hematit
ORE.HEMATITE.NOUN,,Hematite,Hematit
ORE.HEMATITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.IRON}}.,En malm som kan smältas för att producera {{MEAL.Iron}}.
ORE.ILMENITE.ADJECTIVE,,Ilmenite,Ilmenit
ORE.ILMENITE.NOUN,,Ilmenite,Ilmenit
ORE.ILMENITE.TOOLTIP,,"Ilmenite is the primary ore of titanium. Unfortunately, a means of titanium production is yet to be discovered.",Ilmenit är den primära malmen av titan. Tyvärr har ett sätt att producera titan ännu inte upptäckts.
ORE.MALACHITE.ADJECTIVE,,Malachite,Malakit
ORE.MALACHITE.NOUN,,Malachite,Malakit
ORE.MALACHITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.COPPER}}.,En malm som kan smältas för att producera {{MEAL.COPER}}.
ORE.NATIVE_COPPER.ADJECTIVE,,Native copper,Native koppar
ORE.NATIVE_COPPER.NOUN,,Native copper,Koppar
ORE.NATIVE_COPPER.TOOLTIP,,Naturally-occuring {{METAL.COPPER}} which must be smelted before use.,Naturligt förekommande {{MEAL.COPER}} som måste smältas före användning.
ORE.NATIVE_GOLD.ADJECTIVE,,Native gold,Nativt guld
ORE.NATIVE_GOLD.NOUN,,Native gold,Guldklimp
ORE.NATIVE_GOLD.TOOLTIP,,Naturally-occuring {{METAL.GOLD}} which must be smelted before use.,Naturligt förekommande {{MEAL.GOLD}} som måste smältas före användning.
ORE.NATIVE_PLATINUM.ADJECTIVE,,Native platinum,Ursprungligt platina
ORE.NATIVE_PLATINUM.NOUN,,Native platinum,Ursprungligt platina
ORE.NATIVE_PLATINUM.TOOLTIP,,Naturally-occuring {{METAL.PLATINUM}} which must be smelted before use.,Naturligt förekommande {{MEAL.PLATINUM}} som måste smältas före användning.
ORE.NATIVE_SILVER.ADJECTIVE,,Native silver,Nativt silver
ORE.NATIVE_SILVER.NOUN,,Native silver,Silver
ORE.NATIVE_SILVER.TOOLTIP,,Naturally-occuring {{METAL.SILVER}} which must be smelted before use.,Naturligt förekommande {{MEAL.SILVER}} som måste smältas före användning.
ORE.POLLUCITE.ADJECTIVE,,Pollucite,Pollusit
ORE.POLLUCITE.NOUN,,Pollucite,Pollusit
ORE.POLLUCITE.TOOLTIP,,"Pollucite is an ore of Caesium, which is currently too dangerous to produce. Particularly crazy dwarven metalsmiths are currently trying to find a reliable method of production.","Pollusit är en malm av cesium, som för närvarande är för farlig för att producera. Särskilt galna dvärgmetallsmider försöker för närvarande hitta en pålitlig produktionsmetod."
ORE.PYRITE.ADJECTIVE,,Fool's gold,Dårens guld
ORE.PYRITE.NOUN,,Fool's gold,Dårens guld
ORE.PYRITE.TOOLTIP,,"Also known as Pyrite, its pale-yellow appearance causes some to mistake it for gold. It has several uses when crushed, but care must be taken as it sparks when struck.","Även känd som Pyrite, orsakar dess blekgula utseende vissa att missta det för guld. Det har flera användningsområden när det krossas, men försiktighet måste tas eftersom det gnistor när det slås."
ORE.THORIUM.ADJECTIVE,,Thorium,Torium
ORE.THORIUM.NOUN,,Thorium,Torium
ORE.THORIUM.TOOLTIP,,A silvery metallic ore which turns black when exposed to air. It is strangely warm to the touch.,En silverfärgad metallmalm som blir svart när den utsätts för luft. Det är konstigt varmt att ta på.
ORE.WOLFRAMITE.ADJECTIVE,,Wolframite,Wolframit
ORE.WOLFRAMITE.NOUN,,Wolframite,Wolframit
ORE.WOLFRAMITE.TOOLTIP,,A metallic ore which complicates the smelting of tin. It has too high a melting point to be smelted with normal processes.,En metallisk malm som försvårar smältning av tenn. Den har för hög smältpunkt för att smältas med normala processer.

OTHER.ASH,,Charred,
OTHER.BRICK.NOUN,,Brick,Tegelsten
OTHER.CLAY_SOIL.NOUN,,Clay soil,Lerjord
OTHER.GRASS.NOUN,,,Gräs

PRIORITY.DISABLED,,Disabled,
PRIORITY.HIGHER,,Higher priority,
PRIORITY.HIGHEST,,Highest priority,
PRIORITY.LOWER,,Lower priority,
PRIORITY.LOWEST,,Lowest priority,
PRIORITY.NORMAL,,Normal priority,

PRIVACY.OPT_IN.ACCEPT_BUTTON,,I Accept,Jag accepterar
PRIVACY.OPT_IN.DATA_POINT.1,,• The version of the game client,
PRIVACY.OPT_IN.DATA_POINT.2,,• Your options settings,
PRIVACY.OPT_IN.DATA_POINT.3,,• The status of the game at the time of the crash,
PRIVACY.OPT_IN.DESCRIPTION,,"Mountaincore is in active development. To help diagnose and fix bugs, please click ""I Accept"" below to send anonymous crash reports automatically. \n\nThis is made up of only the following data:",
PRIVACY.OPT_IN.DO_NOT_ACCEPT_BUTTON,,Disable Reporting,Inaktivera rapportering

PRODUCT.ANVIL,,Anvil,städ
PRODUCT.ANVIL.PLURAL,,Anvils,
PRODUCT.ANVIL.TOOLTIP,,A large block of metal used to hammer heated metal into shape. Required to construct a {{FURNITURE.FORGE}}.,Ett stort block av metall som används för att hamra uppvärmd metall i form. Krävs för att konstruera en {{FURNITURE.FORGE}.
PRODUCT.BARREL.HOOPS,,Barrel hoops,Fat hoops
PRODUCT.BARREL.HOOPS.TOOLTIP,,Metal hoops used to construct a {{PRODUCT.BARREL.NOUN}}. Also used in some machinery.,Metallbågar som används för att konstruera en {{PRODUCT.BARREL.NOUN}}. Används även i vissa maskiner.
PRODUCT.BARREL.NOUN,,Barrel,Fat
PRODUCT.BARREL.PLURAL,,Barrels,Fat
PRODUCT.BARREL.STAVES,,Barrel staves,Fat stavar
PRODUCT.BARREL.STAVES.TOOLTIP,,Curved wooden planks used to construct a {{PRODUCT.BARREL.NOUN}}.,Böjda träplankor som används för att konstruera en {{PRODUCT.BARREL.NOUN}}.
PRODUCT.BARREL.TOOLTIP,,A cylindrical container for liquids. The curved shape makes it easier to roll around.,En cylindrisk behållare för vätskor. Den krökta formen gör det lättare att rulla runt.
PRODUCT.BOWL,A bowl for eating from,Bowl,Skål
PRODUCT.BOWL.DESCRIPTION,E.g. “Bowl of vegetable soup”,Bowl of {{cooking.soup.description}},Skål av {{cooking.soup.description}
PRODUCT.BOWL.PLURAL,,Bowls,
PRODUCT.BREAD.DOUGH.NOUN,,Dough,- Degen
PRODUCT.BREAD.DOUGH.PLURAL,,Dough,- Degen
PRODUCT.BREAD.DOUGH.TOOLTIP,,A mix of ingredients that can be baked into {{PRODUCT.BREAD.LOAF.PLURAL}} using an {{FURNITURE.BAKING_OVEN}}.,En blandning av ingredienser som kan bakas in i {{PRODUCT.BREAD.LOAF.PLURAL}} med hjälp av en {{FURNITURE.BAKING_OVN}}.
PRODUCT.BREAD.LOAF.NOUN,Translations incorrect and need fixing,Bread loaf,Bröd limpa
PRODUCT.BREAD.LOAF.PLURAL,Translations incorrect and need fixing,Bread loaves,Bröd bröd
PRODUCT.BREAD.LOAF.TOOLTIP,,"Prepared bread, ready to eat!","Förberedt bröd, redo att äta!"
PRODUCT.BUCKET.NOUN,,Bucket,Hink
PRODUCT.BUCKET.PLURAL,,Buckets,Hinkar
PRODUCT.BUCKET.TOOLTIP,,A small container used to move liquids around by hand.,En liten behållare som används för att flytta vätskor runt för hand.
PRODUCT.CAULDRON,A large metal pot for cooking (common with Halloween),Cauldron,Kittel
PRODUCT.CAULDRON.PLURAL,,Cauldrons,
PRODUCT.CAULDRON.TOOLTIP,,"Used by a {{PROFESSION.CHEF}} to prepare soup in a {{ROOMS.KITCHEN}}, where it is then moved to a {{ROOMS.FEASTING_HALL}}.","Används av en {{PROFESSI.CHEF}} för att tillaga soppa i en {{ROOMS.CITY}}, där den sedan flyttas till en {{ROOMS.FEASTING_HALL}}."
PRODUCT.CHEST.NOUN,,Chest,
PRODUCT.CHEST.PLURAL,,Chests,
PRODUCT.CHEST.TOOLTIP,,Used to store coins for trading.,
PRODUCT.LEATHER.NOUN,,Leather,
PRODUCT.LEATHER.PLURAL,,Leather,
PRODUCT.LINEN.NOUN,,Linen,
PRODUCT.LINEN.PLURAL,,Linen,
PRODUCT.LINEN.TOOLTIP,,"A roll of fabric, primarily used for bedding.",
PRODUCT.LIQUID.TANK,,Tank,
PRODUCT.LIQUID.TANK.PLURAL,,Tanks,
PRODUCT.LIQUID.TANK.TOOLTIP,,"This is a metal container used to store liquids, which must be crafted at the {{FURNITURE.FORGE}}.",
PRODUCT.MILLSTONE,,Millstone,Kvarnsten
PRODUCT.MILLSTONE.PLURAL,,Millstones,
PRODUCT.MILLSTONE.TOOLTIP,,Two large stone discs that are ground together to mill harvested crops. Used to construct a {{FURNITURE.FLOUR_MILL}}.,Två stora stenskivor som är malda tillsammans för att fräs skördade grödor. Används för att konstruera en {{FURITURE.FLOUR_MILL}}.
PRODUCT.RATION.DOUGH.NOUN,,Ration dough,
PRODUCT.RATION.DOUGH.PLURAL,,Ration dough,
PRODUCT.RATION.DOUGH.TOOLTIP,,A mix of ingredients that can be baked into {{PRODUCT.RATION.LOAF.PLURAL}} using an {{FURNITURE.BAKING_OVEN}}.,
PRODUCT.RATION.NOUN,,Ration,Ration
PRODUCT.RATION.PLURAL,,Rations,Rationer
PRODUCT.RATION.TOOLTIP,,"These will last a long time to feed your settlers, but you will need other sources of food as a priority.","Dessa kommer att pågå länge för att mata dina bosättare, men du behöver andra matkällor som en prioritet."
PRODUCT.ROPE.NOUN,,Rope,
PRODUCT.ROPE.PLURAL,,Ropes,
PRODUCT.STONE.GEAR.NOUN,,Gear,
PRODUCT.STONE.GEAR.PLURAL,,Gears,
PRODUCT.STONE.GEAR.TOOLTIP,,Used in the construction of mechanisms.,
PRODUCT.STONE.PIPE.NOUN,,Pipe,
PRODUCT.STONE.PIPE.PLURAL,,Pipes,
PRODUCT.STONE.PIPE.TOOLTIP,,Used for liquids to flow between tiles underground.,
PRODUCT.WATERSKIN.NOUN,,Waterskin,
PRODUCT.WATERSKIN.PLURAL,,Waterskins,
PRODUCT.WOODEN.SHAFT.HORIZONTAL.NOUN,,Horizontal shaft,
PRODUCT.WOODEN.SHAFT.HORIZONTAL.PLURAL,,Horizontal shafts,
PRODUCT.WOODEN.SHAFT.HORIZONTAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,
PRODUCT.WOODEN.SHAFT.VERTICAL.NOUN,,Vertical shaft,
PRODUCT.WOODEN.SHAFT.VERTICAL.PLURAL,,Vertical shafts,
PRODUCT.WOODEN.SHAFT.VERTICAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,

PROFESSION.ARTISAN.FEMALE_NOUN,,Artisan,
PROFESSION.ARTISAN.MALE_NOUN,,Artisan,
PROFESSION.ARTISAN.PLURAL,,Artisans,
PROFESSION.ARTISAN.VERB,,Fabricating,
PROFESSION.BAKER.VERB,,Baking,Bakning
PROFESSION.BLACKSMITH.FEMALE_NOUN,,Blacksmith,Smed
PROFESSION.BLACKSMITH.MALE_NOUN,,Blacksmith,Smed
PROFESSION.BLACKSMITH.PLURAL,,Blacksmiths,
PROFESSION.BLACKSMITH.TOOLTIP,,Crafts items using metal and also produces metal from ore.,Hantverk med metall och producerar också metall från malm.
PROFESSION.BLACKSMITH.VERB,,Forging,Smida
PROFESSION.BREWER.FEMALE_NOUN,,Brewer,
PROFESSION.BREWER.MALE_NOUN,,Brewer,
PROFESSION.BREWER.PLURAL,,Brewers,
PROFESSION.BREWER.TOOLTIP,,Produces beer in a {{ROOMS.BREWERY}}.,
PROFESSION.BREWER.VERB,,Brewing,
PROFESSION.CARPENTER.FEMALE_NOUN,,Carpenter,Snickare
PROFESSION.CARPENTER.MALE_NOUN,,Carpenter,Snickare
PROFESSION.CARPENTER.PLURAL,,Carpenters,
PROFESSION.CARPENTER.TOOLTIP,,Creates wooden furniture and items.,Skapar trämöbler och föremål.
PROFESSION.CARPENTER.VERB,,Crafting,Snickra
PROFESSION.CHEF.FEMALE_NOUN,,Chef,Kocken
PROFESSION.CHEF.MALE_NOUN,,Chef,Kocken
PROFESSION.CHEF.PLURAL,,Chefs,
PROFESSION.CHEF.TOOLTIP,,Prepares all of the food to be consumed by your settlers.,Förbereder all mat som ska konsumeras av dina nybyggare.
PROFESSION.CHEF.VERB,,Cooking,Matlagning
PROFESSION.DESCRIPTION,,{{skillLevelDescription.adjective}} {{profession.noun}},
PROFESSION.FARMER.FEMALE_NOUN,,Farmer,Lantbrukare
PROFESSION.FARMER.MALE_NOUN,,Farmer,Lantbrukare
PROFESSION.FARMER.PLURAL,,Farmers,Bönder
PROFESSION.FARMER.TOOLTIP,,"Plants, tends and harvests crops.","Växter, tenderar och skördar grödor."
PROFESSION.FARMER.VERB,,Farming,Odla
PROFESSION.FISHER.FEMALE_NOUN,This could be “fisherman” and “fisherwoman”,Fisher,Fiskare
PROFESSION.FISHER.MALE_NOUN,,Fisher,Fiskare
PROFESSION.FISHER.TOOLTIP,,Catches fish from bodies of water for use as food and resources.,Fångster fisk från vattenförekomster för användning som livsmedel och resurser.
PROFESSION.FISHER.VERB,,Fishing,Fiska
PROFESSION.HUNTER.FEMALE_NOUN,This could be “huntsman” and “huntress”,Hunter,Jägare
PROFESSION.HUNTER.MALE_NOUN,,Hunter,Jägare
PROFESSION.HUNTER.TOOLTIP,,Tracks and kills wild animals for their meat and pelts.,Spår och dödar vilda djur för deras kött och skinn.
PROFESSION.HUNTER.VERB,,Hunting,Jaga
PROFESSION.LEATHERWORKER.FEMALE_NOUN,,Leatherworker,
PROFESSION.LEATHERWORKER.MALE_NOUN,,Leatherworker,
PROFESSION.LEATHERWORKER.PLURAL,,Leatherworkers,
PROFESSION.LEATHERWORKER.TOOLTIP,,Treats the hides of creatures to produce leather goods.,
PROFESSION.LEATHERWORKER.VERB,,Leatherworking,
PROFESSION.MAYOR.FEMALE_NOUN,"In English at least, “mayoress” is incorrect",Mayor,Borgmästare
PROFESSION.MAYOR.MALE_NOUN,,Mayor,Borgmästare
PROFESSION.MAYOR.VERB,,Governing,Styra
PROFESSION.MERCHANT.FEMALE_NOUN,,Merchant,Handlare
PROFESSION.MERCHANT.MALE_NOUN,,Merchant,Handlare
PROFESSION.MERCHANT.VERB,,Trading,Handla
PROFESSION.MILLER.VERB,"Not a fully implemented profession, just used to describe “Milling flour”",Milling,Fräsning
PROFESSION.MINER.FEMALE_NOUN,,Miner,Gruvarbetare
