KEY,NOTES,ENGLISH,RUSSIAN
ROOMS.GRAVEYARD,,Graveyard,Кладбище
ROOMS.GRAVEYARD.TOOLTIP,,Deceased settlers are laid to rest here.,Здесь покоятся умершие поселенцы.
ROOMS.ITERATIVE_NAMED_ROOM,,{{roomName}} #{{number}},
ROOMS.KITCHEN,,Kitchen,Кухня
ROOMS.KITCHEN.TOOLTIP,,Most food is prepared here before being served in a {{ROOMS.FEASTING_HALL}}.,Большая часть пищи готовится здесь перед подачей в {{ROOMS.FEASTING_HALL}}.
ROOMS.LEATHER_WORKSHOP,,Leatherworks,
ROOMS.LEATHER_WORKSHOP.TOOLTIP,,Craft items out of animal hide.,
ROOMS.MASONRY_WORKSHOP,,Masonry workshop,Мастерская каменщика
ROOMS.MASONRY_WORKSHOP.TOOLTIP,,This workshop produces most items made out of stone.,Эта мастерская производит большинство изделий из камня.
ROOMS.MUSHROOM_FARM,,Mushroom farm,Грибная ферма
ROOMS.MUSHROOM_FARM.TOOLTIP,,Mushrooms can be grown using {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} and wooden {{RESOURCE.LOGS.PLURAL}}.,Грибы можно выращивать с использованием {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} и деревянных {{RESOURCE.LOGS.PLURAL}}.
ROOMS.SAWMILL,,Sawmill,Лесопилка
ROOMS.SAWMILL.TOOLTIP,,Wooden {{RESOURCE.LOGS.PLURAL}} are refined into {{RESOURCE.PLANKS.PLURAL}} here.,Деревянные {{RESOURCE.LOGS.PLURAL}} превращются {{RESOURCE.PLANKS.PLURAL}} здесь.
ROOMS.SMELTERY,,Smeltery,
ROOMS.SMELTERY.TOOLTIP,,Metallic ore is refined into usable ingots here.,
ROOMS.SMITHY,,Smithy,
ROOMS.SMITHY.TOOLTIP,,Used to craft metal tools.,
ROOMS.STOCKPILE,,Stockpile,Хранилища
ROOMS.STOCKPILE.TOOLTIP,,This area stores different kinds of items depending on settings.,"В зависимости от настроек здесь хранятся различные предметы "
ROOMS.STOCKPILES,,Stockpiles,Склады
ROOMS.STOCKPILES.TOOLTIP,,Unused items are placed in stockpiles for easy access.,Неиспользованные предметы помещаются на склады для облегчения доступа.
ROOMS.STOCKPILE_WITH_GROUP_NAME,,{{stockpileGroupName}} {{roomTypeName}},
ROOMS.TEXTILE_WORKSHOP,,Textile workshop,Швейная мастерская
ROOMS.TEXTILE_WORKSHOP.TOOLTIP,,Processes {{SEED.HEMP_SEED}} into textiles for a variety of uses.,Превращает {{SEED.HEMP_SEED}} в различные ткани
ROOMS.TRADING_DEPOT,,Trading depot,
ROOMS.TRADING_DEPOT.TOOLTIP,,Buy and sell items with visiting merchants.,

ROPE.AGED_ROPE,,Aged,
ROPE.BRONZED_ROPE,,Bronzed,
ROPE.GRAY_ROPE,,Gray,
ROPE.HEMP-ROPE,,Hemp,Пенька
ROPE.TOBACCO_ROPE,Just to describe a light colour,Light,

RUSTED_SCRAP.NOUN,,Scrap,Лом
RUSTED_SCRAP.TOOLTIP,,These are the remains of an item that has completed corroded due to rust.,"Это остатки предмета, который полностью разрушился из-за ржавчины."

SEASON.AUTUMN,,Autumn,Осень
SEASON.SPRING,,Spring,Весна
SEASON.SUMMER,,Summer,Лето
SEASON.WINTER,,Winter,Зима

SEED.BARLEY_SEED,,Barley,Ячмень
SEED.BARLEY_SEED.TOOLTIP,{{VEGETABLE.BARLEY.TOOLTIP}},"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Зерно используется только при производстве пива. Можно посадить в {{SEASON.SPRING}}, {{SEASON.SUMMER}} или {{SEASON.AUTUMN}}."
SEED.BERSERKER_MUSHROOM_SPAWN,,Berserker,Мухомор
SEED.BERSERKER_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP}},A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,"Гриб с розово-красной крышкой с белыми пятнами. Он обладает галлюциногенными свойствами, которые иногда используют воины при подготовке к бою."
SEED.CARROT_SEED,,Carrot,Морковь
SEED.CARROT_SEED.TOOLTIP,{{VEGETABLE.CARROT.TOOLTIP}},"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Выносливый корнеплод, который переживет морозную {{SEASON.WINTER}}. Морковь растет быстро, но дает небольшой урожай. Можно посадить в {{SEASON.SPRING}}, {{SEASON.SUMMER}} или {{SEASON.AUTUMN}}."
SEED.CORN_SEED,,Corn,Кукуруза
SEED.CORN_SEED.TOOLTIP,{{VEGETABLE.CORN.TOOLTIP}},"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","Зерно, также известное как кукуруза. Она дает обильный урожай, но растет около 2 сезонов и не может пережить {{SEASON.WINTER}}, поэтому ее нужно сажать в начале {{SEASON.SPRING}}."
SEED.DEATH_CAP_SPAWN,,Death cap,Смертошляпник
SEED.DEATH_CAP_SPAWN.TOOLTIP,{{VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP}},"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.","Очень ядовитый гриб с широкой плоской крышкой. Поедать даже крошечное количество почти наверняка приведет к отравлению, которое может привести к смерти."
SEED.ELFSBANE_SPAWN,,Elfsbane,Эльфийский аконит
SEED.ELFSBANE_SPAWN.TOOLTIP,{{VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP}},"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Этот гриб имеет простой, безвкусный вкус для большинства гуманоидов. Как ни странно, это на вкус абсолютно отвратительно для эльфов, которые часто реагируют с взрывной рвотой при потреблении, а в крайних случаях — сердечный приступ."
SEED.FIST_SPAWN,,Fist,Кулаковик
SEED.FIST_SPAWN.TOOLTIP,{{VEGETABLE.FIST_MUSHROOM.TOOLTIP}},A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Черно-синий гриб с металлическим вкусом. Он назван в честь группы бардов из эпохи тьмы.
SEED.GLOW_SPAWN,,Glow,Светлянка
SEED.GLOW_SPAWN.TOOLTIP,{{VEGETABLE.GLOW_MUSHROOM.TOOLTIP}},A magic-infused mushroom that gives off light and changes colour with the seasons.,"Волшебный гриб, который излучает свет и меняет цвет в зависимости от сезона."
SEED.HEMP_SEED,,Hemp,Пенька
SEED.HEMP_SEED.TOOLTIP,,Used to produce rope and fabric after it hsa been processed.,"Используется для производства веревки и ткани после того, как она была обработана"
SEED.HOPS_SEED,,Hops,Хмель
SEED.HOPS_SEED.TOOLTIP,{{VEGETABLE.HOPS.TOOLTIP}},A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,"Цветок, используемый для ароматизации пива. Должен быть посажен в {{SEASON.SPRING}}."
SEED.MILTONIA_SPAWN,,Miltonia,Мильтония
SEED.MILTONIA_SPAWN.TOOLTIP,{{VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP}},"Once thought to exist only in the Hudds region, it is now found throughout the world.","Когда-то считалось, что существует только в регионе Хаддс, он сейчас встречается во всем мире."
SEED.POTATO_SEED,,Potato,Картофель
SEED.POTATO_SEED.TOOLTIP,{{VEGETABLE.POTATO.TOOLTIP}},"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Крахмалистый корнеплод, который может пережить {{SEASON.WINTER}}, что делает его хорошим выбором для большинства поселений. Можно посадить в {{SEASON.SPRING}}, {{SEASON.SUMMER}} или {{SEASON.AUTUMN}}."
SEED.PURPLE_HELMET_SPAWN,,Purple helmet,Пурпурошляпник
SEED.PURPLE_HELMET_SPAWN.TOOLTIP,{{VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP}},"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Толстошляпник, Пухлотюрбаннник, Пухлошлемник; Этот легендарный гриб имеет множество названий. Легенда гласит, что многие сообщества гномов питались только одним видом этого гриба."
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN,,Rociomycota,Роциомикота
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP}},A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,"Бело-черный пятнистый гриб. Известно, что он влияет на внешний вид тех, кто его ест."
SEED.SUNGLOW_SPAWN,,Sunglow,Солнцесветник
SEED.SUNGLOW_SPAWN.TOOLTIP,{{VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP}},A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,"Ярко-желтый гриб, который светится с появлением солнечного света. Он теряет это свечение в момент сбора урожая."
SEED.SYRUP_POWDER_SPAWN,,Syrup powder,Пончиковник
SEED.SYRUP_POWDER_SPAWN.TOOLTIP,{{VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP}},"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","Круглый оранжевый или желтый гриб с белой нижней стороной. Говорят, что его использовали маги давным-давно, но с какой целью никто не знает."
SEED.TOMATO_SEED,,Tomato,Помидоры
SEED.TOMATO_SEED.TOOLTIP,{{VEGETABLE.TOMATO.TOOLTIP}},A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,"Растение, на котором растут крупные красные ягоды, часто используемое в качестве овоща. Можно посадить только в {{SEASON.SPRING}}."
SEED.WHEAT_SEED,,Wheat,Пшеница
SEED.WHEAT_SEED.TOOLTIP,{{VEGETABLE.WHEAT.TOOLTIP}},"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.","Злаковое зерно, обычно используемое для производства хлеба. Она может пережить {{SEASON.WINTER}}, но растет долго, поэтому его сожают либо в {{SEASON.SPRING}}, либо {{SEASON.AUTUMN}}."

SHRUB.DESCRIPTION,Shrub or bush should do,Bush,Куст

SKILL.ARCHERY.FEMALE_NOUN,,Archer,
SKILL.ARCHERY.MALE_NOUN,,Archer,
SKILL.ARCHERY.TOOLTIP,,Skill with the bow,
SKILL.AXES.FEMALE_NOUN,,Axewoman,
SKILL.AXES.MALE_NOUN,,Axeman,
SKILL.AXES.TOOLTIP,,Skill with axes,
SKILL.CROSSBOWS.FEMALE_NOUN,,Arbalist,
SKILL.CROSSBOWS.MALE_NOUN,,Arbalist,
SKILL.CROSSBOWS.TOOLTIP,,Skill with the crossbow,
SKILL.MACES.FEMALE_NOUN,,Hammerer,
SKILL.MACES.MALE_NOUN,,Hammerer,
SKILL.MACES.TOOLTIP,,Skill with hammers and maces,
SKILL.SWORDSMANSHIP.FEMALE_NOUN,,Swordswoman,
SKILL.SWORDSMANSHIP.MALE_NOUN,,Swordsman,
SKILL.SWORDSMANSHIP.TOOLTIP,,Skill with the sword,
SKILL.UNARMED_COMBAT.FEMALE_NOUN,,Brawler,
SKILL.UNARMED_COMBAT.MALE_NOUN,,Brawler,
SKILL.UNARMED_COMBAT.TOOLTIP,,Skill in unarmed combat,

SKIN.BOAR_HIDE,,Boar,
SKIN.DEER_HIDE,,Deer,
SKIN.DWARF_HIDE,,Dwarf,
SKIN.ELEPHANT_HIDE,,Elephant,
SKIN.HORSE_HIDE,,Horse,

STATUS.ALCOHOL_WITHDRAWL,,Alcohol withdrawl,Отказ от алкоголя
STATUS.BLEEDING,,Bleeding,"Кровотечение "
STATUS.BLINDED,,Blind,Слепота
STATUS.DEATH,,Dead,Мертвый
STATUS.DRUNK,,Drunk,Пьяный
STATUS.DYING_OF_HUNGER,,Dying of hunger,Умирает от голода
STATUS.DYING_OF_THIRST,,Dying of thirst,Умирает от жажды
STATUS.EXHAUSTED,,Exhausted,"Измученный "
STATUS.INTERNAL_BLEEDING,,Internal bleeding,Внутреннее кровотечение
STATUS.KNOCKED_UNCONSCIOUS,,Unconscious,Без сознания
STATUS.LOSS_MAIN_HAND,,Loss of main hand,
STATUS.LOSS_OFF_HAND,,Loss of off hand,
STATUS.MOVEMENT_IMPAIRED,,Impaired movement,"Нарушение движения "
STATUS.ON_FIRE,,On fire,Горит
STATUS.POISONED,,Poisoned,Отравлен
STATUS.TEMPORARILY_BLINDED,,Temporarily blinded,"Временно ослеплен "
STATUS.VERY_HUNGRY,,Very hungry,Очень голоден
STATUS.VERY_THIRSTY,,Very thirsty,Очень хочет пить

STOCKPILE.GROUP.FOOD,,Food,Еда
STOCKPILE.GROUP.FOOD.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,"Хранит собранные фрукты и овощи, срок годности которых истекает."
STOCKPILE.GROUP.FUEL,,Fuel,Топливо
STOCKPILE.GROUP.GRANARY,,Granary,Амбар
STOCKPILE.GROUP.GRANARY.TOOLTIP,,Stores grains and seeds which will not expire.,"Хранит зерно и семена с неограниченным сроком годности "
STOCKPILE.GROUP.PRODUCTS,,Products,Продукты
STOCKPILE.GROUP.RAW_MATERIALS,,Raw materials,Необработанные материалы
STOCKPILE.GROUP.SEEDS,,Seeds,Семена
STOCKPILE.GROUP.TOOLS,,Tools,Инструменты
STOCKPILE.GROUP.TOOLS.TOOLTIP,,Stores tools required for working on jobs.,"Хранит инструменты, необходимые для работы на рабочих местах"
STOCKPILE.GROUP.TREASURE,,Treasure,
STOCKPILE.GROUP.WEAPONS,,Weapons,Оружие
STOCKPILE.GROUP.WEAPONS.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,"Хранит собранные фрукты и овощи, срок годности которых истекает."

STONE.BASALT.ADJECTIVE,,Basalt,Базальтовый
STONE.BASALT.NOUN,,Basalt,Базальт
STONE.BASALT.TOOLTIP,,An igneous rock formed by the rapid cooling of lava. Almost all of the volcanic rock in the world is basalt.,"Вулканический камень, образованный быстрым охлаждением лавы. Почти вся вулканическая порода в мире является базальтом."
STONE.DOLOSTONE.ADJECTIVE,,Dolostone,Доломитовый
STONE.DOLOSTONE.NOUN,,Dolostone,Доломитид
STONE.DOLOSTONE.TOOLTIP,,"A sedimentary rock mostly made up of the mineral dolomite, so it is also known as dolomite rock.","Осадочная порода, состоящая в основном из доломита, поэтому она также известна как доломитовая порода."
STONE.FRONITE.ADJECTIVE,,Frónite,Фронитовый
STONE.FRONITE.NOUN,,Frónite,Фронит
STONE.FRONITE.TOOLTIP,,A blue-hued rock mostly found on an icy island to the north. It has a high iron content.,"Камень голубого цвета, в основном встречается на ледяном острове на севере. Содержит много железа."
STONE.GRANITE.ADJECTIVE,,Granite,Гранитный
STONE.GRANITE.NOUN,,Granite,Гранит
STONE.GRANITE.TOOLTIP,,"A common type of igneous rock. It has a large proportion of quartz, making it good for locating certain gemstones.","Обычная вулканическая порода. Она содержит много кварца, что делает её хорошим маркером для обнаружения некоторых драгоценных камней."
STONE.LIMESTONE.ADJECTIVE,,Limestone,Известковый
STONE.LIMESTONE.NOUN,,Limestone,Известняк
STONE.LIMESTONE.TOOLTIP,,A lightly-coloured sedimentary rock which makes for a good building material. It is also used as a flux in the production of {{METAL.STEEL.NOUN}}.,"Светлая осадочная порода, которая является хорошим строительным материалом. Она также используется в качестве флюса в производстве {{METAL.STEEL.NOUN}}."
STONE.MARBLE.ADJECTIVE,,Marble,Мраморный
STONE.MARBLE.NOUN,,Marble,Мрамор
STONE.MARBLE.TOOLTIP,,A metamorphic rock which is used as a high-quality material for sculpture and masonry due to its brilliant appearance.,"Метаморфическая породаа, которая благодаря своему блестящему внешнему виду используется в качестве высококачественного материала для скульптуры и отделки."
STONE.SANDSTONE.ADJECTIVE,,Sandstone,Песчаниковый
STONE.SANDSTONE.NOUN,,Sandstone,Песчаник
STONE.SANDSTONE.TOOLTIP,,"A sedimentary rock composed of sand-like fragments. ","Осадочная порода, состоящая из песчаных фрагментов."
STONE.SHALE.ADJECTIVE,,Shale,Глинисто сланецевый
STONE.SHALE.NOUN,,Shale,Глинистый сланец
STONE.SHALE.TOOLTIP,,A fine-grained sedimentary rock composed of pressurized mud. It can be easily broken into thin layers.,"Мелкозернистая осадочная порода, состоящая из спрессованного ила. Ее можно легко разбить на тонкие слои."
STONE.SLATE.ADJECTIVE,,Slate,Аспидно сланецевый
STONE.SLATE.NOUN,,Slate,Аспидный сланец
STONE.SLATE.TOOLTIP,,A metamorphic rock that is usually formed out of {{STONE.SHALE.NOUN}}. It is often made into tiles for roofing or writing.,"Метаморфическая порода, которая обычно образуется из {{STONE.SHALE.NOUN}}. Из него часто делают в черепицу для крыши."

TOOL.AXE.NOUN,,Axe,Топор
TOOL.AXE.PLURAL,,Axes,
TOOL.AXE.TOOLTIP,,Used to chop down trees. The primary tool of a {{PROFESSION.WOODCUTTER}}.,Используется для рубки деревьев. Основной инструмент {{PROFESSION.WOODCUTTER}}.
TOOL.CHISEL.NOUN,,Chisel,Резец
TOOL.CHISEL.PLURAL,,Chisels,
TOOL.CHISEL.TOOLTIP,,Used to sculpt rock into shape. One of the tools used by a {{PROFESSION.STONEMASON}}.,"Используется для обработки камня. Один из инструментов, используемых {{PROFESSION.STONEMASON}}."
TOOL.FISHING.ROD.NOUN,,Fishing rod,Удочка
TOOL.FISHING.ROD.PLURAL,,Fishing rods,
TOOL.FISHING.ROD.TOOLTIP,,Used to catch fish from a body of water. The primary tool of a {{PROFESSION.FISHER}}.,Используется для ловли рыбы из водоема. Основной инструмент {{PROFESSION.FISHER}}.
TOOL.KITCHEN.KNIFE.NOUN,,Kitchen knife,Кухонный нож
TOOL.KITCHEN.KNIFE.PLURAL,,Kitchen knives,
TOOL.KITCHEN.KNIFE.TOOLTIP,,"Used to prepare food, particularly meat.","Используется для приготовления пищи, особенно мяса."
TOOL.LARGE.HAMMER.NOUN,,Large hammer,Молот
TOOL.LARGE.HAMMER.PLURAL,,Large hammers,
TOOL.LARGE.HAMMER.TOOLTIP,,Used to bash large items of stone and metal into shape. The primary tool of a {{PROFESSION.BLACKSMITH}}.,Используется для придания формы крупным предметам из камня и металла. Основной инструмент {{PROFESSION.BLACKSMITH}}.
TOOL.PICKAXE.NOUN,,Pickaxe,Кирка
TOOL.PICKAXE.PLURAL,,Pickaxes,
TOOL.PICKAXE.TOOLTIP,,Used to break stone into smaller pieces. The primary tool of a {{PROFESSION.MiNER}}.,Используется для разбивания камня на мелкие кусочки. Основной инструмент {{PROFESSION.MiNER}}.
TOOL.PLANE.NOUN,A carpenter's plane,Plane,Рубанок
TOOL.PLANE.PLURAL,A carpenter's plane,Planes,
TOOL.PLANE.TOOLTIP,,Used to shave wooden furniture and items into shape. The primary tool of a {{PROFESSION.CARPENTER}}.,Используется для обработки деревянной мебели и предметов. Основной инструмент {{PROFESSION.CARPENTER}}.
TOOL.ROLLING.PIN.NOUN,,Rolling pin,Скалка
TOOL.ROLLING.PIN.PLURAL,,Rolling pins,
TOOL.ROLLING.PIN.TOOLTIP,,Used to prepare dough. One of the tools used by a {{PROFESSION.CHEF}}.,"Используется для приготовления теста. Один из инструментов, используемых {{PROFESSION.CHEF}}."
TOOL.SAW.NOUN,A carpenter's saw,Saw,Пила
TOOL.SAW.PLURAL,A carpenter's saw,Saws,
TOOL.SAW.TOOLTIP,,Used to cut wood into shape. Required for cutting lumber in the {{ROOMS.SAWMILL}}.,Используется для придания дереву нужной формы. Требуется для резки пиломатериалов в {{ROOMS.SAWMILL}}.
TOOL.SMALL.HAMMER.NOUN,,Hammer,Молоток
TOOL.SMALL.HAMMER.PLURAL,,Hammers,
TOOL.SMALL.HAMMER.TOOLTIP,,Used to bash small items of stone and metal into shape. One of the tools used by a {{PROFESSION.BLACKSMITH}}.,"Используется для придания формы мелким предметам из камня и металла. Один из инструментов, используемых {{PROFESSION.BLACKSMITH}}."
TOOL.TONGS.NOUN,A blacksmith's tongs,Tongs,Клещи
TOOL.TONGS.PLURAL,A blacksmith's tongs,Sets of tongs,
TOOL.TONGS.TOOLTIP,,Used to hold extremely hot metal items. Used in the process of smelting metal ore.,Используется для хранения чрезвычайно горячих металлических предметов. Используется в процессе выплавки металлической руды.

TREASURE.COIN.NOUN,,Coin,
TREASURE.COIN.PLURAL,,Coins,
TREASURE.COIN.TOOLTIP,,Minted coins used as a form of currency for trading.,
TREASURE.GEM.NOUN,,Gem,
TREASURE.GEM.PLURAL,,Gems,
TREASURE.GEM.TOOLTIP,,Gems that have been cut and polished to enhance their beauty. Most commonly used as ornamentation.,

TREE.DESCRIPTION,E.g. “Oak tree”,{{materialType.noun}} tree,дерево{{materialType.noun}}

TUTORIAL.COMPLETED.A,,This covers the basics of playing.,
TUTORIAL.COMPLETED.B,,"You should aim to set up a functioning {{ROOMS.SMITHY}} with a {{FURNITURE.FORGE}} provided with fuel and refined metal ore, to produce metal items.",
TUTORIAL.COMPLETED.C,,"Also, you should move your settlement underground or at least build a roof overhead to protect your Settlers and iron items from the weather.",
TUTORIAL.COMPLETED.D,,Good luck!,
TUTORIAL.CRAFTING.A,,Rooms with furniture that produce items are controlled using Import and Export Pallets.,
TUTORIAL.CRAFTING.B,,Place at least one Import Pallet and Export Pallet in both the Sawmill and Masonry Workshop.,
TUTORIAL.CRAFTING.C,,"Also, place a Products Stockpile which will hold the items that are produced.",
TUTORIAL.CRAFTING_SELECTION.A,,Select each Import and Export Pallet and select the item to be imported or exported from the room.,
TUTORIAL.CRAFTING_SELECTION.B,,"In the Sawmill, import Logs and export Planks.",
TUTORIAL.CRAFTING_SELECTION.C,,"In the Masonry Workshop, import Rough stone boulders and export Blocks.",
TUTORIAL.DISMISS_DIALOG.CONFIRM_TEXT,,Dismiss Tutorial,
TUTORIAL.DISMISS_DIALOG.DESCRIPTION,,Are you sure you want to end the tutorial?,
TUTORIAL.DISMISS_DIALOG.TITLE,,End Tutorial?,
TUTORIAL.FARMING.A,,Click on Rooms and select Farm Plot. They are listed alphabetically.,
TUTORIAL.FARMING.B,,Drag out 4 separate Farm Plots in a grassy area.,
TUTORIAL.FARMING_2.A,,Click on each Farm Plot and select a Crop to be planted.,
TUTORIAL.FARMING_2.A.STEAMDECK,,Press R2 on each Farm Plot and select a Crop to be planted.,
TUTORIAL.FARMING_2.B,,"Skip Hemp, Barley and Hops for now as these are are used for Textiles and Brewing.",
TUTORIAL.FEASTING_HALL.A,,Settlers eat in the Feasting Hall.,
TUTORIAL.FEASTING_HALL.B,,The Cauldron furniture for the Feasting Hall is only completed when a Cauldron containing soup is available.,
TUTORIAL.FEASTING_HALL.C,,Select Rooms and place a Feasting Hall. Mark a Cauldron to be placed in the Feasting Hall later.,
TUTORIAL.FOOD_COMPLETE.A,,This simple setup will ensure your Settlers have food once the crops are harvested later in the year.,
TUTORIAL.FOOD_COMPLETE.B,,You can also fish from the river or hunt animals once you have set up a military to provide more food.,
TUTORIAL.KITCHEN.A,,Crops are harvested in Autumn and should be stored in a Food Stockpile.,
TUTORIAL.KITCHEN.B,,To get the most from your crops it is best to produce soup from vegetables or bake bread from grain.,
TUTORIAL.KITCHEN.C,,"Select Rooms and place a Kitchen. Unlike Farm Plots, most rooms need furniture to function.",
TUTORIAL.MAIN_VIEW.A,,The controls in the lower-left corner of the screen are the main way of interacting with the game.,
TUTORIAL.MAIN_VIEW.B,,"You can assign orders, queue rooms and furniture to be created, and also adjust the priority of tasks.",
TUTORIAL.MAIN_VIEW.C,,You can right-click to go back to a previous menu or clear the current selection.,
TUTORIAL.MAIN_VIEW.C.STEAMDECK,,You can press L2 to go back to a previous menu or clear the current selection.,
TUTORIAL.MANAGEMENT_BUTTONS.DESCRIPTION,,The icons to the left of the time and date are various management and overview screens.,
TUTORIAL.MANAGEMENT_BUTTONS.RESOURCE_MANAGEMENT,,View the Resources management screen,
TUTORIAL.MANAGEMENT_BUTTONS.SETTLER_MANAGEMENT,,View the Settlers management screen,
TUTORIAL.MINIMAP.DESCRIPTION,,This is the Minimap.,
TUTORIAL.MINIMAP.PROGRESS,,Click on the Minimap to jump to a location,
TUTORIAL.MINIMAP.PROGRESS.STEAMDECK,,Press R2 with the cursor on the Minimap to jump to a location,
TUTORIAL.NEEDS.A,,"Settlers need Food, Drink and Sleep.",
TUTORIAL.NEEDS.B,,For now they can drink from the river and sleep on the ground.,
TUTORIAL.NEEDS.C,,However to eat they must grow crops.,
TUTORIAL.PROFESSIONS.A,,"Each Settler can have up to 3 Professions assigned, which determines which jobs they will do.",
TUTORIAL.PROFESSIONS.B,,You can select a Settler to view or change their professions. This can also be done from the Settlers Management screen.,
TUTORIAL.PROFESSIONS.C,,Assign at least 3 Settlers as Farmers. Be sure to also keep some assigned as Haulers as they're responsible for moving items around.,
TUTORIAL.PROGRESS_DESCRIPTION.FARM_PLOT_SELECTIONS,Used to show a progress indicator for how many farm plots have a crop selected e.g. 2 of 10 farm plots with a crop assigned,{{ROOMS.FARM.PLURAL}} with a crop assigned,{{ROOMS.FARM.PLURAL}} с назначенным урожаем
TUTORIAL.PROGRESS_DESCRIPTION.PROFESSIONS_ASSIGNED,Used to show a progress indicator for how many of a certain profession have been assigned e.g. 2 of 10 farmers assigned,{{professionPlural}} assigned,{{professionPlural}} назначен
TUTORIAL.PROGRESS_DESCRIPTION.TEXT,Used to show a progress indicator in the form: 2 of 10 stone blocks,{{currentQuantity}} of {{requiredQuantity}} {{targetDescription}},{{currentQuantity}} из {{requiredQuantity}} {{targetDescription}}
TUTORIAL.PROGRESS_DESCRIPTION.TILES,Used to show a progress indicator for a certain number of tiles e.g. 2 of 10 farm plot tiles,{{roomName}} tiles,{{roomName}} клетки
TUTORIAL.RESOURCES.A,,Many items are crafted out of Wooden Planks and Stone Blocks. It's important to maintain a steady supply of these.,
TUTORIAL.RESOURCES.B,,Select Orders > Mine. Drag a selection over the mountain area to order your Miners to start mining.,
TUTORIAL.RESOURCES.C,,Also select Orders > Chop. Drag a selection over a forested area to order your Woodcutters to start chopping trees.,
TUTORIAL.RESOURCE_COLLECTION.A,,"With all of this in place, your workshops will start producing Wooden Planks and Stone Blocks.",
TUTORIAL.RESOURCE_COLLECTION.B,,Continue until you have a reasonable supply of Planks and Blocks.,
TUTORIAL.SAVING.A,,Progress is saved automatically at midnight or when you exit the game.,"Ваш прогресс сохраняется автоматически в полночь, а также при выходе из игры. Вы также можете быстро сохранить, нажав клавишу F5."
TUTORIAL.SAVING.A.STEAMDECK,,Progress is saved automatically at midnight each day.,
TUTORIAL.SAVING.B,,You can also press F5 to Quicksave.,
TUTORIAL.SAVING.B.STEAMDECK,,The game is also saved when you quit from the main menu.,
TUTORIAL.SAVING.C,,Press F5 to Quicksave now,
TUTORIAL.SHOW_LABEL,,Show Tutorial,
TUTORIAL.START.CAMERA_CONTROLS_1,,Press the WASD keys to move the camera around,
TUTORIAL.START.CAMERA_CONTROLS_1.STEAMDECK,,Use the Left Stick or D-Pad to move the camera around,
TUTORIAL.START.CAMERA_CONTROLS_2,,Press Q & E or scroll the mouse wheel to zoom,
TUTORIAL.START.CAMERA_CONTROLS_2.STEAMDECK,,Press L1 and R1 to zoom in and out,
TUTORIAL.START.INTRO_1,,Welcome to Mountaincore! This is an Early Access release with gameplay and features still in development.,
TUTORIAL.START.INTRO_2,,"Your intrepid band of dwarven settlers have chosen this area to found a new colony of their kingdom. Provide food, shelter and prosperity for them and who knows, maybe one day this will be the capital of a kingdom of its own!",
