KEY,NOTES,ENGLISH,POLISH
MATERIAL_TYPE.SEED.NOUN,For saying something is “made up of seed”,Seed,Nasiono
MATERIAL_TYPE.SKIN.ADJECTIVE,," ",
MATERIAL_TYPE.SKIN.NOUN,," ",
MATERIAL_TYPE.STONE.ADJECTIVE,,,Kamienny
MATERIAL_TYPE.STONE.NOUN,,Stone,Kamień
MATERIAL_TYPE.VEGETABLE.NOUN,Used to make up “Vegetable soup”,Vegetable,Warzywo
MATERIAL_TYPE.VITRIOL.ADJECTIVE,,Vitriol of,Vitriol
MATERIAL_TYPE.VITRIOL.NOUN,,Vitriol,Vitriol
MATERIAL_TYPE.WOOD.ADJECTIVE,,Wooden,Drewniany
MATERIAL_TYPE.WOOD.NOUN,,Wood,Drewno

MEAT.BOAR_MEAT,,Boar,
MEAT.CARP_MEAT.NOUN,,Carp,
MEAT.CARP_MEAT.PLURAL,,Carp,
MEAT.DEER_MEAT,,Deer,
MEAT.DWARF_FLESH,,Dwarf flesh,
MEAT.ELEPHANT_MEAT,,Elephant,
MEAT.FOX_MEAT,,Fox,
MEAT.HORSE_MEAT,,Horse,
MEAT.PERCH_MEAT.NOUN,,Perch,
MEAT.PERCH_MEAT.PLURAL,,Perch,
MEAT.PIKE_MEAT.NOUN,,Pike,
MEAT.PIKE_MEAT.PLURAL,,Pike,

MECHANISM.FURNITURE.CONSUMING_POWER,,Working - consuming {{power}} power,
MECHANISM.FURNITURE.CRAFTING_STATION_REQUIRES_POWER,,Working very slowly - not enough power,
MECHANISM.FURNITURE.CRAFTING_STATION_REQUIRES_POWER.TOOLTIP,,This furniture requires an underground power connection to a power-producer such as a {{FURNITURE.WINDMILL}} or {{FURNITURE.WATERWHEEL}}.,
MECHANISM.FURNITURE.PRODUCING_POWER,,Working - producing {{power}} power,
MECHANISM.FURNITURE.REQUIRES_OUTSIDE_PLACEMENT,,This must be outside to function correctly,
MECHANISM.FURNITURE.REQUIRES_POWER,,Disabled - not enough power,
MECHANISM.FURNITURE.REQUIRES_POWER.TOOLTIP,,This furniture requires an underground power connection to a power-producer such as a {{FURNITURE.WINDMILL}} or {{FURNITURE.WATERWHEEL}}.,
MECHANISM.FURNITURE.REQUIRES_POWER_GRID,,Disabled - connect to an underground power connection,
MECHANISM.FURNITURE.REQUIRES_POWER_GRID.TOOLTIP,,This furniture requires an underground power connection - see the {{GUI.BUILD.POWER}} option in the {{GUI.BUILD_LABEL}} menu.,
MECHANISM.STONE.GEAR.NOUN,,Gear assembly,
MECHANISM.STONE.GEAR.TOOLTIP,,This contraption links up mechanical power in all 4 directions.,
MECHANISM.WOODEN.SHAFT.NOUN,,Shaft,
MECHANISM.WOODEN.SHAFT.TOOLTIP,,A wooden shaft links mechanical power in 2 directions.,

MENU.CONTINUE_GAME,,Continue,Kontynuuj
MENU.CREDITS,,Credits,
MENU.JOIN_DISCORD,,Join Discord,
MENU.LINK_TWITCH_ACCOUNT,,Link Twitch,
MENU.LOAD_GAME,,Load,
MENU.MODS,,Mods,Mody
MENU.NEW_GAME,,New Game,Nowa gra
MENU.OPTIONS,,Options,Ustawienia
MENU.QUIT,,Quit,Wyjdź
MENU.SAVE_AND_QUIT,,Save & Quit,
MENU.TOGGLE_FULLSCREEN,,Toggle fullscreen,Pełen ekran

METAL.BRONZE.ADJECTIVE,,Bronze,Brązowy
METAL.BRONZE.NOUN,,Bronze,Brąz
METAL.BRONZE.TOOLTIP,,Bronze is an alloy of copper and tin. It is harder and much more durable than copper alone. (Alloys have not yet been implemented),Brąz jest stopem miedzi i cyny. Jest twardszy i znacznie trwalszy niż sama miedź. (Stopy nie zostały jeszcze wdrożone w Królu pod Górą)
METAL.COPPER.ADJECTIVE,,Copper,Miedziany
METAL.COPPER.NOUN,,Copper,Miedź
METAL.COPPER.TOOLTIP,,"As well as occuring naturally as {{ORE.NATIVE_COPPER.NOUN}}, it is also easy to smelt from {{ORE.MALACHITE.NOUN}} ore. Copper has many uses, particularly in coinage, though it is not hard enough to create effective weapons.","Oprócz naturalnie występujących {{ORE.NATIVE_COPPER.NOUN}}, łatwo jest wypachniać z {{ORE.MALACHITE.NOUN}} rudy. Miedź ma wiele zastosowań, szczególnie w przypadku coinage, choć nie jest wystarczająco trudna do stworzenia skutecznej broni."
METAL.COPPER_PATINA.ADJECTIVE,,Copper,Miedziany
METAL.COPPER_PATINA.NOUN,,Copper (Patina),
METAL.COPPER_PATINA.TOOLTIP,,{{METAL.COPPER.TOOLTIP}},{{METAL.COPPER.TOOLTIP}}
METAL.GOLD.ADJECTIVE,,Golden,Złoty
METAL.GOLD.NOUN,,Gold,Złoto
METAL.GOLD.TOOLTIP,,"The king of metals. Although it is not the rarest or most valuable, gold is the most coveted metal by most races – particularly dwarves.","Król metali. Chociaż nie jest to najrzadsze lub najcenniejsze, złoto jest najbardziej pożądanym metalem przez większość ras — szczególnie krasnoludy."
METAL.IRON.ADJECTIVE,,Iron,Żelazny
METAL.IRON.NOUN,,Iron,Żelazo
METAL.IRON.TOOLTIP,,It is a poor military which does not have access to iron. Dwarven metalsmiths know the secrets of working this into {{METAL.STEEL.NOUN}}.,"To biedny wojsko, które nie ma dostępu do żelaza. Krasnoludzcy metalowcy znają sekrety pracy nad tym {{METAL.STEEL.NOUN}}."
METAL.PLATINUM.ADJECTIVE,,Platinum,Platyna
METAL.PLATINUM.NOUN,,Platinum,Platyna
METAL.PLATINUM.TOOLTIP,,A silver-white metal that is highly resistant to corrosion. Platinum is rarer and therefore more valuable than {{METAL.GOLD.NOUN}}.,"Srebrno-biały metal, który jest bardzo odporny na korozję. Platyna jest rzadsza i dlatego bardziej wartościowa niż {{METAL.GOLD.NOUN}}."
METAL.RUSTED_IRON.ADJECTIVE,,Rusted iron,
METAL.RUSTED_IRON.NOUN,,Rust,
METAL.RUSTED_IRON.TOOLTIP,,Iron turns to rust when exposed to rain for a long period. Eventually this will decay completely!,
METAL.SILVER.ADJECTIVE,,Silver,Srebrna
METAL.SILVER.NOUN,,Silver,Srebro
METAL.SILVER.TOOLTIP,,"Like {{METAL.GOLD.NOUN}}, silver is often used for coinage and as solid bars for the trading of wealth. ","Podobnie jak {{METAL.GOLD.NOUN}}, srebro jest często używane do montowania i jako solidne sztabki do handlu bogactwem."
METAL.STEEL.ADJECTIVE,,Steel,Stalowy
METAL.STEEL.NOUN,,Steel,Stal
METAL.STEEL.TOOLTIP,,"Far stronger than {{METAL.IRON.NOUN}} which makes for superior weapons and tools, only the dwarves know the secret of creating steel.","Znacznie silniejszy niż {{METAL.IRON.NOUN}}, co czyni doskonałą broń i narzędzia, tylko krasnoludy znają sekret tworzenia stali."
METAL.TIN.ADJECTIVE,,Tin,- Cyna
METAL.TIN.NOUN,,Tin,Cyna
METAL.TIN.TOOLTIP,,Tin can be smelted from {{ORE.CASSITERITE.NOUN}} and alloyed with {{METAL.COPPER.NOUN}} to produce {{METAL.BRONZE.NOUN}}. (Alloys have not yet been implemented),Cynę można wytapiać z {{ORE.CASSITERITE.NOUN}} i stopować za pomocą {{METAL.COPPER.NOUN}} w celu wytworzenia {{METAL.BRONZE.NOUN}}. (Stopy nie zostały jeszcze wdrożone w Królu pod Górą)

MILITARY.FORMATION.COLUMN,,Column - Narrow,
MILITARY.FORMATION.COLUMN_DOUBLE,,Column - Wide,
MILITARY.FORMATION.COLUMN_SINGLE,,Column,
MILITARY.FORMATION.GRID,,Grid - Narrow,
MILITARY.FORMATION.GRID_DOUBLE,,Grid - Wide,
MILITARY.FORMATION.GRID_SINGLE,,Grid,
MILITARY.FORMATION.LINE,,Line - Narrow,
MILITARY.FORMATION.LINE_DOUBLE,,Line - Wide,
MILITARY.FORMATION.LINE_SINGLE,,Line,
MILITARY.SQUAD.DEFAULT_NAME,,Squad,
MILITARY.SQUAD.ORDER_DESCRIPTION.COMBAT,,In Combat,
MILITARY.SQUAD.ORDER_DESCRIPTION.GUARDING,,Guarding,
MILITARY.SQUAD.ORDER_DESCRIPTION.OFF_DUTY,,Off Duty,
MILITARY.SQUAD.ORDER_DESCRIPTION.RETREATING,,Retreating,
MILITARY.SQUAD.ORDER_DESCRIPTION.TRAINING,,Training,
MILITARY.SQUAD.SHIFT.DAYTIME,Used to assign a squad to active duty during the daytime,Day shift,
MILITARY.SQUAD.SHIFT.NIGHTTIME,Used to assign a squad to active duty during the nighttime,Night shift,

MODS.APPLY,,Apply,Zastosuj
MODS.BUTTON.BROWSE,,Browse Mods,
MODS.BUTTON.REFRESH,,Refresh,
MODS.COMPATIBILITY.COMPATIBLE,,Yes,Tak
MODS.COMPATIBILITY.INCOMPATIBLE,,No,Nie
MODS.COMPATIBILITY.UNKNOWN,,Unknown,Nieznany
MODS.EMAIL_LOGIN.CHECK_EMAIL,,"Check your email for an authentication code. If you do not receive an email, please check your spam folder.",
MODS.EMAIL_LOGIN.CODE_LABEL,,6 Digit Code:,
MODS.EMAIL_LOGIN.EMAIL,,Enter your email address to receive an authentication code.,
MODS.EMAIL_LOGIN.EMAIL_LABEL,,Email:,
MODS.EMAIL_LOGIN.ERROR,,"An error occurred while communicating to the server. Either the server is down, the email address is invalid, or you are not connected to the internet.",
MODS.EMAIL_LOGIN.INFO,,"To download and update mods, you must connect to the Mod.io platform.",
MODS.EMAIL_LOGIN.REQUEST_CODE,,Request Code,
MODS.EMAIL_LOGIN.SUBMIT_CODE,,Submit,
MODS.INCOMPATIBLE_VERSION_DESCRIPTION,,The mod's game version ({{modGameVersion}}) is incompatible with the current game version ({{gameVersion}}),
MODS.MISSING_HOMEPAGE_URL,,The author(s) of this mod have not included a website to visit,
MODS.MISSING_MODS_DIALOG_TEXT,,This save file was last used while the following mods were active. These mods are now missing or disabled so the save may not load correctly.,"Ten plik zapisu był ostatnio używany, gdy następujące mody były aktywne. Te mody są teraz brakujące lub wyłączone, więc zapisz może nie ładować się poprawnie."
MODS.MISSING_MODS_SAVE_EXCEPTION_DIALOG_TEXT,,"The save file could not be loaded because either it is incompatible with this version of the game, or because some mods have been disabled or removed since this save was last loaded. The following mods were expected but are no longer active:","Plik zapisu nie mógł zostać załadowany, ponieważ jest niezgodny z tą wersją gry lub dlatego, że niektóre mody zostały wyłączone lub usunięte od ostatniego załadowania tego zapisu. Oczekiwano następujące mody, ale nie są już aktywne:"
MODS.SYNC_IN_PROGRESS,,Please wait while the mod list is being updated. This may take a few minutes.,
MODS.TABLE.COMPATIBILITY,,Compatible,
MODS.TABLE.ENABLED,,Enable,
MODS.TABLE.NAME,,Name,
MODS.TABLE.ORDERING,,Re-order,Ponowne zamówienie
MODS.TABLE.VERSION,,Version,

MUSHROOM.DESCRIPTION,E.g. “Toadstool mushroom”,{{materialType.noun}},{{materialType.noun}}

NEEDS.DRINK,,Drink,Pij
NEEDS.FOOD,,Food,Jedzenie
NEEDS.SLEEP,,Sleep,Sen

NOTIFICATION.AREA_REVEALED.DESCRIPTION,,Your miners have discovered a new area!,Twoi górnicy odkryli nowy obszar!
NOTIFICATION.AREA_REVEALED.TITLE,,Exploration,Eksploracja
NOTIFICATION.DEATH.DESCRIPTION,,"{{character}}, has died due to {{reason}}.","{{character}}, zmarł z powodu {{reason}}."
NOTIFICATION.DEATH.KILLED_BY_DESCRIPTION,,Killed by {{killer}},
NOTIFICATION.DEATH.SHORT_DESCRIPTION,,Died due to {{reason}},Zmarł z powodu {{reason}}
NOTIFICATION.DEATH.TITLE,,Settler Death,Śmierć osadnika
NOTIFICATION.FIRE_STARTED.DESCRIPTION,,A fire has broken out in your settlement!,
NOTIFICATION.FIRE_STARTED.TITLE,,Fire!,
NOTIFICATION.FISH_EXHAUSTED.DESCRIPTION,,You have over-fished the river to such an extent that there are no more fish left. You will have to wait until the spawning season next spring for the fish to return.,
NOTIFICATION.FISH_EXHAUSTED.TITLE,,Fish Depopulated,
NOTIFICATION.GAME_OVER.DESCRIPTION,,All things must come to an end. Your settlement lies abandoned.,Wszystko musi się skończyć. Twoja osada leży porzucona.
NOTIFICATION.GAME_OVER.TITLE,,Game Over,Koniec gry
NOTIFICATION.IMMIGRANTS_ARRIVED.DESCRIPTION,,The prosperity of your settlement has attracted a number of new immigrants to boost your population.,Dobrobyt waszej osady przyciągnął wielu nowych imigrantów do zwiększenia populacji.
NOTIFICATION.IMMIGRANTS_ARRIVED.TITLE,,Immigration,Imigracja
NOTIFICATION.INVASION.DESCRIPTION,,A raiding party of orcs has arrived. Prepare yourselves! They will attack after preparing for a while.,
NOTIFICATION.INVASION.TITLE,,You are being invaded!,
NOTIFICATION.MINING_COLLAPSE.DESCRIPTION,,An area has caved in due to a lack of pillars and supports.,Obszar zawalił się z powodu braku filarów i podpór.
NOTIFICATION.MINING_COLLAPSE.TITLE,,Mining Collapse,Upadek górnictwa
NOTIFICATION.OXIDISATION_DESTRUCTION.DESCRIPTION,,An item or piece of furniture has been destroyed due to prolonged exposure to rain.\nSome materials such as iron and steel should not be left outside for a long period.,
NOTIFICATION.OXIDISATION_DESTRUCTION.TITLE,,Rusted Away,
NOTIFICATION.PIRATE_INVASION.DESCRIPTION,,Pirates have arrived! Don't let them steal your stuff!,
NOTIFICATION.PIRATE_INVASION.TITLE,,Pirates!,
NOTIFICATION.ROOFING_COLLAPSE.DESCRIPTION,,A roof has collapsed due to a lack of pillars and supports.,
NOTIFICATION.ROOFING_COLLAPSE.TITLE,,Roof Collapsed,
NOTIFICATION.SETTLER_MENTAL_BREAK.DESCRIPTION,,The gruelling hardship has proven to be too much to handle for {{character}}.,"Trudność okazała się zbyt duża, aby poradzić sobie z {{character}}."
NOTIFICATION.SETTLER_MENTAL_BREAK.TITLE,,Mental Break,Przerwa psychiczna
NOTIFICATION.SETTLER_STUCK.DESCRIPTION,,"A settler has become stuck, unable to find a drink. Act quickly!",
NOTIFICATION.SETTLER_STUCK.TITLE,,Trapped!,
NOTIFICATION.SETTLER_TANTRUM.DESCRIPTION,,{{character}} has become so unhappy that they are throwing a tantrum!,
NOTIFICATION.SETTLER_TANTRUM.TITLE,,Tantrum!,
NOTIFICATION.TRADER_ARRIVED.DESCRIPTION,,They are heading to your Trading Depot to buy and sell goods.,
NOTIFICATION.TRADER_ARRIVED.TITLE,,Traders have arrived!,
NOTIFICATION.TRADER_ARRIVED_NO_DEPOT.DESCRIPTION,,You must construct a Trading Depot to buy and sell goods.,
NOTIFICATION.TRADER_ARRIVED_NO_DEPOT.TITLE,,Traders have arrived!,

ORE.BAUXITE.ADJECTIVE,,Bauxite,- Boksyt
ORE.BAUXITE.NOUN,,Bauxite,- Boksyt
ORE.BAUXITE.TOOLTIP,,"Bauxite is the primary ore of aluminium. Unfortunately, a means of aluminium production is yet to be discovered.","Boksyt jest pierwotną rudą aluminium. Niestety, jeszcze nie odkryto sposobu produkcji aluminium."
ORE.BITUMINOUS_COAL.ADJECTIVE,,Bituminous coal,Węgiel bitumiczny
ORE.BITUMINOUS_COAL.NOUN,,Bituminous coal,Węgiel bitumiczny
ORE.BITUMINOUS_COAL.TOOLTIP,,This can be converted into {{ORE.COKE.NOUN}} using a {{FURNITURE.COKE_OVEN}}.,Można to zamienić na {{ORE.COKE.NOUN}} przy użyciu {{FURNITURE.COKE_OVEN}}.
ORE.CASSITERITE.ADJECTIVE,,Cassiterite,Kasytryt
ORE.CASSITERITE.NOUN,,Cassiterite,Kasyteryt
ORE.CASSITERITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.TIN.NOUN}}.,"Ruda, którą można wytapiać w celu wyprodukowania {{METAL.TIN.NOUN}}."
ORE.CHARCOAL.ADJECTIVE,,Charcoal,Węgiel drzewny
ORE.CHARCOAL.NOUN,,Charcoal,Węgiel drzewny
ORE.CHARCOAL.TOOLTIP,,{{FUEL.SACK}} produced from wooden {{RESOURCE.LOGS.PLURAL}}.,{{FUEL.SACK}} wyprodukowane z drewna {{RESOURCE.LOGS.PLURAL}}.
ORE.CHRYSOCOLLA.ADJECTIVE,,Chrysocolla,Chrysocolla
ORE.CHRYSOCOLLA.NOUN,,Chrysocolla,Chrysocolla
ORE.CHRYSOCOLLA.TOOLTIP,,"Often confused with turquoise, it is actually an ore of {{METAL.COPPER}}.","Często mylone z turkusem, to rzeczywiście ruda {{METAL.COPPER}}."
ORE.COKE.ADJECTIVE,,Coke,Koks
ORE.COKE.NOUN,,Coke,Koks
ORE.COKE.TOOLTIP,,A refined form of {{ORE.BITUMINOUS_COAL}} which can be used as {{FUEL.SACK}}.,"Udoskonalona forma {{ORE.BITUMINOUS_COAL}}, która może być używana jako {{FUEL.SACK}}."
ORE.GALENA.ADJECTIVE,,Galena,Galena
ORE.GALENA.NOUN,,Galena,Galena
ORE.GALENA.TOOLTIP,,An ore that can be smelted to produce {{METAL.SILVER}}.,"Ruda, którą można wytapiać do produkcji {{METAL.SILVER}}."
ORE.HEMATITE.ADJECTIVE,,Hematite,Hematyt
ORE.HEMATITE.NOUN,,Hematite,Hematyt
ORE.HEMATITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.IRON}}.,"Ruda, którą można wytapiać w celu wyprodukowania {{METAL.IRON}}."
ORE.ILMENITE.ADJECTIVE,,Ilmenite,- Ilmenit
ORE.ILMENITE.NOUN,,Ilmenite,- Ilmenit
ORE.ILMENITE.TOOLTIP,,"Ilmenite is the primary ore of titanium. Unfortunately, a means of titanium production is yet to be discovered.","Ilmenit jest pierwotną rudą tytanu. Niestety, środki produkcji tytanu nie zostały jeszcze odkryte."
ORE.MALACHITE.ADJECTIVE,,Malachite,Malachit
ORE.MALACHITE.NOUN,,Malachite,Malachit
ORE.MALACHITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.COPPER}}.,"Ruda, która może być wytapiana do produkcji {{METAL.COPPER}}."
ORE.NATIVE_COPPER.ADJECTIVE,,Native copper,Miedź natywna
ORE.NATIVE_COPPER.NOUN,,Native copper,Miedź rodzima
ORE.NATIVE_COPPER.TOOLTIP,,Naturally-occuring {{METAL.COPPER}} which must be smelted before use.,"Naturalnie występujące {{METAL.COPPER}}, które przed użyciem należy wytapiać."
ORE.NATIVE_GOLD.ADJECTIVE,,Native gold,Rdzenne złoto
ORE.NATIVE_GOLD.NOUN,,Native gold,Złoto rodzime
ORE.NATIVE_GOLD.TOOLTIP,,Naturally-occuring {{METAL.GOLD}} which must be smelted before use.,"Naturalnie występujące {{METAL.GOLD}}, które przed użyciem należy wytapiać."
ORE.NATIVE_PLATINUM.ADJECTIVE,,Native platinum,Native platyna
ORE.NATIVE_PLATINUM.NOUN,,Native platinum,Native platyna
ORE.NATIVE_PLATINUM.TOOLTIP,,Naturally-occuring {{METAL.PLATINUM}} which must be smelted before use.,"Naturalnie występujące {{METAL.PLATINUM}}, które przed użyciem należy wytapiać."
ORE.NATIVE_SILVER.ADJECTIVE,,Native silver,Native srebro
ORE.NATIVE_SILVER.NOUN,,Native silver,Srebro rodzime
ORE.NATIVE_SILVER.TOOLTIP,,Naturally-occuring {{METAL.SILVER}} which must be smelted before use.,"Naturalnie występujące {{METAL.SILVER}}, które przed użyciem należy wytapiać."
ORE.POLLUCITE.ADJECTIVE,,Pollucite,Zanieczyszczenie
ORE.POLLUCITE.NOUN,,Pollucite,Zanieczyszczenie
ORE.POLLUCITE.TOOLTIP,,"Pollucite is an ore of Caesium, which is currently too dangerous to produce. Particularly crazy dwarven metalsmiths are currently trying to find a reliable method of production.","Zanieczyca jest rudą cezu, która jest obecnie zbyt niebezpieczna do produkcji. Szczególnie szaleni krasnoludzcy metalowcy próbują obecnie znaleźć niezawodną metodę produkcji."
ORE.PYRITE.ADJECTIVE,,Fool's gold,Złoto głupca
ORE.PYRITE.NOUN,,Fool's gold,Złoto głupca
ORE.PYRITE.TOOLTIP,,"Also known as Pyrite, its pale-yellow appearance causes some to mistake it for gold. It has several uses when crushed, but care must be taken as it sparks when struck.","Znany również jako Piryt, jego blado-żółty wygląd powoduje, że niektórzy pomylili go ze złotem. Ma kilka zastosowań po zmiażdżeniu, ale należy zachować ostrożność, ponieważ iskra po uderzeniu."
ORE.THORIUM.ADJECTIVE,,Thorium,Tor
ORE.THORIUM.NOUN,,Thorium,Tor
ORE.THORIUM.TOOLTIP,,A silvery metallic ore which turns black when exposed to air. It is strangely warm to the touch.,"Srebrzysta metaliczna ruda, która staje się czarna po wystawieniu na działanie powietrza. Jest dziwnie ciepły w dotyku."
ORE.WOLFRAMITE.ADJECTIVE,,Wolframite,Wolframite
ORE.WOLFRAMITE.NOUN,,Wolframite,Wolframite
ORE.WOLFRAMITE.TOOLTIP,,A metallic ore which complicates the smelting of tin. It has too high a melting point to be smelted with normal processes.,"Metaliczna ruda, która komplikuje wytapianie cyny. Ma zbyt wysoką temperaturę topnienia, aby można było wytapiać w normalnych procesach."

OTHER.ASH,,Charred,
OTHER.BRICK.NOUN,,Brick,Cegła
OTHER.CLAY_SOIL.NOUN,,Clay soil,Glina
OTHER.GRASS.NOUN,,,Trawa

PRIORITY.DISABLED,,Disabled,
PRIORITY.HIGHER,,Higher priority,
PRIORITY.HIGHEST,,Highest priority,
PRIORITY.LOWER,,Lower priority,
PRIORITY.LOWEST,,Lowest priority,
PRIORITY.NORMAL,,Normal priority,

PRIVACY.OPT_IN.ACCEPT_BUTTON,,I Accept,Akceptuję
PRIVACY.OPT_IN.DATA_POINT.1,,• The version of the game client,
PRIVACY.OPT_IN.DATA_POINT.2,,• Your options settings,
PRIVACY.OPT_IN.DATA_POINT.3,,• The status of the game at the time of the crash,
PRIVACY.OPT_IN.DESCRIPTION,,"Mountaincore is in active development. To help diagnose and fix bugs, please click ""I Accept"" below to send anonymous crash reports automatically. \n\nThis is made up of only the following data:",
PRIVACY.OPT_IN.DO_NOT_ACCEPT_BUTTON,,Disable Reporting,Wyłącz raportowanie

PRODUCT.ANVIL,,Anvil,Kowadło
PRODUCT.ANVIL.PLURAL,,Anvils,
PRODUCT.ANVIL.TOOLTIP,,A large block of metal used to hammer heated metal into shape. Required to construct a {{FURNITURE.FORGE}}.,Duży blok metalu używany do młotkowania podgrzewanego metalu w kształt. Wymagane do skonstruowania {{FURITURE.FORGE}}.
PRODUCT.BARREL.HOOPS,,Barrel hoops,Obręcze beczek
PRODUCT.BARREL.HOOPS.TOOLTIP,,Metal hoops used to construct a {{PRODUCT.BARREL.NOUN}}. Also used in some machinery.,Metalowe obręcze używane do budowy {{PRODUCT.BARREL.NOUN}}. Stosowany również w niektórych maszynach.
PRODUCT.BARREL.NOUN,,Barrel,Beczka
PRODUCT.BARREL.PLURAL,,Barrels,Beczki
PRODUCT.BARREL.STAVES,,Barrel staves,Deszczułki beczek
PRODUCT.BARREL.STAVES.TOOLTIP,,Curved wooden planks used to construct a {{PRODUCT.BARREL.NOUN}}.,Zakrzywione drewniane deski używane do budowy {{PRODUCT.BARREL.NOUN}}.
PRODUCT.BARREL.TOOLTIP,,A cylindrical container for liquids. The curved shape makes it easier to roll around.,Cylindryczny pojemnik na ciecze. Zakrzywiony kształt ułatwia toczyć się wokół.
PRODUCT.BOWL,A bowl for eating from,Bowl,Miska
PRODUCT.BOWL.DESCRIPTION,E.g. “Bowl of vegetable soup”,Bowl of {{cooking.soup.description}},Miska {{cooking.soup.description}}
PRODUCT.BOWL.PLURAL,,Bowls,
PRODUCT.BREAD.DOUGH.NOUN,,Dough,Ciasto
PRODUCT.BREAD.DOUGH.PLURAL,,Dough,Ciasto
PRODUCT.BREAD.DOUGH.TOOLTIP,,A mix of ingredients that can be baked into {{PRODUCT.BREAD.LOAF.PLURAL}} using an {{FURNITURE.BAKING_OVEN}}.,"Mieszanka składników, które można wypiekać do {{PRODUCT.BREAD.LOAF.PLURAL}} przy użyciu {{FURNITURE.BAKING_OVEN}}."
PRODUCT.BREAD.LOAF.NOUN,Translations incorrect and need fixing,Bread loaf,Chleb
PRODUCT.BREAD.LOAF.PLURAL,Translations incorrect and need fixing,Bread loaves,Chleb
PRODUCT.BREAD.LOAF.TOOLTIP,,"Prepared bread, ready to eat!","Przygotowany chleb, gotowy do jedzenia!"
PRODUCT.BUCKET.NOUN,,Bucket,Wiadro
PRODUCT.BUCKET.PLURAL,,Buckets,Wiadra
PRODUCT.BUCKET.TOOLTIP,,A small container used to move liquids around by hand.,Mały pojemnik używany do ręcznego przemieszczania płynów.
PRODUCT.CAULDRON,A large metal pot for cooking (common with Halloween),Cauldron,Kocioł
PRODUCT.CAULDRON.PLURAL,,Cauldrons,
PRODUCT.CAULDRON.TOOLTIP,,"Used by a {{PROFESSION.CHEF}} to prepare soup in a {{ROOMS.KITCHEN}}, where it is then moved to a {{ROOMS.FEASTING_HALL}}.","Używany przez {{PROFESSION.CHEF}} do przygotowania zupy w {{ROOMS.KITCHEN}}, gdzie zostaje ona przeniesiona do {{ROOMS.FEASTING_HALL}}."
PRODUCT.CHEST.NOUN,,Chest,
PRODUCT.CHEST.PLURAL,,Chests,
PRODUCT.CHEST.TOOLTIP,,Used to store coins for trading.,
PRODUCT.LEATHER.NOUN,,Leather,
PRODUCT.LEATHER.PLURAL,,Leather,
PRODUCT.LINEN.NOUN,,Linen,
PRODUCT.LINEN.PLURAL,,Linen,
PRODUCT.LINEN.TOOLTIP,,"A roll of fabric, primarily used for bedding.",
PRODUCT.LIQUID.TANK,,Tank,
PRODUCT.LIQUID.TANK.PLURAL,,Tanks,
PRODUCT.LIQUID.TANK.TOOLTIP,,"This is a metal container used to store liquids, which must be crafted at the {{FURNITURE.FORGE}}.",
PRODUCT.MILLSTONE,,Millstone,Millstone
PRODUCT.MILLSTONE.PLURAL,,Millstones,
PRODUCT.MILLSTONE.TOOLTIP,,Two large stone discs that are ground together to mill harvested crops. Used to construct a {{FURNITURE.FLOUR_MILL}}.,"Dwie duże kamienne krążki, które są mielone razem do młyna zebranych plonach. Służy do skonstruowania {{FURNITURE.FLOUR_MILL}}."
PRODUCT.RATION.DOUGH.NOUN,,Ration dough,
PRODUCT.RATION.DOUGH.PLURAL,,Ration dough,
PRODUCT.RATION.DOUGH.TOOLTIP,,A mix of ingredients that can be baked into {{PRODUCT.RATION.LOAF.PLURAL}} using an {{FURNITURE.BAKING_OVEN}}.,
PRODUCT.RATION.NOUN,,Ration,Racja
PRODUCT.RATION.PLURAL,,Rations,Racje
PRODUCT.RATION.TOOLTIP,,"These will last a long time to feed your settlers, but you will need other sources of food as a priority.","Będą one trwać długo, aby nakarmić swoich osadników, ale będziesz potrzebował innych źródeł żywności jako priorytetu."
PRODUCT.ROPE.NOUN,,Rope,
PRODUCT.ROPE.PLURAL,,Ropes,
PRODUCT.STONE.GEAR.NOUN,,Gear,
PRODUCT.STONE.GEAR.PLURAL,,Gears,
PRODUCT.STONE.GEAR.TOOLTIP,,Used in the construction of mechanisms.,
PRODUCT.STONE.PIPE.NOUN,,Pipe,
PRODUCT.STONE.PIPE.PLURAL,,Pipes,
PRODUCT.STONE.PIPE.TOOLTIP,,Used for liquids to flow between tiles underground.,
PRODUCT.WATERSKIN.NOUN,,Waterskin,
PRODUCT.WATERSKIN.PLURAL,,Waterskins,
PRODUCT.WOODEN.SHAFT.HORIZONTAL.NOUN,,Horizontal shaft,
PRODUCT.WOODEN.SHAFT.HORIZONTAL.PLURAL,,Horizontal shafts,
PRODUCT.WOODEN.SHAFT.HORIZONTAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,
PRODUCT.WOODEN.SHAFT.VERTICAL.NOUN,,Vertical shaft,
PRODUCT.WOODEN.SHAFT.VERTICAL.PLURAL,,Vertical shafts,
PRODUCT.WOODEN.SHAFT.VERTICAL.TOOLTIP,,Used to connect mechanisms which produce and require power.,

PROFESSION.ARTISAN.FEMALE_NOUN,,Artisan,
PROFESSION.ARTISAN.MALE_NOUN,,Artisan,
PROFESSION.ARTISAN.PLURAL,,Artisans,
PROFESSION.ARTISAN.VERB,,Fabricating,
